domainName,idKab,idParent,idPro,idWilayah,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah
kepkonawekab,928077,72551,72551,928077,7412,741200,7412000000,74,KONAWE KEPULAUAN,SULAWESI TENGGARA,KONAWE KEPULAUAN,2
mubarkab,928082,72551,72551,928082,7413,741300,7413000000,74,MUNA BARAT,SULAWESI TENGGARA,MUNA BARAT,2
butengkab,928083,72551,72551,928083,7414,741400,7414000000,74,BUTON TENGAH,SULAWESI TENGGARA,BUTON TENGAH,2
buselkab,928084,72551,72551,928084,7415,741500,7415000000,74,BUTON SELATAN,SULAWESI TENGGARA,BUTON SELATAN,2
gorontalokab,74717,74716,74716,74717,7501,750100,7501000000,75,GORONTALO,GORONTALO,GORONTALO,2
boalemokab,74941,74716,74716,74941,7502,750200,7502000000,75,BOALEMO,GORONTALO,BOALEMO,2
bonebolangokab,75031,74716,74716,75031,7503,750300,7503000000,75,BONE BOLANGO,GORONTALO,BONE BOLANGO,2
pahuwatokab,75183,74716,74716,75183,7504,750400,7504000000,75,PAHUWATO,GORONTALO,PAHUWATO,2
gorontaloutarakab,75301,74716,74716,75301,7505,750500,7505000000,75,GORONTALO UTARA,GORONTALO,GORONTALO UTARA,2
gorontalokota,75365,74716,74716,75365,7571,757100,7571000000,75,KOTA GORONTALO,GORONTALO,KOTA GORONTALO,2
mamujuutarakab,75426,75425,75425,75426,7601,760100,7601000000,76,MAMUJU UTARA,SULAWESI BARAT,MAMUJU UTARA,2
mamujukab,75502,75425,75425,75502,7602,760200,7602000000,76,MAMUJU,SULAWESI BARAT,MAMUJU,2
mamasakab,75670,75425,75425,75670,7603,760300,7603000000,76,MAMASA,SULAWESI BARAT,MAMASA,2
polewalimandarkab,75863,75425,75425,75863,7604,760400,7604000000,76,POLEWALI MANDAR,SULAWESI BARAT,POLEWALI MANDAR,2
majenekab,76047,75425,75425,76047,7605,760500,7605000000,76,MAJENE,SULAWESI BARAT,MAJENE,2
mamujutengahkab,928078,75425,75425,928078,7606,760600,7606000000,76,MAMUJU TENGAH,SULAWESI BARAT,MAMUJU TENGAH,2
malbardaykab,76097,76096,76096,76097,8108,810800,8108000000,81,MALUKU BARAT DAYA,MALUKU,MALUKU BARAT DAYA,2
buruselatankab,76223,76096,76096,76223,8109,810900,8109000000,81,BURU SELATAN,MALUKU,BURU SELATAN,2
maltengkab,76284,76096,76096,76284,8101,810100,8101000000,81,MALUKU TENGAH,MALUKU,MALUKU TENGAH,2
maltrakab,76470,76096,76096,76470,8102,810200,8102000000,81,MALUKU TENGGARA,MALUKU,MALUKU TENGGARA,2
maltrabarkab,76568,76096,76096,76568,8103,810300,8103000000,81,MALUKU TENGGARA BARAT,MALUKU,MALUKU TENGGARA BARAT,2
burukab,76651,76096,76096,76651,8104,810400,8104000000,81,BURU,MALUKU,BURU,2
serambagtimkab,76708,76096,76096,76708,8105,810500,8105000000,81,SERAM BAGIAN TIMUR,MALUKU,SERAM BAGIAN TIMUR,2
serambagbarkab,76771,76096,76096,76771,8106,810600,8106000000,81,SERAM BAGIAN BARAT,MALUKU,SERAM BAGIAN BARAT,2
keparukab,76868,76096,76096,76868,8107,810700,8107000000,81,KEPULAUAN ARU,MALUKU,KEPULAUAN ARU,2
ambonkota,76995,76096,76096,76995,8171,817100,8171000000,81,KOTA AMBON,MALUKU,KOTA AMBON,2
tualkota,77051,76096,76096,77051,8172,817200,8172000000,81,KOTA TUAL,MALUKU,KOTA TUAL,2
kepmorotaikab,77086,77085,77085,77086,8207,820700,8207000000,82,PULAU MOROTAI,MALUKU UTARA,PULAU MOROTAI,2
halbarkab,77155,77085,77085,77155,8201,820100,8201000000,82,HALMAHERA BARAT,MALUKU UTARA,HALMAHERA BARAT,2
haltengkab,77311,77085,77085,77311,8202,820200,8202000000,82,HALMAHERA TENGAH,MALUKU UTARA,HALMAHERA TENGAH,2
halutkab,77364,77085,77085,77364,8203,820300,8203000000,82,HALMAHERA UTARA,MALUKU UTARA,HALMAHERA UTARA,2
halselkab,77578,77085,77085,77578,8204,820400,8204000000,82,HALMAHERA SELATAN,MALUKU UTARA,HALMAHERA SELATAN,2
kepsulakab,77858,77085,77085,77858,8205,820500,8205000000,82,KEPULAUAN SULA,MALUKU UTARA,KEPULAUAN SULA,2
haltimkab,77956,77085,77085,77956,8206,820600,8206000000,82,HALMAHERA TIMUR,MALUKU UTARA,HALMAHERA TIMUR,2
ternatekota,78040,77085,77085,78040,8271,827100,8271000000,82,KOTA TERNATE,MALUKU UTARA,KOTA TERNATE,2
tidorekepkota,78122,77085,77085,78122,8272,827200,8272000000,82,KOTA TIDORE KEPULAUAN,MALUKU UTARA,KOTA TIDORE KEPULAUAN,2
taliabukab,928079,77085,77085,928079,8208,820800,8208000000,82,PULAU TALIABU,MALUKU UTARA,PULAU TALIABU,2
intanjayakab,78204,78203,78203,78204,9127,912700,9127000000,91,INTAN JAYA,PAPUA,INTAN JAYA,2
deiyaikab,78289,78203,78203,78289,9128,912800,9128000000,91,DEIYAI,PAPUA,DEIYAI,2
tolikarakab,78324,78203,78203,78324,9114,911400,9114000000,91,TOLIKARA,PAPUA,TOLIKARA,2
waropenkab,78862,78203,78203,78862,9115,911500,9115000000,91,WAROPEN,PAPUA,WAROPEN,2
bovendigoelkab,78927,78203,78203,78927,9116,911600,9116000000,91,BOVEN DIGOEL,PAPUA,BOVEN DIGOEL,2
mappikab,79019,78203,78203,79019,9117,911700,9117000000,91,MAPPI,PAPUA,MAPPI,2
asmatkab,79163,78203,78203,79163,9118,911800,9118000000,91,ASMAT,PAPUA,ASMAT,2
supiorikab,79310,78203,78203,79310,9119,911900,9119000000,91,SUPIORI,PAPUA,SUPIORI,2
mamberamorayakab,79354,78203,78203,79354,9120,912000,9120000000,91,MAMBERAMO RAYA,PAPUA,MAMBERAMO RAYA,2
jayapurakota,79421,78203,78203,79421,9171,917100,9171000000,91,KOTA JAYAPURA,PAPUA,KOTA JAYAPURA,2
maberamotengahkab,79466,78203,78203,79466,9121,912100,9121000000,91,MAMBERAMO TENGAH,PAPUA,MAMBERAMO TENGAH,2
yalimokab,79531,78203,78203,79531,9122,912200,9122000000,91,YALIMO,PAPUA,YALIMO,2
lannyjayakab,79564,78203,78203,79564,9123,912300,9123000000,91,LANNY JAYA,PAPUA,LANNY JAYA,2
dugakab,79629,78203,78203,79629,9124,912400,9124000000,91,NDUGA,PAPUA,NDUGA,2
puncakkab,79663,78203,78203,79663,9125,912500,9125000000,91,PUNCAK,PAPUA,PUNCAK,2
dogiyaikab,79752,78203,78203,79752,9126,912600,9126000000,91,DOGIYAI,PAPUA,DOGIYAI,2
meraukekab,79826,78203,78203,79826,9101,910100,9101000000,91,MERAUKE,PAPUA,MERAUKE,2
jayawijayakab,80015,78203,78203,80015,9102,910200,9102000000,91,JAYAWIJAYA,PAPUA,JAYAWIJAYA,2
jayapurakab,80144,78203,78203,80144,9103,910300,9103000000,91,JAYAPURA,PAPUA,JAYAPURA,2
nabirekab,80309,78203,78203,80309,9104,910400,9104000000,91,NABIRE,PAPUA,NABIRE,2
yapenwaropenkab,80402,78203,78203,80402,9105,910500,9105000000,91,KEPULAUAN YAPEN,PAPUA,KEPULAUAN YAPEN,2
biaknumforkab,80526,78203,78203,80526,9106,910600,9106000000,91,BIAK NUMFOR,PAPUA,BIAK NUMFOR,2
puncakjayakab,80724,78203,78203,80724,9107,910700,9107000000,91,PUNCAK JAYA,PAPUA,PUNCAK JAYA,2
paniaikab,80851,78203,78203,80851,9108,910800,9108000000,91,PANIAI,PAPUA,PANIAI,2
mimikakab,81007,78203,78203,81007,9109,910900,9109000000,91,MIMIKA,PAPUA,MIMIKA,2
sarmikab,81104,78203,78203,81104,9110,911000,9110000000,91,SARMI,PAPUA,SARMI,2
keeromkab,81192,78203,78203,81192,9111,911100,9111000000,91,KEEROM,PAPUA,KEEROM,2
pegbintangkab,81261,78203,78203,81261,9112,911200,9112000000,91,PEGUNUNGAN BINTANG,PAPUA,PEGUNUNGAN BINTANG,2
yahukimokab,81357,78203,78203,81357,9113,911300,9113000000,91,YAHUKIMO,PAPUA,YAHUKIMO,2
maybratkab,81878,81877,81877,81878,9210,921000,9210000000,92,MAYBRAT,PAPUA BARAT,MAYBRAT,2
tambrauwkab,81992,81877,81877,81992,9209,920900,9209000000,92,TAMBRAUW,PAPUA BARAT,TAMBRAUW,2
sorongkab,82022,81877,81877,82022,9201,920100,9201000000,92,SORONG,PAPUA BARAT,SORONG,2
manokwarikab,82154,81877,81877,82154,9202,920200,9202000000,92,MANOKWARI,PAPUA BARAT,MANOKWARI,2
fakfakkab,82605,81877,81877,82605,9203,920300,9203000000,92,FAKFAK,PAPUA BARAT,FAKFAK,2
sorongselatankab,82724,81877,81877,82724,9204,920400,9204000000,92,SORONG SELATAN,PAPUA BARAT,SORONG SELATAN,2
rajaampatkab,82850,81877,81877,82850,9205,920500,9205000000,92,RAJA AMPAT,PAPUA BARAT,RAJA AMPAT,2
telbintunikab,82965,81877,81877,82965,9206,920600,9206000000,92,TELUK BINTUNI,PAPUA BARAT,TELUK BINTUNI,2
telwondamakab,83107,81877,81877,83107,9207,920700,9207000000,92,TELUK WONDAMA,PAPUA BARAT,TELUK WONDAMA,2
kaimanakab,83194,81877,81877,83194,9208,920800,9208000000,92,KAIMANA,PAPUA BARAT,KAIMANA,2
sorongkota,83289,81877,81877,83289,9271,927100,9271000000,92,KOTA SORONG,PAPUA BARAT,KOTA SORONG,2
manokwariselatankab,928080,81877,81877,928080,9211,921100,9211000000,92,MANOKWARI SELATAN,PAPUA BARAT,MANOKWARI SELATAN,2
pegarfakkab,928081,81877,81877,928081,9212,921200,9212000000,92,PEGUNUNGAN ARFAK,PAPUA BARAT,PEGUNUNGAN ARFAK,2
bulungankab,64617,928068,928068,64617,6501,650100,6501000000,65,BULUNGAN,KALIMANTAN UTARA,BULUNGAN,2
nunukankab,64709,928068,928068,64709,6503,650300,6503000000,65,NUNUKAN,KALIMANTAN UTARA,NUNUKAN,2
malinaukab,64949,928068,928068,64949,6502,650200,6502000000,65,MALINAU,KALIMANTAN UTARA,MALINAU,2
tarakankota,65631,928068,928068,65631,6571,657100,6571000000,65,KOTA TARAKAN,KALIMANTAN UTARA,KOTA TARAKAN,2
tanatidungkab,65675,928068,928068,65675,6504,650400,6504000000,65,TANA TIDUNG,KALIMANTAN UTARA,TANA TIDUNG,2
