domainName,idKab,idParent,idPro,idWilayah,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah
brebeskab,41165,32676,32676,41165,3329,332900,3329000000,33,BREBES,JAWA TENGAH,BREBES,2
magelangkota,41480,32676,32676,41480,3371,337100,3371000000,33,KOTA MAGELANG,JAWA TENGAH,KOTA MAGELANG,2
surakartakota,41501,32676,32676,41501,3372,337200,3372000000,33,KOTA SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,2
salatigakota,41558,32676,32676,41558,3373,337300,3373000000,33,KOTA SALATIGA,JAWA TENGAH,KOTA SALATIGA,2
semarangkota,41585,32676,32676,41585,3374,337400,3374000000,33,KOTA SEMARANG,JAWA TENGAH,KOTA SEMARANG,2
pekalongankota,41779,32676,32676,41779,3375,337500,3375000000,33,KOTA PEKALONGAN,JAWA TENGAH,KOTA PEKALONGAN,2
tegalkota,41831,32676,32676,41831,3376,337600,3376000000,33,KOTA TEGAL,JAWA TENGAH,KOTA TEGAL,2
kulonprogokab,41864,41863,41863,41864,3401,340100,3401000000,34,KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,2
bantulkab,41965,41863,41863,41965,3402,340200,3402000000,34,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,2
gunungkidulkab,42058,41863,41863,42058,3403,340300,3403000000,34,GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL,2
slemankab,42221,41863,41863,42221,3404,340400,3404000000,34,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,2
yogyakartakota,42325,41863,41863,42325,3471,347100,3471000000,34,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,2
blitarkota,51145,42385,42385,51145,3572,357200,3572000000,35,KOTA BLITAR,JAWA TIMUR,KOTA BLITAR,2
pacitankab,42386,42385,42385,42386,3501,350100,3501000000,35,PACITAN,JAWA TIMUR,PACITAN,2
ponorogokab,42570,42385,42385,42570,3502,350200,3502000000,35,PONOROGO,JAWA TIMUR,PONOROGO,2
trenggalekkab,42897,42385,42385,42897,3503,350300,3503000000,35,TRENGGALEK,JAWA TIMUR,TRENGGALEK,2
tulungagungkab,43069,42385,42385,43069,3504,350400,3504000000,35,TULUNGAGUNG,JAWA TIMUR,TULUNGAGUNG,2
blitarkab,43360,42385,42385,43360,3505,350500,3505000000,35,BLITAR,JAWA TIMUR,BLITAR,2
kedirikab,43630,42385,42385,43630,3506,350600,3506000000,35,KEDIRI,JAWA TIMUR,KEDIRI,2
malangkab,43993,42385,42385,43993,3507,350700,3507000000,35,MALANG,JAWA TIMUR,MALANG,2
lumajangkab,44417,42385,42385,44417,3508,350800,3508000000,35,LUMAJANG,JAWA TIMUR,LUMAJANG,2
jemberkab,44643,42385,42385,44643,3509,350900,3509000000,35,JEMBER,JAWA TIMUR,JEMBER,2
banyuwangikab,44923,42385,42385,44923,3510,351000,3510000000,35,BANYUWANGI,JAWA TIMUR,BANYUWANGI,2
bondowosokab,45165,42385,42385,45165,3511,351100,3511000000,35,BONDOWOSO,JAWA TIMUR,BONDOWOSO,2
situbondokab,45407,42385,42385,45407,3512,351200,3512000000,35,SITUBONDO,JAWA TIMUR,SITUBONDO,2
probolinggokab,45561,42385,42385,45561,3513,351300,3513000000,35,PROBOLINGGO,JAWA TIMUR,PROBOLINGGO,2
pasuruankab,45916,42385,42385,45916,3514,351400,3514000000,35,PASURUAN,JAWA TIMUR,PASURUAN,2
sidoarjokab,46306,42385,42385,46306,3515,351500,3515000000,35,SIDOARJO,JAWA TIMUR,SIDOARJO,2
mojokertokab,46678,42385,42385,46678,3516,351600,3516000000,35,MOJOKERTO,JAWA TIMUR,MOJOKERTO,2
jombangkab,47001,42385,42385,47001,3517,351700,3517000000,35,JOMBANG,JAWA TIMUR,JOMBANG,2
nganjukkab,47329,42385,42385,47329,3518,351800,3518000000,35,NGANJUK,JAWA TIMUR,NGANJUK,2
madiunkab,47634,42385,42385,47634,3519,351900,3519000000,35,MADIUN,JAWA TIMUR,MADIUN,2
magetankab,47856,42385,42385,47856,3520,352000,3520000000,35,MAGETAN,JAWA TIMUR,MAGETAN,2
ngawikab,48110,42385,42385,48110,3521,352100,3521000000,35,NGAWI,JAWA TIMUR,NGAWI,2
bojonegorokab,48347,42385,42385,48347,3522,352200,3522000000,35,BOJONEGORO,JAWA TIMUR,BOJONEGORO,2
tubankab,48805,42385,42385,48805,3523,352300,3523000000,35,TUBAN,JAWA TIMUR,TUBAN,2
lamongankab,49154,42385,42385,49154,3524,352400,3524000000,35,LAMONGAN,JAWA TIMUR,LAMONGAN,2
gresikkab,49656,42385,42385,49656,3525,352500,3525000000,35,GRESIK,JAWA TIMUR,GRESIK,2
bangkalankab,50031,42385,42385,50031,3526,352600,3526000000,35,BANGKALAN,JAWA TIMUR,BANGKALAN,2
sampangkab,50331,42385,42385,50331,3527,352700,3527000000,35,SAMPANG,JAWA TIMUR,SAMPANG,2
pamekasankab,50532,42385,42385,50532,3528,352800,3528000000,35,PAMEKASAN,JAWA TIMUR,PAMEKASAN,2
sumenepkab,50735,42385,42385,50735,3529,352900,3529000000,35,SUMENEP,JAWA TIMUR,SUMENEP,2
kedirikota,51095,42385,42385,51095,3571,357100,3571000000,35,KOTA KEDIRI,JAWA TIMUR,KOTA KEDIRI,2
malangkota,51170,42385,42385,51170,3573,357300,3573000000,35,KOTA MALANG,JAWA TIMUR,KOTA MALANG,2
probolinggokota,51233,42385,42385,51233,3574,357400,3574000000,35,KOTA PROBOLINGGO,JAWA TIMUR,KOTA PROBOLINGGO,2
pasuruankota,51268,42385,42385,51268,3575,357500,3575000000,35,KOTA PASURUAN,JAWA TIMUR,KOTA PASURUAN,2
mojokertokota,51306,42385,42385,51306,3576,357600,3576000000,35,KOTA MOJOKERTO,JAWA TIMUR,KOTA MOJOKERTO,2
madiunkota,51327,42385,42385,51327,3577,357700,3577000000,35,KOTA MADIUN,JAWA TIMUR,KOTA MADIUN,2
surabayakota,51358,42385,42385,51358,3578,357800,3578000000,35,KOTA SURABAYA,JAWA TIMUR,KOTA SURABAYA,2
batukota,51550,42385,42385,51550,3579,357900,3579000000,35,KOTA BATU,JAWA TIMUR,KOTA BATU,2
pandeglangkab,51579,51578,51578,51579,3601,360100,3601000000,36,PANDEGLANG,BANTEN,PANDEGLANG,2
lebakkab,51913,51578,51578,51913,3602,360200,3602000000,36,LEBAK,BANTEN,LEBAK,2
tangerangkab,52287,51578,51578,52287,3603,360300,3603000000,36,TANGERANG,BANTEN,TANGERANG,2
serangkab,52593,51578,51578,52593,3604,360400,3604000000,36,SERANG,BANTEN,SERANG,2
tangerangkota,52936,51578,51578,52936,3671,367100,3671000000,36,KOTA TANGERANG,BANTEN,KOTA TANGERANG,2
cilegonkota,53054,51578,51578,53054,3672,367200,3672000000,36,KOTA CILEGON,BANTEN,KOTA CILEGON,2
serangkota,53106,51578,51578,53106,3673,367300,3673000000,36,KOTA SERANG,BANTEN,KOTA SERANG,2
tangselkota,53179,51578,51578,53179,3674,367400,3674000000,36,KOTA TANGERANG SELATAN,BANTEN,KOTA TANGERANG SELATAN,2
jembranakab,53242,53241,53241,53242,5101,510100,5101000000,51,JEMBRANA,BALI,JEMBRANA,2
tabanankab,53299,53241,53241,53299,5102,510200,5102000000,51,TABANAN,BALI,TABANAN,2
badungkab,53439,53241,53241,53439,5103,510300,5103000000,51,BADUNG,BALI,BADUNG,2
gianyarkab,53508,53241,53241,53508,5104,510400,5104000000,51,GIANYAR,BALI,GIANYAR,2
klungkungkab,53586,53241,53241,53586,5105,510500,5105000000,51,KLUNGKUNG,BALI,KLUNGKUNG,2
banglikab,53650,53241,53241,53650,5106,510600,5106000000,51,BANGLI,BALI,BANGLI,2
karangasemkab,53727,53241,53241,53727,5107,510700,5107000000,51,KARANGASEM,BALI,KARANGASEM,2
bulelengkab,53814,53241,53241,53814,5108,510800,5108000000,51,BULELENG,BALI,BULELENG,2
denpasarkota,53972,53241,53241,53972,5171,517100,5171000000,51,KOTA DENPASAR,BALI,KOTA DENPASAR,2
lombokbaratkab,54021,54020,54020,54021,5201,520100,5201000000,52,LOMBOK BARAT,NUSA TENGGARA BARAT,LOMBOK BARAT,2
lomboktengahkab,54123,54020,54020,54123,5202,520200,5202000000,52,LOMBOK TENGAH,NUSA TENGGARA BARAT,LOMBOK TENGAH,2
lomboktimurkab,54260,54020,54020,54260,5203,520300,5203000000,52,LOMBOK TIMUR,NUSA TENGGARA BARAT,LOMBOK TIMUR,2
sumbawakab,54400,54020,54020,54400,5204,520400,5204000000,52,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA,2
dompukab,54590,54020,54020,54590,5205,520500,5205000000,52,DOMPU,NUSA TENGGARA BARAT,DOMPU,2
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2
sumbawabaratkab,54853,54020,54020,54853,5207,520700,5207000000,52,SUMBAWA BARAT,NUSA TENGGARA BARAT,SUMBAWA BARAT,2
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2
bimakota,54982,54020,54020,54982,5272,527200,5272000000,52,KOTA BIMA,NUSA TENGGARA BARAT,KOTA BIMA,2
lombokutarakab,55026,54020,54020,55026,5208,520800,5208000000,52,LOMBOK UTARA,NUSA TENGGARA BARAT,LOMBOK UTARA,2
kupangkab,55066,55065,55065,55066,5301,530100,5301000000,53,KUPANG,NUSA TENGGARA TIMUR,KUPANG,2
ttskab,55347,55065,55065,55347,5302,530200,5302000000,53,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2
ttukab,55620,55065,55065,55620,5303,530300,5303000000,53,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,2
belukab,55819,55065,55065,55819,5304,530400,5304000000,53,BELU,NUSA TENGGARA TIMUR,BELU,2
alorkab,56051,55065,55065,56051,5305,530500,5305000000,53,ALOR,NUSA TENGGARA TIMUR,ALOR,2
florestimurkab,56244,55065,55065,56244,5306,530600,5306000000,53,FLORES TIMUR,NUSA TENGGARA TIMUR,FLORES TIMUR,2
sikkakab,56489,55065,55065,56489,5307,530700,5307000000,53,SIKKA,NUSA TENGGARA TIMUR,SIKKA,2
endekab,56671,55065,55065,56671,5308,530800,5308000000,53,ENDE,NUSA TENGGARA TIMUR,ENDE,2
ngadakab,56904,55065,55065,56904,5309,530900,5309000000,53,NGADA,NUSA TENGGARA TIMUR,NGADA,2
manggaraikab,57008,55065,55065,57008,5310,531000,5310000000,53,MANGGARAI,NUSA TENGGARA TIMUR,MANGGARAI,2
sumbatimurkab,57167,55065,55065,57167,5311,531100,5311000000,53,SUMBA TIMUR,NUSA TENGGARA TIMUR,SUMBA TIMUR,2
sumbabaratkab,57346,55065,55065,57346,5312,531200,5312000000,53,SUMBA BARAT,NUSA TENGGARA TIMUR,SUMBA BARAT,2
lembatakab,57406,55065,55065,57406,5313,531300,5313000000,53,LEMBATA,NUSA TENGGARA TIMUR,LEMBATA,2
rotendaokab,57560,55065,55065,57560,5314,531400,5314000000,53,ROTE NDAO,NUSA TENGGARA TIMUR,ROTE NDAO,2
manggaraibaratkab,57649,55065,55065,57649,5315,531500,5315000000,53,MANGGARAI BARAT,NUSA TENGGARA TIMUR,MANGGARAI BARAT,2
nagekeokab,57778,55065,55065,57778,5316,531600,5316000000,53,NAGEKEO,NUSA TENGGARA TIMUR,NAGEKEO,2
sumbatengahkab,57886,55065,55065,57886,5317,531700,5317000000,53,SUMBA TENGAH,NUSA TENGGARA TIMUR,SUMBA TENGAH,2
sumbabaratdayakab,57935,55065,55065,57935,5318,531800,5318000000,53,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,2
kupangkota,58040,55065,55065,58040,5371,537100,5371000000,53,KOTA KUPANG,NUSA TENGGARA TIMUR,KOTA KUPANG,2
manggaraitimurkab,58098,55065,55065,58098,5319,531900,5319000000,53,MANGGARAI TIMUR,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,2
saburaijuakab,58219,55065,55065,58219,5320,532000,5320000000,53,SABU RAIJUA,NUSA TENGGARA TIMUR,SABU RAIJUA,2
malakakab,928072,55065,55065,928072,5321,532100,5321000000,53,MALAKA,NUSA TENGGARA TIMUR,MALAKA,2
sambaskab,58286,58285,58285,58286,6101,610100,6101000000,61,SAMBAS,KALIMANTAN BARAT,SAMBAS,2
pontianakkab,58490,58285,58285,58490,6102,610200,6102000000,61,MEMPAWAH,KALIMANTAN BARAT,MEMPAWAH,2
sanggaukab,58567,58285,58285,58567,6103,610300,6103000000,61,SANGGAU,KALIMANTAN BARAT,SANGGAU,2
ketapangkab,58749,58285,58285,58749,6104,610400,6104000000,61,KETAPANG,KALIMANTAN BARAT,KETAPANG,2
sintangkab,59018,58285,58285,59018,6105,610500,6105000000,61,SINTANG,KALIMANTAN BARAT,SINTANG,2
kapuashulukab,59320,58285,58285,59320,6106,610600,6106000000,61,KAPUAS HULU,KALIMANTAN BARAT,KAPUAS HULU,2
bengkayangkab,59557,58285,58285,59557,6107,610700,6107000000,61,BENGKAYANG,KALIMANTAN BARAT,BENGKAYANG,2
landakkab,59699,58285,58285,59699,6108,610800,6108000000,61,LANDAK,KALIMANTAN BARAT,LANDAK,2
sekadaukab,59869,58285,58285,59869,6109,610900,6109000000,61,SEKADAU,KALIMANTAN BARAT,SEKADAU,2
melawikab,59953,58285,58285,59953,6110,611000,6110000000,61,MELAWI,KALIMANTAN BARAT,MELAWI,2
kayongutarakab,60134,58285,58285,60134,6111,611100,6111000000,61,KAYONG UTARA,KALIMANTAN BARAT,KAYONG UTARA,2
pontianakkota,60183,58285,58285,60183,6171,617100,6171000000,61,KOTA PONTIANAK,KALIMANTAN BARAT,KOTA PONTIANAK,2
singkawangkota,60223,58285,58285,60223,6172,617200,6172000000,61,KOTA SINGKAWANG,KALIMANTAN BARAT,KOTA SINGKAWANG,2
kuburayakab,60255,58285,58285,60255,6112,611200,6112000000,61,KUBU RAYA,KALIMANTAN BARAT,KUBU RAYA,2
kapuaskab,60653,60371,60371,60653,6203,620300,6203000000,62,KAPUAS,KALIMANTAN TENGAH,KAPUAS,2
kotawaringinbaratkab,60372,60371,60371,60372,6201,620100,6201000000,62,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,2
kotawaringintimurkab,60468,60371,60371,60468,6202,620200,6202000000,62,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,2
baritoselatankab,60867,60371,60371,60867,6204,620400,6204000000,62,BARITO SELATAN,KALIMANTAN TENGAH,BARITO SELATAN,2
baritoutarakab,60967,60371,60371,60967,6205,620500,6205000000,62,BARITO UTARA,KALIMANTAN TENGAH,BARITO UTARA,2
katingankab,61077,60371,60371,61077,6206,620600,6206000000,62,KATINGAN,KALIMANTAN TENGAH,KATINGAN,2
seruyankab,61251,60371,60371,61251,6207,620700,6207000000,62,SERUYAN,KALIMANTAN TENGAH,SERUYAN,2
sukamarakab,61362,60371,60371,61362,6208,620800,6208000000,62,SUKAMARA,KALIMANTAN TENGAH,SUKAMARA,2
lamandaukab,61400,60371,60371,61400,6209,620900,6209000000,62,LAMANDAU,KALIMANTAN TENGAH,LAMANDAU,2
gunungmaskab,61492,60371,60371,61492,6210,621000,6210000000,62,GUNUNG MAS,KALIMANTAN TENGAH,GUNUNG MAS,2
pulangpisaukab,61614,60371,60371,61614,6211,621100,6211000000,62,PULANG PISAU,KALIMANTAN TENGAH,PULANG PISAU,2
murungrayakab,61711,60371,60371,61711,6212,621200,6212000000,62,MURUNG RAYA,KALIMANTAN TENGAH,MURUNG RAYA,2
baritotimurkab,61846,60371,60371,61846,6213,621300,6213000000,62,BARITO TIMUR,KALIMANTAN TENGAH,BARITO TIMUR,2
palangkarayakota,61929,60371,60371,61929,6271,627100,6271000000,62,KOTA PALANGKARAYA,KALIMANTAN TENGAH,KOTA PALANGKARAYA,2
tanahlautkab,61966,61965,61965,61966,6301,630100,6301000000,63,TANAH LAUT,KALIMANTAN SELATAN,TANAH LAUT,2
kotabarukab,62112,61965,61965,62112,6302,630200,6302000000,63,KOTABARU,KALIMANTAN SELATAN,KOTABARU,2
banjarkab,62333,61965,61965,62333,6303,630300,6303000000,63,BANJAR,KALIMANTAN SELATAN,BANJAR,2
baritokualakab,62643,61965,61965,62643,6304,630400,6304000000,63,BARITO KUALA,KALIMANTAN SELATAN,BARITO KUALA,2
tapinkab,62861,61965,61965,62861,6305,630500,6305000000,63,TAPIN,KALIMANTAN SELATAN,TAPIN,2
hulusungaiselatankab,63007,61965,61965,63007,6306,630600,6306000000,63,HULU SUNGAI SELATAN,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,2
hulusungaitengahkab,63167,61965,61965,63167,6307,630700,6307000000,63,HULU SUNGAI TENGAH,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,2
hulusungaiutarakab,63348,61965,61965,63348,6308,630800,6308000000,63,HULU SUNGAI UTARA,KALIMANTAN SELATAN,HULU SUNGAI UTARA,2
tabalongkab,63578,61965,61965,63578,6309,630900,6309000000,63,TABALONG,KALIMANTAN SELATAN,TABALONG,2
tanahbumbukab,63722,61965,61965,63722,6310,631000,6310000000,63,TANAH BUMBU,KALIMANTAN SELATAN,TANAH BUMBU,2
balangankab,63866,61965,61965,63866,6311,631100,6311000000,63,BALANGAN,KALIMANTAN SELATAN,BALANGAN,2
banjarmasinkota,64027,61965,61965,64027,6371,637100,6371000000,63,KOTA BANJARMASIN,KALIMANTAN SELATAN,KOTA BANJARMASIN,2
banjarbarukota,64085,61965,61965,64085,6372,637200,6372000000,63,KOTA BANJARBARU,KALIMANTAN SELATAN,KOTA BANJARBARU,2
paserkab,64112,64111,64111,64112,6401,640100,6401000000,64,PASER,KALIMANTAN TIMUR,PASER,2
kutaikertanegarakab,64248,64111,64111,64248,6402,640200,6402000000,64,KUTAI KARTANEGARA,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2
beraukab,64496,64111,64111,64496,6403,640300,6403000000,64,BERAU,KALIMANTAN TIMUR,BERAU,2
kutaibaratkab,65069,64111,64111,65069,6407,640700,6407000000,64,KUTAI BARAT,KALIMANTAN TIMUR,KUTAI BARAT,2
kutaitimurkab,65315,64111,64111,65315,6408,640800,6408000000,64,KUTAI TIMUR,KALIMANTAN TIMUR,KUTAI TIMUR,2
penajampaserutarakab,65469,64111,64111,65469,6409,640900,6409000000,64,PENAJAM PASER UTARA,KALIMANTAN TIMUR,PENAJAM PASER UTARA,2
balikpapankota,65528,64111,64111,65528,6471,647100,6471000000,64,KOTA BALIKPAPAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,2
samarindakota,65567,64111,64111,65567,6472,647200,6472000000,64,KOTA SAMARINDA,KALIMANTAN TIMUR,KOTA SAMARINDA,2
bontangkota,65656,64111,64111,65656,6474,647400,6474000000,64,KOTA BONTANG,KALIMANTAN TIMUR,KOTA BONTANG,2
mahakamulukab,928073,64111,64111,928073,6411,641100,6411000000,64,MAHAKAM ULU,KALIMANTAN TIMUR,MAHAKAM ULU,2
bolmongtimkab,65703,65702,65702,65703,7110,711000,7110000000,71,BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,2
bolmongselkab,65760,65702,65702,65760,7111,711100,7111000000,71,BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,2
bolaangmongondowkab,65822,65702,65702,65822,7101,710100,7101000000,71,BOLAANG MONGONDOW,SULAWESI UTARA,BOLAANG MONGONDOW,2
minahasakab,65974,65702,65702,65974,7102,710200,7102000000,71,MINAHASA,SULAWESI UTARA,MINAHASA,2
kepsangihekab,66188,65702,65702,66188,7103,710300,7103000000,71,KEPULAUAN SANGIHE,SULAWESI UTARA,KEPULAUAN SANGIHE,2
keptalaudkab,66371,65702,65702,66371,7104,710400,7104000000,71,KEPULAUAN TALAUD,SULAWESI UTARA,KEPULAUAN TALAUD,2
minselkab,66544,65702,65702,66544,7105,710500,7105000000,71,MINAHASA SELATAN,SULAWESI UTARA,MINAHASA SELATAN,2
minutkab,66718,65702,65702,66718,7106,710600,7106000000,71,MINAHASA UTARA,SULAWESI UTARA,MINAHASA UTARA,2
mintrakab,66853,65702,65702,66853,7107,710700,7107000000,71,MINAHASA TENGGARA,SULAWESI UTARA,MINAHASA TENGGARA,2
bolmongutkab,66936,65702,65702,66936,7108,710800,7108000000,71,BOLAANG MONGONDOW UTARA,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,2
kepsitarokab,67035,65702,65702,67035,7109,710900,7109000000,71,KEP. SIAU TAGULANDANG BIARO,SULAWESI UTARA,KEP. SIAU TAGULANDANG BIARO,2
manadokota,67130,65702,65702,67130,7171,717100,7171000000,71,KOTA MANADO,SULAWESI UTARA,KOTA MANADO,2
bitungkota,67227,65702,65702,67227,7172,717200,7172000000,71,KOTA BITUNG,SULAWESI UTARA,KOTA BITUNG,2
tomohonkota,67305,65702,65702,67305,7173,717300,7173000000,71,KOTA TOMOHON,SULAWESI UTARA,KOTA TOMOHON,2
kotamobagukota,67355,65702,65702,67355,7174,717400,7174000000,71,KOTA KOTAMOBAGU,SULAWESI UTARA,KOTA KOTAMOBAGU,2
sigikab,67394,67393,67393,67394,7210,721000,7210000000,72,SIGI,SULAWESI TENGAH,SIGI,2
banggaikab,67558,67393,67393,67558,7201,720100,7201000000,72,BANGGAI,SULAWESI TENGAH,BANGGAI,2
posokab,67866,67393,67393,67866,7202,720200,7202000000,72,POSO,SULAWESI TENGAH,POSO,2
donggalakab,68041,67393,67393,68041,7203,720300,7203000000,72,DONGGALA,SULAWESI TENGAH,DONGGALA,2
tolitolikab,68206,67393,67393,68206,7204,720400,7204000000,72,TOLITOLI,SULAWESI TENGAH,TOLITOLI,2
buolkab,68309,67393,67393,68309,7205,720500,7205000000,72,BUOL,SULAWESI TENGAH,BUOL,2
morowalikab,68428,67393,67393,68428,7206,720600,7206000000,72,MOROWALI,SULAWESI TENGAH,MOROWALI,2
banggaikepkab,68681,67393,67393,68681,7207,720700,7207000000,72,BANGGAI KEPULAUAN,SULAWESI TENGAH,BANGGAI KEPULAUAN,2
parimokab,68887,67393,67393,68887,7208,720800,7208000000,72,PARIGI MOUTONG,SULAWESI TENGAH,PARIGI MOUTONG,2
tojounaunakab,69089,67393,67393,69089,7209,720900,7209000000,72,TOJO UNA-UNA,SULAWESI TENGAH,TOJO UNA-UNA,2
palukota,69220,67393,67393,69220,7271,727100,7271000000,72,KOTA PALU,SULAWESI TENGAH,KOTA PALU,2
banggailautkab,928074,67393,67393,928074,7211,721100,7211000000,72,BANGGAI LAUT,SULAWESI TENGAH,BANGGAI LAUT,2
morowaliutarakab,928075,67393,67393,928075,7212,721200,7212000000,72,MOROWALI UTARA,SULAWESI TENGAH,MOROWALI UTARA,2
torajautarakab,69269,69268,69268,69269,7326,732600,7326000000,73,TORAJA UTARA,SULAWESI SELATAN,TORAJA UTARA,2
selayarkab,69442,69268,69268,69442,7301,730100,7301000000,73,KEPULAUAN SELAYAR,SULAWESI SELATAN,KEPULAUAN SELAYAR,2
bulukumbakab,69531,69268,69268,69531,7302,730200,7302000000,73,BULUKUMBA,SULAWESI SELATAN,BULUKUMBA,2
bantaengkab,69668,69268,69268,69668,7303,730300,7303000000,73,BANTAENG,SULAWESI SELATAN,BANTAENG,2
jenepontokab,69744,69268,69268,69744,7304,730400,7304000000,73,JENEPONTO,SULAWESI SELATAN,JENEPONTO,2
takalarkab,69869,69268,69268,69869,7305,730500,7305000000,73,TAKALAR,SULAWESI SELATAN,TAKALAR,2
gowakab,69962,69268,69268,69962,7306,730600,7306000000,73,GOWA,SULAWESI SELATAN,GOWA,2
sinjaikab,70149,69268,69268,70149,7307,730700,7307000000,73,SINJAI,SULAWESI SELATAN,SINJAI,2
bonekab,70239,69268,69268,70239,7308,730800,7308000000,73,BONE,SULAWESI SELATAN,BONE,2
maroskab,70639,69268,69268,70639,7309,730900,7309000000,73,MAROS,SULAWESI SELATAN,MAROS,2
pangkajenekepkab,70757,69268,69268,70757,7310,731000,7310000000,73,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,2
barrukab,70873,69268,69268,70873,7311,731100,7311000000,73,BARRU,SULAWESI SELATAN,BARRU,2
soppengkab,70935,69268,69268,70935,7312,731200,7312000000,73,SOPPENG,SULAWESI SELATAN,SOPPENG,2
wajokab,71014,69268,69268,71014,7313,731300,7313000000,73,WAJO,SULAWESI SELATAN,WAJO,2
sinderengrapangkab,71209,69268,69268,71209,7314,731400,7314000000,73,SIDENRENG RAPPANG,SULAWESI SELATAN,SIDENRENG RAPPANG,2
pinrangkab,71327,69268,69268,71327,7315,731500,7315000000,73,PINRANG,SULAWESI SELATAN,PINRANG,2
enrekangkab,71437,69268,69268,71437,7316,731600,7316000000,73,ENREKANG,SULAWESI SELATAN,ENREKANG,2
luwukab,71579,69268,69268,71579,7317,731700,7317000000,73,LUWU,SULAWESI SELATAN,LUWU,2
tanatorajakab,71828,69268,69268,71828,7318,731800,7318000000,73,TANA TORAJA,SULAWESI SELATAN,TANA TORAJA,2
luwuutarakab,72007,69268,69268,72007,7322,732200,7322000000,73,LUWU UTARA,SULAWESI SELATAN,LUWU UTARA,2
luwutimurkab,72190,69268,69268,72190,7324,732400,7324000000,73,LUWU TIMUR,SULAWESI SELATAN,LUWU TIMUR,2
makassarkota,72309,69268,69268,72309,7371,737100,7371000000,73,KOTA MAKASSAR,SULAWESI SELATAN,KOTA MAKASSAR,2
pareparekota,72467,69268,69268,72467,7372,737200,7372000000,73,KOTA PARE PARE,SULAWESI SELATAN,KOTA PARE PARE,2
palopokota,72493,69268,69268,72493,7373,737300,7373000000,73,KOTA PALOPO,SULAWESI SELATAN,KOTA PALOPO,2
kolakakab,72552,72551,72551,72552,7401,740100,7401000000,74,KOLAKA,SULAWESI TENGGARA,KOLAKA,2
konawekab,72786,72551,72551,72786,7402,740200,7402000000,74,KONAWE,SULAWESI TENGGARA,KONAWE,2
munakab,73150,72551,72551,73150,7403,740300,7403000000,74,MUNA,SULAWESI TENGGARA,MUNA,2
butonkab,73420,72551,72551,73420,7404,740400,7404000000,74,BUTON,SULAWESI TENGGARA,BUTON,2
konaweselatankab,73650,72551,72551,73650,7405,740500,7405000000,74,KONAWE SELATAN,SULAWESI TENGGARA,KONAWE SELATAN,2
bombanakab,74018,72551,72551,74018,7406,740600,7406000000,74,BOMBANA,SULAWESI TENGGARA,BOMBANA,2
wakatobikab,74179,72551,72551,74179,7407,740700,7407000000,74,WAKATOBI,SULAWESI TENGGARA,WAKATOBI,2
kolakautarakab,74288,72551,72551,74288,7408,740800,7408000000,74,KOLAKA UTARA,SULAWESI TENGGARA,KOLAKA UTARA,2
konaweutarakab,74437,72551,72551,74437,7409,740900,7409000000,74,KONAWE UTARA,SULAWESI TENGGARA,KONAWE UTARA,2
butonutarakab,74525,72551,72551,74525,7410,741000,7410000000,74,BUTON UTARA,SULAWESI TENGGARA,BUTON UTARA,2
kendarikota,74590,72551,72551,74590,7471,747100,7471000000,74,KOTA KENDARI,SULAWESI TENGGARA,KOTA KENDARI,2
baubaukota,74665,72551,72551,74665,7472,747200,7472000000,74,KOTA BAU BAU,SULAWESI TENGGARA,KOTA BAU BAU,2
kolakatimurkab,928076,72551,72551,928076,7411,741100,7411000000,74,KOLAKA TIMUR,SULAWESI TENGGARA,KOLAKA TIMUR,2
