domainName,idKab,idParent,idPro,idWilayah_1,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah,alokasiKursi,alokasiSisaKursi,createdAt,createdBy,id,idVersi,idWilayah,jumlahPenduduk,nama,noDapil,parent,peringkatPenduduk,sisaPenduduk,statusCoterminous,tingkat,totalAlokasiKursi,updatedAt,updatedBy
banglikab,53650,53241,53241,53650,5106,510600,5106000000,51,BANGLI,BALI,BANGLI,2,6,0,"Dec 31, 2017 6:13:46 PM",galuh,2664,725,53650,54423,BANGLI 1,1,-1,5,1437,False,2,6,"Dec 31, 2017 6:13:46 PM",galuh
banglikab,53650,53241,53241,53650,5106,510600,5106000000,51,BANGLI,BALI,BANGLI,2,5,1,"Dec 31, 2017 6:13:46 PM",galuh,2665,725,53650,48700,BANGLI 2,2,-1,2,4545,False,2,6,"Dec 31, 2017 6:13:46 PM",galuh
banglikab,53650,53241,53241,53650,5106,510600,5106000000,51,BANGLI,BALI,BANGLI,2,6,0,"Dec 31, 2017 6:13:46 PM",galuh,2666,725,53650,55900,BANGLI 3,3,-1,3,2914,False,2,6,"Dec 31, 2017 6:13:46 PM",galuh
banglikab,53650,53241,53241,53650,5106,510600,5106000000,51,BANGLI,BALI,BANGLI,2,6,1,"Dec 31, 2017 6:13:46 PM",galuh,2667,725,53650,60012,BANGLI 4,4,-1,1,7026,False,2,7,"Dec 31, 2017 6:13:46 PM",galuh
banglikab,53650,53241,53241,53650,5106,510600,5106000000,51,BANGLI,BALI,BANGLI,2,5,0,"Dec 31, 2017 6:13:46 PM",galuh,2668,725,53650,45910,BANGLI 5,5,-1,4,1755,False,2,5,"Dec 31, 2017 6:13:46 PM",galuh
karangasemkab,53727,53241,53241,53727,5107,510700,5107000000,51,KARANGASEM,BALI,KARANGASEM,2,8,1,"Dec 31, 2017 1:50:08 PM",galuh,1350,420,53727,107230,KARANGASEM 1,1,-1,2,10278,False,2,9,"Dec 31, 2017 1:50:08 PM",galuh
karangasemkab,53727,53241,53241,53727,5107,510700,5107000000,51,KARANGASEM,BALI,KARANGASEM,2,5,0,"Dec 31, 2017 1:50:08 PM",galuh,1351,420,53727,61751,KARANGASEM 2,2,-1,5,1156,False,2,5,"Dec 31, 2017 1:50:08 PM",galuh
karangasemkab,53727,53241,53241,53727,5107,510700,5107000000,51,KARANGASEM,BALI,KARANGASEM,2,5,0,"Dec 31, 2017 1:50:08 PM",galuh,1352,420,53727,61043,KARANGASEM 3,3,-1,6,448,False,2,5,"Dec 31, 2017 1:50:08 PM",galuh
karangasemkab,53727,53241,53241,53727,5107,510700,5107000000,51,KARANGASEM,BALI,KARANGASEM,2,10,1,"Dec 31, 2017 1:50:08 PM",galuh,1353,420,53727,131789,KARANGASEM 4,4,-1,1,10599,False,2,11,"Dec 31, 2017 1:50:08 PM",galuh
karangasemkab,53727,53241,53241,53727,5107,510700,5107000000,51,KARANGASEM,BALI,KARANGASEM,2,7,1,"Dec 31, 2017 1:50:08 PM",galuh,1354,420,53727,93341,KARANGASEM 5,5,-1,3,8508,False,2,8,"Dec 31, 2017 1:50:08 PM",galuh
karangasemkab,53727,53241,53241,53727,5107,510700,5107000000,51,KARANGASEM,BALI,KARANGASEM,2,7,0,"Dec 31, 2017 1:50:08 PM",galuh,1355,420,53727,90235,KARANGASEM 6,6,-1,4,5402,False,2,7,"Dec 31, 2017 1:50:08 PM",galuh
bulelengkab,53814,53241,53241,53814,5108,510800,5108000000,51,BULELENG,BALI,BULELENG,2,8,0,"Dec 31, 2017 1:38:44 PM",galuh,1302,411,53814,155127,BULELENG 1,1,-1,5,10359,False,2,8,"Dec 31, 2017 1:38:44 PM",galuh
bulelengkab,53814,53241,53241,53814,5108,510800,5108000000,51,BULELENG,BALI,BULELENG,2,4,1,"Dec 31, 2017 1:38:44 PM",galuh,1303,411,53814,86389,BULELENG 2,2,-1,2,14005,False,2,5,"Dec 31, 2017 1:38:44 PM",galuh
bulelengkab,53814,53241,53241,53814,5108,510800,5108000000,51,BULELENG,BALI,BULELENG,2,8,0,"Dec 31, 2017 1:38:44 PM",galuh,1304,411,53814,151746,BULELENG 3,3,-1,6,6978,False,2,8,"Dec 31, 2017 1:38:44 PM",galuh
bulelengkab,53814,53241,53241,53814,5108,510800,5108000000,51,BULELENG,BALI,BULELENG,2,10,1,"Dec 31, 2017 1:38:44 PM",galuh,1305,411,53814,192945,BULELENG 4,4,-1,4,11985,False,2,11,"Dec 31, 2017 1:38:44 PM",galuh
bulelengkab,53814,53241,53241,53814,5108,510800,5108000000,51,BULELENG,BALI,BULELENG,2,7,1,"Dec 31, 2017 1:38:44 PM",galuh,1306,411,53814,141771,BULELENG 5,5,-1,1,15099,False,2,8,"Dec 31, 2017 1:38:44 PM",galuh
bulelengkab,53814,53241,53241,53814,5108,510800,5108000000,51,BULELENG,BALI,BULELENG,2,4,1,"Dec 31, 2017 1:38:44 PM",galuh,1307,411,53814,86378,BULELENG 6,6,-1,3,13994,False,2,5,"Dec 31, 2017 1:38:44 PM",galuh
denpasarkota,53972,53241,53241,53972,5171,517100,5171000000,51,KOTA DENPASAR,BALI,KOTA DENPASAR,2,6,0,"Apr 3, 2018 4:49:11 PM",anda,6985,1650,53972,86393,KOTA DENPASAR 1,1,-1,5,1259,False,2,6,-,-
denpasarkota,53972,53241,53241,53972,5171,517100,5171000000,51,KOTA DENPASAR,BALI,KOTA DENPASAR,2,7,0,"Apr 3, 2018 4:49:11 PM",anda,6986,1650,53972,101380,KOTA DENPASAR 2,2,-1,4,2057,False,2,7,-,-
denpasarkota,53972,53241,53241,53972,5171,517100,5171000000,51,KOTA DENPASAR,BALI,KOTA DENPASAR,2,11,1,"Apr 3, 2018 4:49:11 PM",anda,6987,1650,53972,163921,KOTA DENPASAR 3,3,-1,2,7842,False,2,12,-,-
denpasarkota,53972,53241,53241,53972,5171,517100,5171000000,51,KOTA DENPASAR,BALI,KOTA DENPASAR,2,8,0,"Apr 3, 2018 4:49:11 PM",anda,6988,1650,53972,119368,KOTA DENPASAR 4,4,-1,3,5856,False,2,8,-,-
denpasarkota,53972,53241,53241,53972,5171,517100,5171000000,51,KOTA DENPASAR,BALI,KOTA DENPASAR,2,11,1,"Apr 3, 2018 4:49:11 PM",anda,6989,1650,53972,167486,KOTA DENPASAR 5,5,-1,1,11407,False,2,12,-,-
lombokbaratkab,54021,54020,54020,54021,5201,520100,5201000000,52,LOMBOK BARAT,NUSA TENGGARA BARAT,LOMBOK BARAT,2,8,1,"Dec 31, 2017 3:21:06 PM",vici,6017,1444,54021,134593,LOMBOK BARAT 1,1,-1,2,7689,False,2,9,"Dec 31, 2017 3:21:06 PM",galuh
lombokbaratkab,54021,54020,54020,54021,5201,520100,5201000000,52,LOMBOK BARAT,NUSA TENGGARA BARAT,LOMBOK BARAT,2,8,0,"Dec 31, 2017 3:21:06 PM",vici,6018,1444,54021,127788,LOMBOK BARAT 2,2,-1,5,884,False,2,8,"Dec 31, 2017 3:21:06 PM",galuh
lombokbaratkab,54021,54020,54020,54021,5201,520100,5201000000,52,LOMBOK BARAT,NUSA TENGGARA BARAT,LOMBOK BARAT,2,9,0,"Dec 31, 2017 3:21:06 PM",vici,6019,1444,54021,147940,LOMBOK BARAT 3,3,-1,3,5173,False,2,9,"Dec 31, 2017 3:21:06 PM",galuh
lombokbaratkab,54021,54020,54020,54021,5201,520100,5201000000,52,LOMBOK BARAT,NUSA TENGGARA BARAT,LOMBOK BARAT,2,10,1,"Dec 31, 2017 3:21:06 PM",vici,6020,1444,54021,171895,LOMBOK BARAT 4,4,-1,1,13265,False,2,11,"Dec 31, 2017 3:21:06 PM",galuh
lombokbaratkab,54021,54020,54020,54021,5201,520100,5201000000,52,LOMBOK BARAT,NUSA TENGGARA BARAT,LOMBOK BARAT,2,8,0,"Dec 31, 2017 3:21:06 PM",vici,6021,1444,54021,131632,LOMBOK BARAT 5,5,-1,4,4728,False,2,8,"Dec 31, 2017 3:21:06 PM",galuh
lomboktengahkab,54123,54020,54020,54123,5202,520200,5202000000,52,LOMBOK TENGAH,NUSA TENGGARA BARAT,LOMBOK TENGAH,2,9,1,"Dec 31, 2017 3:28:44 PM",galuh,3080,818,54123,196532,LOMBOK TENGAH 1,1,956,3,10169,True,2,10,"Dec 31, 2017 3:28:44 PM",galuh
lomboktengahkab,54123,54020,54020,54123,5202,520200,5202000000,52,LOMBOK TENGAH,NUSA TENGGARA BARAT,LOMBOK TENGAH,2,8,1,"Dec 31, 2017 3:28:44 PM",galuh,3081,818,54123,182544,LOMBOK TENGAH 2,2,955,2,16888,True,2,9,"Dec 31, 2017 3:28:44 PM",galuh
lomboktengahkab,54123,54020,54020,54123,5202,520200,5202000000,52,LOMBOK TENGAH,NUSA TENGGARA BARAT,LOMBOK TENGAH,2,9,0,"Dec 31, 2017 3:28:44 PM",galuh,3082,818,54123,191398,LOMBOK TENGAH 3,3,950,5,5035,True,2,9,"Dec 31, 2017 3:28:44 PM",galuh
lomboktengahkab,54123,54020,54020,54123,5202,520200,5202000000,52,LOMBOK TENGAH,NUSA TENGGARA BARAT,LOMBOK TENGAH,2,6,1,"Dec 31, 2017 3:28:44 PM",galuh,3083,818,54123,142439,LOMBOK TENGAH 4,4,957,1,18197,True,2,7,"Dec 31, 2017 3:28:44 PM",galuh
lomboktengahkab,54123,54020,54020,54123,5202,520200,5202000000,52,LOMBOK TENGAH,NUSA TENGGARA BARAT,LOMBOK TENGAH,2,8,0,"Dec 31, 2017 3:28:44 PM",galuh,3084,818,54123,174414,LOMBOK TENGAH 5,5,954,4,8758,True,2,8,"Dec 31, 2017 3:28:44 PM",galuh
lomboktengahkab,54123,54020,54020,54123,5202,520200,5202000000,52,LOMBOK TENGAH,NUSA TENGGARA BARAT,LOMBOK TENGAH,2,7,0,"Dec 31, 2017 3:28:44 PM",galuh,3085,818,54123,148028,LOMBOK TENGAH 6,6,958,6,3079,True,2,7,"Dec 31, 2017 3:28:44 PM",galuh
lomboktimurkab,54260,54020,54020,54260,5203,520300,5203000000,52,LOMBOK TIMUR,NUSA TENGGARA BARAT,LOMBOK TIMUR,2,9,1,"Dec 31, 2017 3:31:00 PM",galuh,3103,822,54260,252936,LOMBOK TIMUR 1,1,971,1,20754,True,2,10,"Dec 31, 2017 3:31:00 PM",galuh
lomboktimurkab,54260,54020,54020,54260,5203,520300,5203000000,52,LOMBOK TIMUR,NUSA TENGGARA BARAT,LOMBOK TIMUR,2,12,0,"Dec 31, 2017 3:31:00 PM",galuh,3104,822,54260,309995,LOMBOK TIMUR 2,2,976,5,419,True,2,12,"Dec 31, 2017 3:31:00 PM",galuh
lomboktimurkab,54260,54020,54020,54260,5203,520300,5203000000,52,LOMBOK TIMUR,NUSA TENGGARA BARAT,LOMBOK TIMUR,2,7,1,"Dec 31, 2017 3:31:00 PM",galuh,3105,822,54260,192091,LOMBOK TIMUR 3,3,961,2,11505,True,2,8,"Dec 31, 2017 3:31:00 PM",galuh
lomboktimurkab,54260,54020,54020,54260,5203,520300,5203000000,52,LOMBOK TIMUR,NUSA TENGGARA BARAT,LOMBOK TIMUR,2,10,0,"Dec 31, 2017 3:31:00 PM",galuh,3106,822,54260,265813,LOMBOK TIMUR 4,4,970,4,7833,True,2,10,"Dec 31, 2017 3:31:00 PM",galuh
lomboktimurkab,54260,54020,54020,54260,5203,520300,5203000000,52,LOMBOK TIMUR,NUSA TENGGARA BARAT,LOMBOK TIMUR,2,10,0,"Dec 31, 2017 3:31:00 PM",galuh,3107,822,54260,269072,LOMBOK TIMUR 5,5,972,3,11092,True,2,10,"Dec 31, 2017 3:31:00 PM",galuh
sumbawakab,54400,54020,54020,54400,5204,520400,5204000000,52,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA,2,8,1,"Dec 31, 2017 3:39:08 PM",vici,6025,1446,54400,100988,SUMBAWA 1,1,-1,2,10460,False,2,9,"Dec 31, 2017 3:39:08 PM",galuh
sumbawakab,54400,54020,54020,54400,5204,520400,5204000000,52,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA,2,9,1,"Dec 31, 2017 3:39:08 PM",vici,6026,1446,54400,112378,SUMBAWA 2,2,-1,1,10534,False,2,10,"Dec 31, 2017 3:39:08 PM",galuh
sumbawakab,54400,54020,54020,54400,5204,520400,5204000000,52,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA,2,9,0,"Dec 31, 2017 3:39:08 PM",vici,6027,1446,54400,106633,SUMBAWA 3,3,-1,4,4789,False,2,9,"Dec 31, 2017 3:39:08 PM",galuh
sumbawakab,54400,54020,54020,54400,5204,520400,5204000000,52,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA,2,10,1,"Dec 31, 2017 3:39:08 PM",vici,6028,1446,54400,118129,SUMBAWA 4,4,-1,3,4969,False,2,11,"Dec 31, 2017 3:39:08 PM",galuh
sumbawakab,54400,54020,54020,54400,5204,520400,5204000000,52,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA,2,6,0,"Dec 31, 2017 3:39:08 PM",vici,6029,1446,54400,71106,SUMBAWA 5,5,-1,5,3210,False,2,6,"Dec 31, 2017 3:39:08 PM",galuh
dompukab,54590,54020,54020,54590,5205,520500,5205000000,52,DOMPU,NUSA TENGGARA BARAT,DOMPU,2,11,0,"Dec 31, 2017 3:43:05 PM",galuh,3144,831,54590,79094,DOMPU 1,1,-1,4,345,False,2,11,"Dec 31, 2017 3:43:05 PM",galuh
dompukab,54590,54020,54020,54590,5205,520500,5205000000,52,DOMPU,NUSA TENGGARA BARAT,DOMPU,2,7,0,"Dec 31, 2017 3:43:05 PM",galuh,3145,831,54590,50909,DOMPU 2,2,-1,3,796,False,2,7,"Dec 31, 2017 3:43:05 PM",galuh
dompukab,54590,54020,54020,54590,5205,520500,5205000000,52,DOMPU,NUSA TENGGARA BARAT,DOMPU,2,5,1,"Dec 31, 2017 3:43:05 PM",galuh,3146,831,54590,39150,DOMPU 3,3,-1,1,3355,False,2,6,"Dec 31, 2017 3:43:05 PM",galuh
dompukab,54590,54020,54020,54590,5205,520500,5205000000,52,DOMPU,NUSA TENGGARA BARAT,DOMPU,2,6,0,"Dec 31, 2017 3:43:05 PM",galuh,3147,831,54590,45642,DOMPU 4,4,-1,2,2688,False,2,6,"Dec 31, 2017 3:43:05 PM",galuh
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2,8,0,"Dec 31, 2017 3:47:19 PM",vici,6042,1449,54666,96621,BIMA 1,1,-1,4,3349,False,2,8,"Dec 31, 2017 3:47:19 PM",galuh
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2,7,0,"Dec 31, 2017 3:47:19 PM",vici,6043,1449,54666,82943,BIMA 2,2,-1,6,1330,False,2,7,"Dec 31, 2017 3:47:19 PM",galuh
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2,5,1,"Dec 31, 2017 3:47:19 PM",vici,6044,1449,54666,63759,BIMA 3,3,-1,3,5464,False,2,6,"Dec 31, 2017 3:47:19 PM",galuh
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2,4,1,"Dec 31, 2017 3:47:19 PM",vici,6045,1449,54666,56882,BIMA 4,4,-1,2,10246,False,2,5,"Dec 31, 2017 3:47:19 PM",galuh
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2,9,0,"Dec 31, 2017 3:47:19 PM",vici,6046,1449,54666,108189,BIMA 5,5,-1,5,3258,False,2,9,"Dec 31, 2017 3:47:19 PM",galuh
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2,9,1,"Dec 31, 2017 3:47:19 PM",vici,6047,1449,54666,116283,BIMA 6,6,-1,1,11352,False,2,10,"Dec 31, 2017 3:47:19 PM",galuh
sumbawabaratkab,54853,54020,54020,54853,5207,520700,5207000000,52,SUMBAWA BARAT,NUSA TENGGARA BARAT,SUMBAWA BARAT,2,9,1,"Dec 31, 2017 3:34:36 PM",galuh,3128,827,54853,52124,SUMBAWA BARAT 1,1,-1,2,3515,False,2,10,"Dec 31, 2017 3:34:36 PM",galuh
sumbawabaratkab,54853,54020,54020,54853,5207,520700,5207000000,52,SUMBAWA BARAT,NUSA TENGGARA BARAT,SUMBAWA BARAT,2,9,0,"Dec 31, 2017 3:34:36 PM",galuh,3129,827,54853,51992,SUMBAWA BARAT 2,2,-1,3,3383,False,2,9,"Dec 31, 2017 3:34:36 PM",galuh
sumbawabaratkab,54853,54020,54020,54853,5207,520700,5207000000,52,SUMBAWA BARAT,NUSA TENGGARA BARAT,SUMBAWA BARAT,2,5,1,"Dec 31, 2017 3:34:36 PM",galuh,3130,827,54853,30915,SUMBAWA BARAT 3,3,-1,1,3910,False,2,6,"Dec 31, 2017 3:34:36 PM",galuh
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2,7,0,"Dec 31, 2017 2:43:23 PM",galuh,4254,1087,54925,76934,KOTA MATARAM 1,1,-1,3,3525,False,2,7,"Dec 31, 2017 2:43:23 PM",galuh
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2,5,0,"Dec 31, 2017 2:43:23 PM",galuh,4255,1087,54925,54082,KOTA MATARAM 2,2,-1,5,1647,False,2,5,"Dec 31, 2017 2:43:23 PM",galuh
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2,8,0,"Dec 31, 2017 2:43:23 PM",galuh,4256,1087,54925,86512,KOTA MATARAM 3,3,-1,4,2616,False,2,8,"Dec 31, 2017 2:43:23 PM",galuh
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2,6,1,"Dec 31, 2017 2:43:23 PM",galuh,4257,1087,54925,67944,KOTA MATARAM 4,4,-1,2,5022,False,2,7,"Dec 31, 2017 2:43:23 PM",galuh
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2,6,1,"Dec 31, 2017 2:43:24 PM",galuh,4258,1087,54925,69553,KOTA MATARAM 5,5,-1,1,6631,False,2,7,"Dec 31, 2017 2:43:24 PM",galuh
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2,6,0,"Dec 31, 2017 2:43:24 PM",galuh,4259,1087,54925,64481,KOTA MATARAM 6,6,-1,6,1559,False,2,6,"Dec 31, 2017 2:43:24 PM",galuh
bimakota,54982,54020,54020,54982,5272,527200,5272000000,52,KOTA BIMA,NUSA TENGGARA BARAT,KOTA BIMA,2,9,1,"Dec 31, 2017 3:49:17 PM",vici,6053,1451,54982,53248,KOTA BIMA 1,1,-1,1,2389,False,2,10,"Dec 31, 2017 3:49:17 PM",galuh
bimakota,54982,54020,54020,54982,5272,527200,5272000000,52,KOTA BIMA,NUSA TENGGARA BARAT,KOTA BIMA,2,10,0,"Dec 31, 2017 3:49:17 PM",vici,6054,1451,54982,58609,KOTA BIMA 2,2,-1,2,2099,False,2,10,"Dec 31, 2017 3:49:17 PM",galuh
bimakota,54982,54020,54020,54982,5272,527200,5272000000,52,KOTA BIMA,NUSA TENGGARA BARAT,KOTA BIMA,2,5,0,"Dec 31, 2017 3:49:17 PM",vici,6055,1451,54982,29437,KOTA BIMA 3,3,-1,3,1182,False,2,5,"Dec 31, 2017 3:49:17 PM",galuh
lombokutarakab,55026,54020,54020,55026,5208,520800,5208000000,52,LOMBOK UTARA,NUSA TENGGARA BARAT,LOMBOK UTARA,2,11,0,"Dec 31, 2017 3:24:40 PM",galuh,3062,814,55026,89106,LOMBOK UTARA 1,1,-1,2,3427,False,2,11,"Dec 31, 2017 3:24:40 PM",galuh
lombokutarakab,55026,54020,54020,55026,5208,520800,5208000000,52,LOMBOK UTARA,NUSA TENGGARA BARAT,LOMBOK UTARA,2,12,0,"Dec 31, 2017 3:24:40 PM",galuh,3063,814,55026,93847,LOMBOK UTARA 2,2,-1,3,379,False,2,12,"Dec 31, 2017 3:24:40 PM",galuh
lombokutarakab,55026,54020,54020,55026,5208,520800,5208000000,52,LOMBOK UTARA,NUSA TENGGARA BARAT,LOMBOK UTARA,2,6,1,"Dec 31, 2017 3:24:40 PM",galuh,3064,814,55026,50738,LOMBOK UTARA 3,3,-1,1,4004,False,2,7,"Dec 31, 2017 3:24:40 PM",galuh
kupangkab,55066,55065,55065,55066,5301,530100,5301000000,53,KUPANG,NUSA TENGGARA TIMUR,KUPANG,2,11,1,"Dec 31, 2017 2:51:53 AM",galuh,1440,438,55066,115308,KUPANG 1,1,-1,2,4670,False,2,12,"Dec 31, 2017 2:51:53 AM",galuh
kupangkab,55066,55065,55065,55066,5301,530100,5301000000,53,KUPANG,NUSA TENGGARA TIMUR,KUPANG,2,10,1,"Dec 31, 2017 2:51:53 AM",galuh,1441,438,55066,107700,KUPANG 2,2,-1,1,7120,False,2,11,"Dec 31, 2017 2:51:53 AM",galuh
kupangkab,55066,55065,55065,55066,5301,530100,5301000000,53,KUPANG,NUSA TENGGARA TIMUR,KUPANG,2,6,0,"Dec 31, 2017 2:51:53 AM",galuh,1442,438,55066,64247,KUPANG 3,3,-1,4,3899,False,2,6,"Dec 31, 2017 2:51:53 AM",galuh
kupangkab,55066,55065,55065,55066,5301,530100,5301000000,53,KUPANG,NUSA TENGGARA TIMUR,KUPANG,2,11,0,"Dec 31, 2017 2:51:53 AM",galuh,1443,438,55066,115065,KUPANG 4,4,-1,3,4427,False,2,11,"Dec 31, 2017 2:51:53 AM",galuh
ttskab,55347,55065,55065,55347,5302,530200,5302000000,53,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2,8,0,"Dec 31, 2017 1:58:38 PM",vici,6108,1466,55347,94850,TIMOR TENGAH SELATAN 1,1,-1,3,2082,False,2,8,"Dec 31, 2017 1:58:38 PM",nita
ttskab,55347,55065,55065,55347,5302,530200,5302000000,53,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2,6,1,"Dec 31, 2017 1:58:38 PM",vici,6109,1466,55347,77154,TIMOR TENGAH SELATAN 2,2,-1,2,7578,False,2,7,"Dec 31, 2017 1:58:38 PM",nita
ttskab,55347,55065,55065,55347,5302,530200,5302000000,53,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2,8,0,"Dec 31, 2017 1:58:38 PM",vici,6110,1466,55347,93060,TIMOR TENGAH SELATAN 3,3,-1,5,292,False,2,8,"Dec 31, 2017 1:58:38 PM",nita
ttskab,55347,55065,55065,55347,5302,530200,5302000000,53,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2,8,1,"Dec 31, 2017 1:58:38 PM",vici,6111,1466,55347,104080,TIMOR TENGAH SELATAN 4,4,-1,1,11312,False,2,9,"Dec 31, 2017 1:58:38 PM",nita
ttskab,55347,55065,55065,55347,5302,530200,5302000000,53,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2,8,0,"Dec 31, 2017 1:58:38 PM",vici,6112,1466,55347,94713,TIMOR TENGAH SELATAN 5,5,-1,4,1945,False,2,8,"Dec 31, 2017 1:58:38 PM",nita
ttukab,55620,55065,55065,55620,5303,530300,5303000000,53,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,2,10,1,"Dec 31, 2017 2:02:11 PM",vici,6117,1468,55620,96226,TIMOR TENGAH UTARA 1,1,-1,1,8516,False,2,11,"Dec 31, 2017 2:02:11 PM",nita
ttukab,55620,55065,55065,55620,5303,530300,5303000000,53,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,2,6,1,"Dec 31, 2017 2:02:11 PM",vici,6118,1468,55620,57194,TIMOR TENGAH UTARA 2,2,-1,2,4568,False,2,7,"Dec 31, 2017 2:02:11 PM",nita
ttukab,55620,55065,55065,55620,5303,530300,5303000000,53,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,2,6,0,"Dec 31, 2017 2:02:11 PM",vici,6119,1468,55620,55541,TIMOR TENGAH UTARA 3,3,-1,3,2915,False,2,6,"Dec 31, 2017 2:02:11 PM",nita
ttukab,55620,55065,55065,55620,5303,530300,5303000000,53,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,2,6,0,"Dec 31, 2017 2:02:11 PM",vici,6120,1468,55620,54188,TIMOR TENGAH UTARA 4,4,-1,4,1562,False,2,6,"Dec 31, 2017 2:02:11 PM",nita
belukab,55819,55065,55065,55819,5304,530400,5304000000,53,BELU,NUSA TENGGARA TIMUR,BELU,2,8,0,"Dec 31, 2017 4:53:27 PM",hafizh,4452,1125,55819,59828,BELU 1,1,-1,4,980,False,2,8,"Dec 31, 2017 4:53:27 PM",hafizh
belukab,55819,55065,55065,55819,5304,530400,5304000000,53,BELU,NUSA TENGGARA TIMUR,BELU,2,6,1,"Dec 31, 2017 4:53:27 PM",hafizh,4453,1125,55819,47941,BELU 2,2,-1,2,3805,False,2,7,"Dec 31, 2017 4:53:27 PM",hafizh
belukab,55819,55065,55065,55819,5304,530400,5304000000,53,BELU,NUSA TENGGARA TIMUR,BELU,2,8,1,"Dec 31, 2017 4:53:27 PM",hafizh,4454,1125,55819,65770,BELU 3,3,-1,1,6922,False,2,9,"Dec 31, 2017 4:53:27 PM",hafizh
belukab,55819,55065,55065,55819,5304,530400,5304000000,53,BELU,NUSA TENGGARA TIMUR,BELU,2,6,0,"Dec 31, 2017 4:53:27 PM",hafizh,4455,1125,55819,47160,BELU 4,4,-1,3,3024,False,2,6,"Dec 31, 2017 4:53:27 PM",hafizh
alorkab,56051,55065,55065,56051,5305,530500,5305000000,53,ALOR,NUSA TENGGARA TIMUR,ALOR,2,8,1,"Dec 31, 2017 2:10:27 AM",galuh,1372,424,56051,61064,ALOR 1,1,-1,2,5072,False,2,9,"Dec 31, 2017 2:10:27 AM",galuh
alorkab,56051,55065,55065,56051,5305,530500,5305000000,53,ALOR,NUSA TENGGARA TIMUR,ALOR,2,10,1,"Dec 31, 2017 2:10:27 AM",galuh,1373,424,56051,76769,ALOR 2,2,-1,1,6779,False,2,11,"Dec 31, 2017 2:10:27 AM",galuh
alorkab,56051,55065,55065,56051,5305,530500,5305000000,53,ALOR,NUSA TENGGARA TIMUR,ALOR,2,6,0,"Dec 31, 2017 2:10:27 AM",galuh,1374,424,56051,43048,ALOR 3,3,-1,4,1054,False,2,6,"Dec 31, 2017 2:10:27 AM",galuh
alorkab,56051,55065,55065,56051,5305,530500,5305000000,53,ALOR,NUSA TENGGARA TIMUR,ALOR,2,4,0,"Dec 31, 2017 2:10:27 AM",galuh,1375,424,56051,29093,ALOR 4,4,-1,3,1097,False,2,4,"Dec 31, 2017 2:10:27 AM",galuh
florestimurkab,56244,55065,55065,56244,5306,530600,5306000000,53,FLORES TIMUR,NUSA TENGGARA TIMUR,FLORES TIMUR,2,4,0,"Dec 31, 2017 2:25:07 AM",vici,6128,1471,56244,40096,FLORES TIMUR 1,1,-1,5,2740,False,2,4,"Dec 31, 2017 2:25:07 AM",galuh
