domainName,idKab,idParent,idPro,idWilayah_1,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah,alokasiKursi,alokasiSisaKursi,createdAt,createdBy,id,idVersi,idWilayah,jumlahPenduduk,nama,noDapil,parent,peringkatPenduduk,sisaPenduduk,statusCoterminous,tingkat,totalAlokasiKursi,updatedAt,updatedBy
mubakab,18942,17404,17404,18942,1606,160600,1606000000,16,MUSI BANYUASIN,SUMATERA SELATAN,MUSI BANYUASIN,2,11,1,"Dec 31, 2017 7:13:55 PM",hafizh,1989,557,18942,157595,MUSI BANYUASIN 3,3,-1,2,8952,False,2,12,"Dec 31, 2017 7:13:55 PM",hafizh
mubakab,18942,17404,17404,18942,1606,160600,1606000000,16,MUSI BANYUASIN,SUMATERA SELATAN,MUSI BANYUASIN,2,10,1,"Dec 31, 2017 7:13:55 PM",hafizh,1990,557,18942,147726,MUSI BANYUASIN 4,4,-1,1,12596,False,2,11,"Dec 31, 2017 7:13:55 PM",hafizh
banyuasinkab,19172,17404,17404,19172,1607,160700,1607000000,16,BANYUASIN,SUMATERA SELATAN,BANYUASIN,2,7,1,"Dec 31, 2017 2:16:32 AM",vici,5764,1388,19172,137979,BANYUASIN 1,1,-1,3,12931,False,2,8,"Dec 31, 2017 2:16:32 AM",hafizh
banyuasinkab,19172,17404,17404,19172,1607,160700,1607000000,16,BANYUASIN,SUMATERA SELATAN,BANYUASIN,2,7,1,"Dec 31, 2017 2:16:32 AM",vici,5765,1388,19172,142489,BANYUASIN 2,2,-1,1,17441,False,2,8,"Dec 31, 2017 2:16:32 AM",hafizh
banyuasinkab,19172,17404,17404,19172,1607,160700,1607000000,16,BANYUASIN,SUMATERA SELATAN,BANYUASIN,2,5,1,"Dec 31, 2017 2:16:32 AM",vici,5766,1388,19172,102602,BANYUASIN 3,3,-1,2,13282,False,2,6,"Dec 31, 2017 2:16:32 AM",hafizh
banyuasinkab,19172,17404,17404,19172,1607,160700,1607000000,16,BANYUASIN,SUMATERA SELATAN,BANYUASIN,2,7,0,"Dec 31, 2017 2:16:32 AM",vici,5767,1388,19172,129345,BANYUASIN 4,4,-1,6,4297,False,2,7,"Dec 31, 2017 2:16:32 AM",hafizh
banyuasinkab,19172,17404,17404,19172,1607,160700,1607000000,16,BANYUASIN,SUMATERA SELATAN,BANYUASIN,2,6,0,"Dec 31, 2017 2:16:32 AM",vici,5768,1388,19172,118905,BANYUASIN 5,5,-1,5,11721,False,2,6,"Dec 31, 2017 2:16:32 AM",hafizh
banyuasinkab,19172,17404,17404,19172,1607,160700,1607000000,16,BANYUASIN,SUMATERA SELATAN,BANYUASIN,2,9,1,"Dec 31, 2017 2:16:32 AM",vici,5769,1388,19172,172575,BANYUASIN 6,6,-1,4,11799,False,2,10,"Dec 31, 2017 2:16:32 AM",hafizh
okutimurkab,19492,17404,17404,19492,1608,160800,1608000000,16,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,2,8,0,"Dec 31, 2017 4:14:56 PM",vici,5732,1382,19492,115967,OGAN KOMERING ULU TIMUR 1,1,-1,5,3295,False,2,8,"Dec 31, 2017 4:14:56 PM",hafizh
okutimurkab,19492,17404,17404,19492,1608,160800,1608000000,16,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,2,9,1,"Dec 31, 2017 4:14:56 PM",vici,5733,1382,19492,132287,OGAN KOMERING ULU TIMUR 2,2,-1,2,5531,False,2,10,"Dec 31, 2017 4:14:56 PM",hafizh
okutimurkab,19492,17404,17404,19492,1608,160800,1608000000,16,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,2,9,1,"Dec 31, 2017 4:14:56 PM",vici,5734,1382,19492,138162,OGAN KOMERING ULU TIMUR 3,3,-1,1,11406,False,2,10,"Dec 31, 2017 4:14:56 PM",hafizh
okutimurkab,19492,17404,17404,19492,1608,160800,1608000000,16,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,2,10,0,"Dec 31, 2017 4:14:56 PM",vici,5735,1382,19492,144181,OGAN KOMERING ULU TIMUR 4,4,-1,4,3341,False,2,10,"Dec 31, 2017 4:14:56 PM",hafizh
okutimurkab,19492,17404,17404,19492,1608,160800,1608000000,16,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,2,7,0,"Dec 31, 2017 4:14:56 PM",vici,5736,1382,19492,103213,OGAN KOMERING ULU TIMUR 5,5,-1,3,4625,False,2,7,"Dec 31, 2017 4:14:56 PM",hafizh
okuselatankab,19808,17404,17404,19808,1609,160900,1609000000,16,OGAN KOMERING ULU SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,2,12,0,"Dec 31, 2017 11:32:33 PM",hafizh,2032,567,19808,125414,OGAN KOMERING ULU SELATAN 1,1,-1,3,2330,False,2,12,"Dec 31, 2017 11:32:33 PM",hafizh
okuselatankab,19808,17404,17404,19808,1609,160900,1609000000,16,OGAN KOMERING ULU SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,2,7,1,"Dec 31, 2017 11:32:33 PM",hafizh,2033,567,19808,79595,OGAN KOMERING ULU SELATAN 2,2,-1,2,7796,False,2,8,"Dec 31, 2017 11:32:33 PM",hafizh
okuselatankab,19808,17404,17404,19808,1609,160900,1609000000,16,OGAN KOMERING ULU SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,2,9,1,"Dec 31, 2017 11:32:33 PM",hafizh,2034,567,19808,101890,OGAN KOMERING ULU SELATAN 3,3,-1,1,9577,False,2,10,"Dec 31, 2017 11:32:33 PM",hafizh
okuselatankab,19808,17404,17404,19808,1609,160900,1609000000,16,OGAN KOMERING ULU SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,2,10,0,"Dec 31, 2017 11:32:33 PM",hafizh,2035,567,19808,103404,OGAN KOMERING ULU SELATAN 4,4,-1,4,834,False,2,10,"Dec 31, 2017 11:32:33 PM",hafizh
oganilirkab,20087,17404,17404,20087,1610,161000,1610000000,16,OGAN ILIR,SUMATERA SELATAN,OGAN ILIR,2,9,0,"Dec 31, 2017 1:48:26 PM",vici,5721,1380,20087,97876,OGAN ILIR 1,1,-1,4,5509,False,2,9,"Dec 31, 2017 1:48:26 PM",vici
oganilirkab,20087,17404,17404,20087,1610,161000,1610000000,16,OGAN ILIR,SUMATERA SELATAN,OGAN ILIR,2,7,0,"Dec 31, 2017 1:48:26 PM",vici,5722,1380,20087,74613,OGAN ILIR 2,2,-1,5,2772,False,2,7,"Dec 31, 2017 1:48:26 PM",vici
oganilirkab,20087,17404,17404,20087,1610,161000,1610000000,16,OGAN ILIR,SUMATERA SELATAN,OGAN ILIR,2,10,1,"Dec 31, 2017 1:48:26 PM",vici,5723,1380,20087,108964,OGAN ILIR 3,3,-1,3,6334,False,2,11,"Dec 31, 2017 1:48:26 PM",vici
oganilirkab,20087,17404,17404,20087,1610,161000,1610000000,16,OGAN ILIR,SUMATERA SELATAN,OGAN ILIR,2,5,1,"Dec 31, 2017 1:48:26 PM",vici,5724,1380,20087,58365,OGAN ILIR 4,4,-1,2,7050,False,2,6,"Dec 31, 2017 1:48:26 PM",vici
oganilirkab,20087,17404,17404,20087,1610,161000,1610000000,16,OGAN ILIR,SUMATERA SELATAN,OGAN ILIR,2,6,1,"Dec 31, 2017 1:48:26 PM",vici,5725,1380,20087,70711,OGAN ILIR 5,5,-1,1,9133,False,2,7,"Dec 31, 2017 1:48:26 PM",vici
empatlawangkab,20345,17404,17404,20345,1611,161100,1611000000,16,EMPAT LAWANG,SUMATERA SELATAN,EMPAT LAWANG,2,9,0,"Dec 31, 2017 2:19:21 AM",hafizh,1386,427,20345,86761,EMPAT LAWANG 1,1,-1,4,2665,False,2,9,"Dec 31, 2017 2:19:21 AM",hafizh
empatlawangkab,20345,17404,17404,20345,1611,161100,1611000000,16,EMPAT LAWANG,SUMATERA SELATAN,EMPAT LAWANG,2,7,1,"Dec 31, 2017 2:19:21 AM",hafizh,1387,427,20345,74124,EMPAT LAWANG 2,2,-1,2,8716,False,2,8,"Dec 31, 2017 2:19:21 AM",hafizh
empatlawangkab,20345,17404,17404,20345,1611,161100,1611000000,16,EMPAT LAWANG,SUMATERA SELATAN,EMPAT LAWANG,2,9,1,"Dec 31, 2017 2:19:21 AM",hafizh,1388,427,20345,92896,EMPAT LAWANG 3,3,-1,1,8800,False,2,10,"Dec 31, 2017 2:19:21 AM",hafizh
empatlawangkab,20345,17404,17404,20345,1611,161100,1611000000,16,EMPAT LAWANG,SUMATERA SELATAN,EMPAT LAWANG,2,7,1,"Dec 31, 2017 2:19:21 AM",hafizh,1389,427,20345,73272,EMPAT LAWANG 4,4,-1,3,7864,False,2,8,"Dec 31, 2017 2:19:21 AM",hafizh
palembangkota,20512,17404,17404,20512,1671,167100,1671000000,16,KOTA PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,2,9,1,"Dec 31, 2017 2:55:17 AM",vici,5689,1373,20512,307078,KOTA PALEMBANG 1,1,649,2,24613,True,2,10,"Dec 31, 2017 2:55:17 AM",hafizh
palembangkota,20512,17404,17404,20512,1671,167100,1671000000,16,KOTA PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,2,10,1,"Dec 31, 2017 2:55:17 AM",vici,5690,1373,20512,334566,KOTA PALEMBANG 2,2,655,3,20716,True,2,11,"Dec 31, 2017 2:55:17 AM",hafizh
palembangkota,20512,17404,17404,20512,1671,167100,1671000000,16,KOTA PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,2,7,0,"Dec 31, 2017 2:55:17 AM",vici,5691,1373,20512,230912,KOTA PALEMBANG 3,3,2040,4,11217,True,2,7,"Dec 31, 2017 2:55:17 AM",hafizh
palembangkota,20512,17404,17404,20512,1671,167100,1671000000,16,KOTA PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,2,8,0,"Dec 31, 2017 2:55:17 AM",vici,5692,1373,20512,253566,KOTA PALEMBANG 4,4,664,6,2486,True,2,8,"Dec 31, 2017 2:55:17 AM",hafizh
palembangkota,20512,17404,17404,20512,1671,167100,1671000000,16,KOTA PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,2,5,1,"Dec 31, 2017 2:55:17 AM",vici,5693,1373,20512,185031,KOTA PALEMBANG 5,5,651,1,28106,True,2,6,"Dec 31, 2017 2:55:17 AM",hafizh
palembangkota,20512,17404,17404,20512,1671,167100,1671000000,16,KOTA PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,2,8,0,"Dec 31, 2017 2:55:17 AM",vici,5694,1373,20512,258144,KOTA PALEMBANG 6,6,-1,5,7064,False,2,8,"Dec 31, 2017 2:55:17 AM",hafizh
pagaralamkota,20636,17404,17404,20636,1672,167200,1672000000,16,KOTA PAGAR ALAM,SUMATERA SELATAN,KOTA PAGAR ALAM,2,8,1,"Dec 31, 2017 2:27:06 AM",vici,5695,1374,20636,49728,KOTA PAGAR ALAM 1,1,-1,1,4976,False,2,9,"Dec 31, 2017 2:27:06 AM",hafizh
pagaralamkota,20636,17404,17404,20636,1672,167200,1672000000,16,KOTA PAGAR ALAM,SUMATERA SELATAN,KOTA PAGAR ALAM,2,8,1,"Dec 31, 2017 2:27:06 AM",vici,5696,1374,20636,49259,KOTA PAGAR ALAM 2,2,-1,2,4507,False,2,9,"Dec 31, 2017 2:27:06 AM",hafizh
pagaralamkota,20636,17404,17404,20636,1672,167200,1672000000,16,KOTA PAGAR ALAM,SUMATERA SELATAN,KOTA PAGAR ALAM,2,7,0,"Dec 31, 2017 2:27:06 AM",vici,5697,1374,20636,40880,KOTA PAGAR ALAM 3,3,-1,3,1722,False,2,7,"Dec 31, 2017 2:27:06 AM",hafizh
lubuklinggaukota,20677,17404,17404,20677,1673,167300,1673000000,16,KOTA LUBUKLINGGAU,SUMATERA SELATAN,KOTA LUBUKLINGGAU,2,7,1,"Dec 31, 2017 2:23:03 AM",vici,5698,1375,20677,55339,KOTA LUBUKLINGGAU 1,1,-1,2,4680,False,2,8,"Dec 31, 2017 2:23:03 AM",hafizh
lubuklinggaukota,20677,17404,17404,20677,1673,167300,1673000000,16,KOTA LUBUKLINGGAU,SUMATERA SELATAN,KOTA LUBUKLINGGAU,2,7,0,"Dec 31, 2017 2:23:03 AM",vici,5699,1375,20677,53251,KOTA LUBUKLINGGAU 2,2,-1,3,2592,False,2,7,"Dec 31, 2017 2:23:03 AM",hafizh
lubuklinggaukota,20677,17404,17404,20677,1673,167300,1673000000,16,KOTA LUBUKLINGGAU,SUMATERA SELATAN,KOTA LUBUKLINGGAU,2,6,0,"Dec 31, 2017 2:23:03 AM",vici,5700,1375,20677,45198,KOTA LUBUKLINGGAU 3,3,-1,4,1776,False,2,6,"Dec 31, 2017 2:23:03 AM",hafizh
lubuklinggaukota,20677,17404,17404,20677,1673,167300,1673000000,16,KOTA LUBUKLINGGAU,SUMATERA SELATAN,KOTA LUBUKLINGGAU,2,8,1,"Dec 31, 2017 2:23:03 AM",vici,5701,1375,20677,63331,KOTA LUBUKLINGGAU 4,4,-1,1,5435,False,2,9,"Dec 31, 2017 2:23:03 AM",hafizh
prabumulihkota,20758,17404,17404,20758,1674,167400,1674000000,16,KOTA PRABUMULIH,SUMATERA SELATAN,KOTA PRABUMULIH,2,8,1,"Dec 31, 2017 6:35:21 PM",vici,5708,1377,20758,65204,KOTA PRABUMULIH 1,1,-1,1,4116,False,2,9,"Dec 31, 2017 6:35:21 PM",hafizh
prabumulihkota,20758,17404,17404,20758,1674,167400,1674000000,16,KOTA PRABUMULIH,SUMATERA SELATAN,KOTA PRABUMULIH,2,7,0,"Dec 31, 2017 6:35:21 PM",vici,5709,1377,20758,54468,KOTA PRABUMULIH 2,2,-1,3,1016,False,2,7,"Dec 31, 2017 6:35:21 PM",hafizh
prabumulihkota,20758,17404,17404,20758,1674,167400,1674000000,16,KOTA PRABUMULIH,SUMATERA SELATAN,KOTA PRABUMULIH,2,9,0,"Dec 31, 2017 6:35:21 PM",vici,5710,1377,20758,71241,KOTA PRABUMULIH 3,3,-1,2,2517,False,2,9,"Dec 31, 2017 6:35:21 PM",hafizh
palikab,928069,17404,17404,928069,1612,161200,1612000000,16,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,2,10,1,"Dec 31, 2017 9:24:26 AM",hafizh,2151,596,928069,74477,PENUKAL ABAB LEMATANG ILIR 1,1,-1,1,6287,False,2,11,"Dec 31, 2017 9:24:26 AM",hafizh
palikab,928069,17404,17404,928069,1612,161200,1612000000,16,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,2,6,1,"Dec 31, 2017 9:24:26 AM",hafizh,2152,596,928069,45324,PENUKAL ABAB LEMATANG ILIR 2,2,-1,2,4410,False,2,7,"Dec 31, 2017 9:24:26 AM",hafizh
palikab,928069,17404,17404,928069,1612,161200,1612000000,16,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,2,7,0,"Dec 31, 2017 9:24:26 AM",hafizh,2153,596,928069,50696,PENUKAL ABAB LEMATANG ILIR 3,3,-1,3,2963,False,2,7,"Dec 31, 2017 9:24:26 AM",hafizh
muratarakab,928070,17404,17404,928070,1613,161300,1613000000,16,MUSI RAWAS UTARA,SUMATERA SELATAN,MUSI RAWAS UTARA,2,7,0,"Dec 31, 2017 11:32:38 PM",vici,5717,1379,928070,55194,MUSI RAWAS UTARA 1,1,-1,2,2365,False,2,7,"Dec 31, 2017 11:32:38 PM",vici
muratarakab,928070,17404,17404,928070,1613,161300,1613000000,16,MUSI RAWAS UTARA,SUMATERA SELATAN,MUSI RAWAS UTARA,2,4,0,"Dec 31, 2017 11:32:38 PM",vici,5718,1379,928070,30758,MUSI RAWAS UTARA 2,2,-1,3,570,False,2,4,"Dec 31, 2017 11:32:38 PM",vici
muratarakab,928070,17404,17404,928070,1613,161300,1613000000,16,MUSI RAWAS UTARA,SUMATERA SELATAN,MUSI RAWAS UTARA,2,6,0,"Dec 31, 2017 11:32:38 PM",vici,5719,1379,928070,45781,MUSI RAWAS UTARA 3,3,-1,4,499,False,2,6,"Dec 31, 2017 11:32:38 PM",vici
muratarakab,928070,17404,17404,928070,1613,161300,1613000000,16,MUSI RAWAS UTARA,SUMATERA SELATAN,MUSI RAWAS UTARA,2,7,1,"Dec 31, 2017 11:32:38 PM",vici,5720,1379,928070,56947,MUSI RAWAS UTARA 4,4,-1,1,4118,False,2,8,"Dec 31, 2017 11:32:38 PM",vici
lebongkab,22052,20802,20802,22052,1707,170700,1707000000,17,LEBONG,BENGKULU,LEBONG,2,11,1,"Dec 31, 2017 4:44:23 PM",vici,5855,1405,22052,52809,LEBONG 1,1,-1,1,2792,False,2,12,"Dec 31, 2017 4:44:23 PM",galuh
lebongkab,22052,20802,20802,22052,1707,170700,1707000000,17,LEBONG,BENGKULU,LEBONG,2,7,0,"Dec 31, 2017 4:44:23 PM",vici,5856,1405,22052,33550,LEBONG 2,2,-1,2,1721,False,2,7,"Dec 31, 2017 4:44:23 PM",galuh
lebongkab,22052,20802,20802,22052,1707,170700,1707000000,17,LEBONG,BENGKULU,LEBONG,2,6,0,"Dec 31, 2017 4:44:23 PM",vici,5857,1405,22052,27318,LEBONG 3,3,-1,3,36,False,2,6,"Dec 31, 2017 4:44:23 PM",galuh
kaurkab,21492,20802,20802,21492,1704,170400,1704000000,17,KAUR,BENGKULU,KAUR,2,9,1,"Dec 31, 2017 4:41:40 PM",vici,6652,1585,21492,48089,KAUR 1,1,-1,1,2819,False,2,10,"Dec 31, 2017 4:41:40 PM",galuh
kaurkab,21492,20802,20802,21492,1704,170400,1704000000,17,KAUR,BENGKULU,KAUR,2,6,0,"Dec 31, 2017 4:41:40 PM",vici,6653,1585,21492,30431,KAUR 2,2,-1,3,251,False,2,6,"Dec 31, 2017 4:41:40 PM",galuh
kaurkab,21492,20802,20802,21492,1704,170400,1704000000,17,KAUR,BENGKULU,KAUR,2,9,0,"Dec 31, 2017 4:41:40 PM",vici,6654,1585,21492,47248,KAUR 3,3,-1,2,1978,False,2,9,"Dec 31, 2017 4:41:40 PM",galuh
bengkulutengahkab,20803,20802,20802,20803,1709,170900,1709000000,17,BENGKULU TENGAH,BENGKULU,BENGKULU TENGAH,2,6,0,"Dec 31, 2017 4:26:30 PM",vici,5877,1411,20803,27143,BENGKULU TENGAH 1,1,-1,4,1013,False,2,6,"Dec 31, 2017 4:26:30 PM",galuh
bengkulutengahkab,20803,20802,20802,20803,1709,170900,1709000000,17,BENGKULU TENGAH,BENGKULU,BENGKULU TENGAH,2,8,0,"Dec 31, 2017 4:26:30 PM",vici,5878,1411,20803,36391,BENGKULU TENGAH 2,2,-1,3,1551,False,2,8,"Dec 31, 2017 4:26:30 PM",galuh
bengkulutengahkab,20803,20802,20802,20803,1709,170900,1709000000,17,BENGKULU TENGAH,BENGKULU,BENGKULU TENGAH,2,4,1,"Dec 31, 2017 4:26:30 PM",vici,5879,1411,20803,20385,BENGKULU TENGAH 3,3,-1,2,2965,False,2,5,"Dec 31, 2017 4:26:30 PM",galuh
bengkulutengahkab,20803,20802,20802,20803,1709,170900,1709000000,17,BENGKULU TENGAH,BENGKULU,BENGKULU TENGAH,2,5,1,"Dec 31, 2017 4:26:30 PM",vici,5880,1411,20803,24970,BENGKULU TENGAH 4,4,-1,1,3195,False,2,6,"Dec 31, 2017 4:26:30 PM",galuh
bengkuluselatankab,20923,20802,20802,20923,1701,170100,1701000000,17,BENGKULU SELATAN,BENGKULU,BENGKULU SELATAN,2,9,1,"Dec 31, 2017 4:22:23 PM",galuh,2480,682,20923,65586,BENGKULU SELATAN 1,1,-1,1,6465,False,2,10,"Dec 31, 2017 4:22:23 PM",galuh
bengkuluselatankab,20923,20802,20802,20923,1701,170100,1701000000,17,BENGKULU SELATAN,BENGKULU,BENGKULU SELATAN,2,6,0,"Dec 31, 2017 4:22:23 PM",galuh,2481,682,20923,42288,BENGKULU SELATAN 2,2,-1,3,2874,False,2,6,"Dec 31, 2017 4:22:23 PM",galuh
bengkuluselatankab,20923,20802,20802,20923,1701,170100,1701000000,17,BENGKULU SELATAN,BENGKULU,BENGKULU SELATAN,2,8,1,"Dec 31, 2017 4:22:23 PM",galuh,2482,682,20923,56363,BENGKULU SELATAN 3,3,-1,2,3811,False,2,9,"Dec 31, 2017 4:22:23 PM",galuh
rejanglebongkab,21093,20802,20802,21093,1702,170200,1702000000,17,REJANG LEBONG,BENGKULU,REJANG LEBONG,2,7,1,"Dec 31, 2017 4:32:57 PM",vici,5873,1410,21093,72247,REJANG LEBONG 1,1,-1,1,7931,False,2,8,"Dec 31, 2017 4:32:57 PM",galuh
rejanglebongkab,21093,20802,20802,21093,1702,170200,1702000000,17,REJANG LEBONG,BENGKULU,REJANG LEBONG,2,6,0,"Dec 31, 2017 4:32:57 PM",vici,5874,1410,21093,57570,REJANG LEBONG 2,2,-1,3,2442,False,2,6,"Dec 31, 2017 4:32:57 PM",galuh
rejanglebongkab,21093,20802,20802,21093,1702,170200,1702000000,17,REJANG LEBONG,BENGKULU,REJANG LEBONG,2,6,1,"Dec 31, 2017 4:32:57 PM",vici,5875,1410,21093,61757,REJANG LEBONG 3,3,-1,2,6629,False,2,7,"Dec 31, 2017 4:32:57 PM",galuh
rejanglebongkab,21093,20802,20802,21093,1702,170200,1702000000,17,REJANG LEBONG,BENGKULU,REJANG LEBONG,2,9,0,"Dec 31, 2017 4:32:57 PM",vici,5876,1410,21093,84066,REJANG LEBONG 4,4,-1,4,1374,False,2,9,"Dec 31, 2017 4:32:57 PM",galuh
bengkuluutarakab,21265,20802,20802,21265,1703,170300,1703000000,17,BENGKULU UTARA,BENGKULU,BENGKULU UTARA,2,8,0,"Dec 31, 2017 4:15:59 PM",vici,5886,1413,21265,76865,BENGKULU UTARA 1,1,-1,4,2409,False,2,8,"Dec 31, 2017 4:15:59 PM",galuh
bengkuluutarakab,21265,20802,20802,21265,1703,170300,1703000000,17,BENGKULU UTARA,BENGKULU,BENGKULU UTARA,2,5,0,"Dec 31, 2017 4:15:59 PM",vici,5887,1413,21265,49751,BENGKULU UTARA 2,2,-1,3,3216,False,2,5,"Dec 31, 2017 4:15:59 PM",galuh
bengkuluutarakab,21265,20802,20802,21265,1703,170300,1703000000,17,BENGKULU UTARA,BENGKULU,BENGKULU UTARA,2,5,1,"Dec 31, 2017 4:15:59 PM",vici,5888,1413,21265,52968,BENGKULU UTARA 3,3,-1,2,6433,False,2,6,"Dec 31, 2017 4:15:59 PM",galuh
bengkuluutarakab,21265,20802,20802,21265,1703,170300,1703000000,17,BENGKULU UTARA,BENGKULU,BENGKULU UTARA,2,10,1,"Dec 31, 2017 4:15:59 PM",vici,5889,1413,21265,99639,BENGKULU UTARA 4,4,-1,1,6569,False,2,11,"Dec 31, 2017 4:15:59 PM",galuh
selumakab,21702,20802,20802,21702,1705,170500,1705000000,17,SELUMA,BENGKULU,SELUMA,2,7,0,"Dec 31, 2017 3:51:25 PM",vici,5858,1406,21702,52894,SELUMA 1,1,-1,4,4461,False,2,7,"Dec 31, 2017 3:51:25 PM",galuh
selumakab,21702,20802,20802,21702,1705,170500,1705000000,17,SELUMA,BENGKULU,SELUMA,2,6,1,"Dec 31, 2017 3:51:25 PM",vici,5859,1406,21702,46466,SELUMA 2,2,-1,2,4952,False,2,7,"Dec 31, 2017 3:51:25 PM",galuh
selumakab,21702,20802,20802,21702,1705,170500,1705000000,17,SELUMA,BENGKULU,SELUMA,2,5,1,"Dec 31, 2017 3:51:25 PM",vici,5860,1406,21702,41241,SELUMA 3,3,-1,1,6646,False,2,6,"Dec 31, 2017 3:51:25 PM",galuh
selumakab,21702,20802,20802,21702,1705,170500,1705000000,17,SELUMA,BENGKULU,SELUMA,2,9,1,"Dec 31, 2017 3:51:25 PM",vici,5861,1406,21702,66986,SELUMA 4,4,-1,3,4715,False,2,10,"Dec 31, 2017 3:51:25 PM",galuh
mukomukokab,21885,20802,20802,21885,1706,170600,1706000000,17,MUKOMUKO,BENGKULU,MUKOMUKO,2,8,1,"Dec 31, 2017 4:30:49 PM",galuh,2492,685,21885,61551,MUKOMUKO 1,1,-1,2,5639,False,2,9,"Dec 31, 2017 4:30:49 PM",galuh
mukomukokab,21885,20802,20802,21885,1706,170600,1706000000,17,MUKOMUKO,BENGKULU,MUKOMUKO,2,8,0,"Dec 31, 2017 4:30:49 PM",galuh,2493,685,21885,57355,MUKOMUKO 2,2,-1,3,1443,False,2,8,"Dec 31, 2017 4:30:49 PM",galuh
mukomukokab,21885,20802,20802,21885,1706,170600,1706000000,17,MUKOMUKO,BENGKULU,MUKOMUKO,2,7,1,"Dec 31, 2017 4:30:50 PM",galuh,2494,685,21885,55836,MUKOMUKO 3,3,-1,1,6913,False,2,8,"Dec 31, 2017 4:30:50 PM",galuh
kepahiangkab,22135,20802,20802,22135,1708,170800,1708000000,17,KEPAHIANG,BENGKULU,KEPAHIANG,2,8,0,"Dec 31, 2017 4:48:05 PM",vici,5851,1404,22135,49948,KEPAHIANG 1,1,-1,3,2692,False,2,8,"Dec 31, 2017 4:48:05 PM",galuh
kepahiangkab,22135,20802,20802,22135,1708,170800,1708000000,17,KEPAHIANG,BENGKULU,KEPAHIANG,2,5,1,"Dec 31, 2017 4:48:05 PM",vici,5852,1404,22135,32471,KEPAHIANG 2,2,-1,2,2936,False,2,6,"Dec 31, 2017 4:48:05 PM",galuh
kepahiangkab,22135,20802,20802,22135,1708,170800,1708000000,17,KEPAHIANG,BENGKULU,KEPAHIANG,2,5,0,"Dec 31, 2017 4:48:05 PM",vici,5853,1404,22135,30773,KEPAHIANG 3,3,-1,4,1238,False,2,5,"Dec 31, 2017 4:48:05 PM",galuh
kepahiangkab,22135,20802,20802,22135,1708,170800,1708000000,17,KEPAHIANG,BENGKULU,KEPAHIANG,2,5,1,"Dec 31, 2017 4:48:05 PM",vici,5854,1404,22135,34485,KEPAHIANG 4,4,-1,1,4950,False,2,6,"Dec 31, 2017 4:48:05 PM",galuh
bengkulukota,22252,20802,20802,22252,1771,177100,1771000000,17,KOTA BENGKULU,BENGKULU,KOTA BENGKULU,2,9,0,"Dec 31, 2017 4:50:03 PM",vici,5847,1403,22252,94479,KOTA BENGKULU 1,1,-1,4,726,False,2,9,"Dec 31, 2017 4:50:03 PM",galuh
bengkulukota,22252,20802,20802,22252,1771,177100,1771000000,17,KOTA BENGKULU,BENGKULU,KOTA BENGKULU,2,10,0,"Dec 31, 2017 4:50:03 PM",vici,5848,1403,22252,106112,KOTA BENGKULU 2,2,-1,2,1942,False,2,10,"Dec 31, 2017 4:50:03 PM",galuh
bengkulukota,22252,20802,20802,22252,1771,177100,1771000000,17,KOTA BENGKULU,BENGKULU,KOTA BENGKULU,2,8,0,"Dec 31, 2017 4:50:03 PM",vici,5849,1403,22252,85273,KOTA BENGKULU 3,3,-1,3,1937,False,2,8,"Dec 31, 2017 4:50:03 PM",galuh
bengkulukota,22252,20802,20802,22252,1771,177100,1771000000,17,KOTA BENGKULU,BENGKULU,KOTA BENGKULU,2,7,1,"Dec 31, 2017 4:50:03 PM",vici,5850,1403,22252,78740,KOTA BENGKULU 4,4,-1,1,5821,False,2,8,"Dec 31, 2017 4:50:03 PM",galuh
pringsewukab,22329,22328,22328,22329,1810,181000,1810000000,18,PRINGSEWU,LAMPUNG,PRINGSEWU,2,7,1,"Dec 31, 2017 3:19:15 AM",nita,6589,1573,22329,82940,PRINGSEWU 1,1,-1,1,9237,False,2,8,"Dec 31, 2017 3:19:15 AM",nita
