idPro,namaPro,idKab,namaKab,totalAlokasiKursi
81877,PAPUA BARAT,82022,SORONG,25
81877,PAPUA BARAT,82154,MANOKWARI,25
81877,PAPUA BARAT,82605,FAKFAK,20
81877,PAPUA BARAT,82724,SORONG SELATAN,20
81877,PAPUA BARAT,82850,RAJA AMPAT,20
81877,PAPUA BARAT,82965,TELUK BINTUNI,20
81877,PAPUA BARAT,83107,TELUK WONDAMA,20
81877,PAPUA BARAT,83194,KAIMANA,20
81877,PAPUA BARAT,83289,KOTA SORONG,30
81877,PAPUA BARAT,928080,MANOKWARI SELATAN,20
81877,PAPUA BARAT,928081,PEGUNUNGAN ARFAK,20
928068,KALIMANTAN UTARA,64617,BULUNGAN,25
928068,KALIMANTAN UTARA,64709,NUNUKAN,25
928068,KALIMANTAN UTARA,64949,MALINAU,20
928068,KALIMANTAN UTARA,65631,KOTA TARAKAN,30
928068,KALIMANTAN UTARA,65675,TANA TIDUNG,20
