idProvinsi,namaProvinsi,createdAt,createdBy,idDapil,idVersi,idWilayah,jumlahPenduduk,namaDapil,noDapil,statusCoterminous,tingkat,totalAlokasiKursi,updatedAt
24993,KEPULAUAN BANGKA BELITUNG,"Jan 22, 2018 3:42:27 PM",superadmin,151,131,24993,-1,KEPULAUAN BANGKA BELITUNG  2,2,True,1,6,"Jan 22, 2018 3:42:27 PM"
24993,KEPULAUAN BANGKA BELITUNG,"Jan 22, 2018 3:42:27 PM",superadmin,152,131,24993,-1,KEPULAUAN BANGKA BELITUNG  3,3,True,1,6,"Jan 22, 2018 3:42:27 PM"
24993,KEPULAUAN BANGKA BELITUNG,"Jan 22, 2018 3:42:27 PM",superadmin,153,131,24993,-1,KEPULAUAN BANGKA BELITUNG  4,4,True,1,9,"Jan 22, 2018 3:42:27 PM"
24993,KEPULAUAN BANGKA BELITUNG,"Jan 22, 2018 3:42:27 PM",superadmin,154,131,24993,-1,KEPULAUAN BANGKA BELITUNG  5,5,True,1,7,"Jan 22, 2018 3:42:27 PM"
24993,KEPULAUAN BANGKA BELITUNG,"Jan 22, 2018 3:42:27 PM",superadmin,155,131,24993,-1,KEPULAUAN BANGKA BELITUNG  6,6,True,1,10,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,163,133,25823,-1,DKI JAKARTA  1,1,True,1,12,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,164,133,25823,-1,DKI JAKARTA  2,2,True,1,9,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,165,133,25823,-1,DKI JAKARTA  3,3,True,1,9,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,166,133,25823,-1,DKI JAKARTA  4,4,True,1,10,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,167,133,25823,-1,DKI JAKARTA  5,5,True,1,10,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,168,133,25823,-1,DKI JAKARTA  6,6,True,1,10,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,169,133,25823,-1,DKI JAKARTA  7,7,True,1,10,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,170,133,25823,-1,DKI JAKARTA  8,8,True,1,12,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,171,133,25823,-1,DKI JAKARTA  9,9,True,1,12,"Jan 22, 2018 3:42:27 PM"
25823,DKI JAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,172,133,25823,-1,DKI JAKARTA  10,10,True,1,12,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,188,135,32676,-1,JAWA TENGAH  1,1,True,1,6,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,189,135,32676,-1,JAWA TENGAH  2,2,True,1,7,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,190,135,32676,-1,JAWA TENGAH  3,3,True,1,10,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,191,135,32676,-1,JAWA TENGAH  4,4,True,1,6,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,192,135,32676,-1,JAWA TENGAH  5,5,True,1,8,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,193,135,32676,-1,JAWA TENGAH  6,6,True,1,10,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,194,135,32676,-1,JAWA TENGAH  7,7,True,1,10,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,195,135,32676,-1,JAWA TENGAH  8,8,True,1,8,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,196,135,32676,-1,JAWA TENGAH  9,9,True,1,8,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,197,135,32676,-1,JAWA TENGAH  10,10,True,1,11,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,198,135,32676,-1,JAWA TENGAH  11,11,True,1,12,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,199,135,32676,-1,JAWA TENGAH  12,12,True,1,12,"Jan 22, 2018 3:42:27 PM"
32676,JAWA TENGAH,"Jan 22, 2018 3:42:27 PM",superadmin,200,135,32676,-1,JAWA TENGAH  13,13,True,1,12,"Jan 22, 2018 3:42:27 PM"
41863,DAERAH ISTIMEWA YOGYAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,201,136,41863,-1,DAERAH ISTIMEWA YOGYAKARTA  1,1,True,1,7,"Jan 22, 2018 3:42:27 PM"
41863,DAERAH ISTIMEWA YOGYAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,202,136,41863,-1,DAERAH ISTIMEWA YOGYAKARTA  2,2,True,1,7,"Jan 22, 2018 3:42:27 PM"
41863,DAERAH ISTIMEWA YOGYAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,203,136,41863,-1,DAERAH ISTIMEWA YOGYAKARTA  3,3,True,1,6,"Jan 22, 2018 3:42:27 PM"
41863,DAERAH ISTIMEWA YOGYAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,204,136,41863,-1,DAERAH ISTIMEWA YOGYAKARTA  4,4,True,1,7,"Jan 22, 2018 3:42:27 PM"
41863,DAERAH ISTIMEWA YOGYAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,205,136,41863,-1,DAERAH ISTIMEWA YOGYAKARTA  5,5,True,1,9,"Jan 22, 2018 3:42:27 PM"
41863,DAERAH ISTIMEWA YOGYAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,206,136,41863,-1,DAERAH ISTIMEWA YOGYAKARTA  6,6,True,1,8,"Jan 22, 2018 3:42:27 PM"
41863,DAERAH ISTIMEWA YOGYAKARTA,"Jan 22, 2018 3:42:27 PM",superadmin,207,136,41863,-1,DAERAH ISTIMEWA YOGYAKARTA  7,7,True,1,11,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,208,137,42385,-1,JAWA TIMUR  1,1,True,1,8,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,209,137,42385,-1,JAWA TIMUR  2,2,True,1,6,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,210,137,42385,-1,JAWA TIMUR  3,3,True,1,9,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,211,137,42385,-1,JAWA TIMUR  4,4,True,1,9,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,212,137,42385,-1,JAWA TIMUR  5,5,True,1,11,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,213,137,42385,-1,JAWA TIMUR  6,6,True,1,11,"Jan 22, 2018 3:42:27 PM"
