jenisPemilihan,dapil_id,nama_dapil,id_provinsi,nama_provinsi,kode_kabkota,nama_kabkota
DPRD Kab/Kota,2725,ACEH SELATAN 2,1,ACEH,2,ACEH SELATAN
DPRD Kab/Kota,2726,ACEH SELATAN 3,1,ACEH,2,ACEH SELATAN
DPRD Kab/Kota,2727,ACEH SELATAN 4,1,ACEH,2,ACEH SELATAN
DPRD Kab/Kota,2728,ACEH SELATAN 5,1,ACEH,2,ACEH SELATAN
DPRD Kab/Kota,1951,ACEH TENGGARA 1,1,ACEH,269,ACEH TENGGARA
DPRD Kab/Kota,1952,ACEH TENGGARA 2,1,ACEH,269,ACEH TENGGARA
DPRD Kab/Kota,1953,ACEH TENGGARA 3,1,ACEH,269,ACEH TENGGARA
DPRD Kab/Kota,1954,ACEH TENGGARA 4,1,ACEH,269,ACEH TENGGARA
DPRD Kab/Kota,1955,ACEH TENGGARA 5,1,ACEH,269,ACEH TENGGARA
DPRD Kab/Kota,5560,ACEH TIMUR 1,1,ACEH,671,ACEH TIMUR
DPRD Kab/Kota,5561,ACEH TIMUR 2,1,ACEH,671,ACEH TIMUR
DPRD Kab/Kota,5562,ACEH TIMUR 3,1,ACEH,671,ACEH TIMUR
DPRD Kab/Kota,5563,ACEH TIMUR 4,1,ACEH,671,ACEH TIMUR
DPRD Kab/Kota,5564,ACEH TIMUR 5,1,ACEH,671,ACEH TIMUR
DPRD Kab/Kota,2746,ACEH TENGAH 1,1,ACEH,1207,ACEH TENGAH
DPRD Kab/Kota,2747,ACEH TENGAH 2,1,ACEH,1207,ACEH TENGAH
DPRD Kab/Kota,2748,ACEH TENGAH 3,1,ACEH,1207,ACEH TENGAH
DPRD Kab/Kota,2749,ACEH TENGAH 4,1,ACEH,1207,ACEH TENGAH
DPRD Kab/Kota,2674,ACEH BARAT 1,1,ACEH,1492,ACEH BARAT
DPRD Kab/Kota,2675,ACEH BARAT 2,1,ACEH,1492,ACEH BARAT
DPRD Kab/Kota,2676,ACEH BARAT 3,1,ACEH,1492,ACEH BARAT
DPRD Kab/Kota,2677,ACEH BARAT 4,1,ACEH,1492,ACEH BARAT
DPRD Kab/Kota,2678,ACEH BARAT 5,1,ACEH,1492,ACEH BARAT
DPRD Kab/Kota,5565,ACEH BESAR 1,1,ACEH,1824,ACEH BESAR
DPRD Kab/Kota,5566,ACEH BESAR 2,1,ACEH,1824,ACEH BESAR
DPRD Kab/Kota,5567,ACEH BESAR 3,1,ACEH,1824,ACEH BESAR
DPRD Kab/Kota,5568,ACEH BESAR 4,1,ACEH,1824,ACEH BESAR
DPRD Kab/Kota,5569,ACEH BESAR 5,1,ACEH,1824,ACEH BESAR
DPRD Kab/Kota,2922,PIDIE 1,1,ACEH,2452,PIDIE
DPRD Kab/Kota,2923,PIDIE 2,1,ACEH,2452,PIDIE
DPRD Kab/Kota,2924,PIDIE 3,1,ACEH,2452,PIDIE
DPRD Kab/Kota,2925,PIDIE 4,1,ACEH,2452,PIDIE
DPRD Kab/Kota,2926,PIDIE 5,1,ACEH,2452,PIDIE
DPRD Kab/Kota,5570,ACEH UTARA 1,1,ACEH,3205,ACEH UTARA
DPRD Kab/Kota,5571,ACEH UTARA 2,1,ACEH,3205,ACEH UTARA
DPRD Kab/Kota,5572,ACEH UTARA 3,1,ACEH,3205,ACEH UTARA
DPRD Kab/Kota,5573,ACEH UTARA 4,1,ACEH,3205,ACEH UTARA
DPRD Kab/Kota,5574,ACEH UTARA 5,1,ACEH,3205,ACEH UTARA
DPRD Kab/Kota,5575,ACEH UTARA 6,1,ACEH,3205,ACEH UTARA
DPRD Kab/Kota,5576,SIMEULUE 1,1,ACEH,4086,SIMEULUE
DPRD Kab/Kota,5577,SIMEULUE 2,1,ACEH,4086,SIMEULUE
DPRD Kab/Kota,5578,SIMEULUE 3,1,ACEH,4086,SIMEULUE
DPRD Kab/Kota,5579,SIMEULUE 4,1,ACEH,4086,SIMEULUE
DPRD Kab/Kota,5580,ACEH SINGKIL 1,1,ACEH,4233,ACEH SINGKIL
DPRD Kab/Kota,5581,ACEH SINGKIL 2,1,ACEH,4233,ACEH SINGKIL
DPRD Kab/Kota,5582,ACEH SINGKIL 3,1,ACEH,4233,ACEH SINGKIL
DPRD Kab/Kota,5583,ACEH SINGKIL 4,1,ACEH,4233,ACEH SINGKIL
DPRD Kab/Kota,5584,BIREUEN 1,1,ACEH,4362,BIREUEN
DPRD Kab/Kota,5585,BIREUEN 2,1,ACEH,4362,BIREUEN
DPRD Kab/Kota,5586,BIREUEN 3,1,ACEH,4362,BIREUEN
DPRD Kab/Kota,5587,BIREUEN 4,1,ACEH,4362,BIREUEN
DPRD Kab/Kota,5588,BIREUEN 5,1,ACEH,4362,BIREUEN
DPRD Kab/Kota,5589,BIREUEN 6,1,ACEH,4362,BIREUEN
DPRD Kab/Kota,5557,ACEH BARAT DAYA 1,1,ACEH,4989,ACEH BARAT DAYA
DPRD Kab/Kota,5558,ACEH BARAT DAYA 2,1,ACEH,4989,ACEH BARAT DAYA
DPRD Kab/Kota,5559,ACEH BARAT DAYA 3,1,ACEH,4989,ACEH BARAT DAYA
DPRD Kab/Kota,2827,GAYO LUES 1,1,ACEH,5138,GAYO LUES
DPRD Kab/Kota,2828,GAYO LUES 2,1,ACEH,5138,GAYO LUES
DPRD Kab/Kota,2829,GAYO LUES 3,1,ACEH,5138,GAYO LUES
DPRD Kab/Kota,5541,ACEH JAYA 1,1,ACEH,5286,ACEH JAYA
DPRD Kab/Kota,5542,ACEH JAYA 2,1,ACEH,5286,ACEH JAYA
DPRD Kab/Kota,5543,ACEH JAYA 3,1,ACEH,5286,ACEH JAYA
DPRD Kab/Kota,5544,ACEH JAYA 4,1,ACEH,5286,ACEH JAYA
DPRD Kab/Kota,2880,NAGAN RAYA 1,1,ACEH,5463,NAGAN RAYA
DPRD Kab/Kota,2881,NAGAN RAYA 2,1,ACEH,5463,NAGAN RAYA
DPRD Kab/Kota,2882,NAGAN RAYA 3,1,ACEH,5463,NAGAN RAYA
DPRD Kab/Kota,2737,ACEH TAMIANG 1,1,ACEH,5694,ACEH TAMIANG
DPRD Kab/Kota,2738,ACEH TAMIANG 2,1,ACEH,5694,ACEH TAMIANG
DPRD Kab/Kota,2739,ACEH TAMIANG 3,1,ACEH,5694,ACEH TAMIANG
DPRD Kab/Kota,5545,BENER MERIAH 1,1,ACEH,5920,BENER MERIAH
DPRD Kab/Kota,5546,BENER MERIAH 2,1,ACEH,5920,BENER MERIAH
DPRD Kab/Kota,5547,BENER MERIAH 3,1,ACEH,5920,BENER MERIAH
DPRD Kab/Kota,2930,PIDIE JAYA 1,1,ACEH,6166,PIDIE JAYA
DPRD Kab/Kota,2931,PIDIE JAYA 2,1,ACEH,6166,PIDIE JAYA
DPRD Kab/Kota,2932,PIDIE JAYA 3,1,ACEH,6166,PIDIE JAYA
DPRD Kab/Kota,2933,PIDIE JAYA 4,1,ACEH,6166,PIDIE JAYA
DPRD Kab/Kota,5552,KOTA BANDA ACEH 1,1,ACEH,6397,KOTA BANDA ACEH
DPRD Kab/Kota,5553,KOTA BANDA ACEH 2,1,ACEH,6397,KOTA BANDA ACEH
DPRD Kab/Kota,5554,KOTA BANDA ACEH 3,1,ACEH,6397,KOTA BANDA ACEH
DPRD Kab/Kota,5555,KOTA BANDA ACEH 4,1,ACEH,6397,KOTA BANDA ACEH
DPRD Kab/Kota,5556,KOTA BANDA ACEH 5,1,ACEH,6397,KOTA BANDA ACEH
DPRD Kab/Kota,2862,KOTA SABANG 1,1,ACEH,6497,KOTA SABANG
DPRD Kab/Kota,2863,KOTA SABANG 2,1,ACEH,6497,KOTA SABANG
DPRD Kab/Kota,2858,KOTA LHOKSEUMAWE 1,1,ACEH,6518,KOTA LHOKSEUMAWE
DPRD Kab/Kota,2859,KOTA LHOKSEUMAWE 2,1,ACEH,6518,KOTA LHOKSEUMAWE
DPRD Kab/Kota,2860,KOTA LHOKSEUMAWE 3,1,ACEH,6518,KOTA LHOKSEUMAWE
DPRD Kab/Kota,2861,KOTA LHOKSEUMAWE 4,1,ACEH,6518,KOTA LHOKSEUMAWE
DPRD Kab/Kota,3430,KOTA LANGSA 1,1,ACEH,6591,KOTA LANGSA
DPRD Kab/Kota,3431,KOTA LANGSA 2,1,ACEH,6591,KOTA LANGSA
DPRD Kab/Kota,3432,KOTA LANGSA 3,1,ACEH,6591,KOTA LANGSA
DPRD Kab/Kota,3035,KOTA SUBULUSSALAM 1,1,ACEH,6648,KOTA SUBULUSSALAM
DPRD Kab/Kota,3036,KOTA SUBULUSSALAM 2,1,ACEH,6648,KOTA SUBULUSSALAM
DPRD Kab/Kota,3037,KOTA SUBULUSSALAM 3,1,ACEH,6648,KOTA SUBULUSSALAM
DPRD Kab/Kota,3038,KOTA SUBULUSSALAM 4,1,ACEH,6648,KOTA SUBULUSSALAM
DPRD Kab/Kota,3194,LABUHANBATU SELATAN 1,6728,SUMATERA UTARA,6729,LABUHANBATU SELATAN
DPRD Kab/Kota,3195,LABUHANBATU SELATAN 2,6728,SUMATERA UTARA,6729,LABUHANBATU SELATAN
DPRD Kab/Kota,3196,LABUHANBATU SELATAN 3,6728,SUMATERA UTARA,6729,LABUHANBATU SELATAN
DPRD Kab/Kota,3197,LABUHANBATU SELATAN 4,6728,SUMATERA UTARA,6729,LABUHANBATU SELATAN
DPRD Kab/Kota,3198,LABUHANBATU SELATAN 5,6728,SUMATERA UTARA,6729,LABUHANBATU SELATAN
DPRD Kab/Kota,5624,LABUHANBATU UTARA 1,6728,SUMATERA UTARA,6789,LABUHANBATU UTARA
DPRD Kab/Kota,5625,LABUHANBATU UTARA 2,6728,SUMATERA UTARA,6789,LABUHANBATU UTARA
DPRD Kab/Kota,5626,LABUHANBATU UTARA 3,6728,SUMATERA UTARA,6789,LABUHANBATU UTARA
DPRD Kab/Kota,5627,LABUHANBATU UTARA 4,6728,SUMATERA UTARA,6789,LABUHANBATU UTARA
DPRD Kab/Kota,5628,LABUHANBATU UTARA 5,6728,SUMATERA UTARA,6789,LABUHANBATU UTARA
DPRD Kab/Kota,3283,NIAS UTARA 1,6728,SUMATERA UTARA,6888,NIAS UTARA
DPRD Kab/Kota,3284,NIAS UTARA 2,6728,SUMATERA UTARA,6888,NIAS UTARA
DPRD Kab/Kota,3285,NIAS UTARA 3,6728,SUMATERA UTARA,6888,NIAS UTARA
DPRD Kab/Kota,3286,NIAS UTARA 4,6728,SUMATERA UTARA,6888,NIAS UTARA
DPRD Kab/Kota,3641,NIAS BARAT 1,6728,SUMATERA UTARA,7013,NIAS BARAT
DPRD Kab/Kota,3642,NIAS BARAT 2,6728,SUMATERA UTARA,7013,NIAS BARAT
DPRD Kab/Kota,3039,KOTA GUNUNGSITOLI 1,6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI
DPRD Kab/Kota,3040,KOTA GUNUNGSITOLI 2,6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI
DPRD Kab/Kota,3041,KOTA GUNUNGSITOLI 3,6728,SUMATERA UTARA,7132,KOTA GUNUNGSITOLI
DPRD Kab/Kota,5629,TAPANULI TENGAH 1,6728,SUMATERA UTARA,7240,TAPANULI TENGAH
DPRD Kab/Kota,5630,TAPANULI TENGAH 2,6728,SUMATERA UTARA,7240,TAPANULI TENGAH
DPRD Kab/Kota,5631,TAPANULI TENGAH 3,6728,SUMATERA UTARA,7240,TAPANULI TENGAH
DPRD Kab/Kota,5632,TAPANULI TENGAH 4,6728,SUMATERA UTARA,7240,TAPANULI TENGAH
DPRD Kab/Kota,3399,TAPANULI UTARA 1,6728,SUMATERA UTARA,7438,TAPANULI UTARA
DPRD Kab/Kota,3400,TAPANULI UTARA 2,6728,SUMATERA UTARA,7438,TAPANULI UTARA
DPRD Kab/Kota,3401,TAPANULI UTARA 3,6728,SUMATERA UTARA,7438,TAPANULI UTARA
DPRD Kab/Kota,3402,TAPANULI UTARA 4,6728,SUMATERA UTARA,7438,TAPANULI UTARA
DPRD Kab/Kota,3403,TAPANULI UTARA 5,6728,SUMATERA UTARA,7438,TAPANULI UTARA
DPRD Kab/Kota,3360,TAPANULI SELATAN 1,6728,SUMATERA UTARA,7697,TAPANULI SELATAN
DPRD Kab/Kota,3361,TAPANULI SELATAN 2,6728,SUMATERA UTARA,7697,TAPANULI SELATAN
DPRD Kab/Kota,3362,TAPANULI SELATAN 3,6728,SUMATERA UTARA,7697,TAPANULI SELATAN
DPRD Kab/Kota,3363,TAPANULI SELATAN 4,6728,SUMATERA UTARA,7697,TAPANULI SELATAN
DPRD Kab/Kota,3364,TAPANULI SELATAN 5,6728,SUMATERA UTARA,7697,TAPANULI SELATAN
DPRD Kab/Kota,3287,NIAS 1,6728,SUMATERA UTARA,7960,NIAS
DPRD Kab/Kota,3288,NIAS 2,6728,SUMATERA UTARA,7960,NIAS
DPRD Kab/Kota,3289,NIAS 3,6728,SUMATERA UTARA,7960,NIAS
DPRD Kab/Kota,5668,LANGKAT 1,6728,SUMATERA UTARA,8094,LANGKAT
DPRD Kab/Kota,5669,LANGKAT 2,6728,SUMATERA UTARA,8094,LANGKAT
DPRD Kab/Kota,5670,LANGKAT 3,6728,SUMATERA UTARA,8094,LANGKAT
DPRD Kab/Kota,5671,LANGKAT 4,6728,SUMATERA UTARA,8094,LANGKAT
DPRD Kab/Kota,5672,LANGKAT 5,6728,SUMATERA UTARA,8094,LANGKAT
DPRD Kab/Kota,5663,KARO 1,6728,SUMATERA UTARA,8408,KARO
DPRD Kab/Kota,5664,KARO 2,6728,SUMATERA UTARA,8408,KARO
DPRD Kab/Kota,5665,KARO 3,6728,SUMATERA UTARA,8408,KARO
DPRD Kab/Kota,5666,KARO 4,6728,SUMATERA UTARA,8408,KARO
DPRD Kab/Kota,5667,KARO 5,6728,SUMATERA UTARA,8408,KARO
DPRD Kab/Kota,5657,DELI SERDANG 1,6728,SUMATERA UTARA,8688,DELI SERDANG
DPRD Kab/Kota,5658,DELI SERDANG 2,6728,SUMATERA UTARA,8688,DELI SERDANG
DPRD Kab/Kota,5659,DELI SERDANG 3,6728,SUMATERA UTARA,8688,DELI SERDANG
DPRD Kab/Kota,5660,DELI SERDANG 4,6728,SUMATERA UTARA,8688,DELI SERDANG
DPRD Kab/Kota,5661,DELI SERDANG 5,6728,SUMATERA UTARA,8688,DELI SERDANG
DPRD Kab/Kota,5662,DELI SERDANG 6,6728,SUMATERA UTARA,8688,DELI SERDANG
DPRD Kab/Kota,5651,SIMALUNGUN 1,6728,SUMATERA UTARA,9114,SIMALUNGUN
DPRD Kab/Kota,5652,SIMALUNGUN 2,6728,SUMATERA UTARA,9114,SIMALUNGUN
DPRD Kab/Kota,5653,SIMALUNGUN 3,6728,SUMATERA UTARA,9114,SIMALUNGUN
DPRD Kab/Kota,5654,SIMALUNGUN 4,6728,SUMATERA UTARA,9114,SIMALUNGUN
DPRD Kab/Kota,5655,SIMALUNGUN 5,6728,SUMATERA UTARA,9114,SIMALUNGUN
DPRD Kab/Kota,5656,SIMALUNGUN 6,6728,SUMATERA UTARA,9114,SIMALUNGUN
DPRD Kab/Kota,5638,ASAHAN 1,6728,SUMATERA UTARA,9497,ASAHAN
DPRD Kab/Kota,5639,ASAHAN 2,6728,SUMATERA UTARA,9497,ASAHAN
DPRD Kab/Kota,5640,ASAHAN 3,6728,SUMATERA UTARA,9497,ASAHAN
DPRD Kab/Kota,5641,ASAHAN 4,6728,SUMATERA UTARA,9497,ASAHAN
DPRD Kab/Kota,5642,ASAHAN 5,6728,SUMATERA UTARA,9497,ASAHAN
DPRD Kab/Kota,5643,ASAHAN 6,6728,SUMATERA UTARA,9497,ASAHAN
DPRD Kab/Kota,5644,ASAHAN 7,6728,SUMATERA UTARA,9497,ASAHAN
DPRD Kab/Kota,5633,LABUHANBATU 1,6728,SUMATERA UTARA,9727,LABUHANBATU
DPRD Kab/Kota,5634,LABUHANBATU 2,6728,SUMATERA UTARA,9727,LABUHANBATU
DPRD Kab/Kota,5635,LABUHANBATU 3,6728,SUMATERA UTARA,9727,LABUHANBATU
DPRD Kab/Kota,5636,LABUHANBATU 4,6728,SUMATERA UTARA,9727,LABUHANBATU
DPRD Kab/Kota,5637,LABUHANBATU 5,6728,SUMATERA UTARA,9727,LABUHANBATU
DPRD Kab/Kota,5620,DAIRI 1,6728,SUMATERA UTARA,9835,DAIRI
DPRD Kab/Kota,5621,DAIRI 2,6728,SUMATERA UTARA,9835,DAIRI
DPRD Kab/Kota,5622,DAIRI 3,6728,SUMATERA UTARA,9835,DAIRI
DPRD Kab/Kota,5623,DAIRI 4,6728,SUMATERA UTARA,9835,DAIRI
DPRD Kab/Kota,5615,TOBA SAMOSIR 1,6728,SUMATERA UTARA,10020,TOBA SAMOSIR
DPRD Kab/Kota,5616,TOBA SAMOSIR 2,6728,SUMATERA UTARA,10020,TOBA SAMOSIR
DPRD Kab/Kota,5617,TOBA SAMOSIR 3,6728,SUMATERA UTARA,10020,TOBA SAMOSIR
DPRD Kab/Kota,5618,TOBA SAMOSIR 4,6728,SUMATERA UTARA,10020,TOBA SAMOSIR
DPRD Kab/Kota,5619,TOBA SAMOSIR 5,6728,SUMATERA UTARA,10020,TOBA SAMOSIR
DPRD Kab/Kota,3247,MANDAILING NATAL 1,6728,SUMATERA UTARA,10227,MANDAILING NATAL
DPRD Kab/Kota,3248,MANDAILING NATAL 2,6728,SUMATERA UTARA,10227,MANDAILING NATAL
DPRD Kab/Kota,3249,MANDAILING NATAL 3,6728,SUMATERA UTARA,10227,MANDAILING NATAL
DPRD Kab/Kota,3250,MANDAILING NATAL 4,6728,SUMATERA UTARA,10227,MANDAILING NATAL
DPRD Kab/Kota,3251,MANDAILING NATAL 5,6728,SUMATERA UTARA,10227,MANDAILING NATAL
DPRD Kab/Kota,3675,NIAS SELATAN 1,6728,SUMATERA UTARA,10646,NIAS SELATAN
DPRD Kab/Kota,3676,NIAS SELATAN 2,6728,SUMATERA UTARA,10646,NIAS SELATAN
DPRD Kab/Kota,3677,NIAS SELATAN 3,6728,SUMATERA UTARA,10646,NIAS SELATAN
DPRD Kab/Kota,3678,NIAS SELATAN 4,6728,SUMATERA UTARA,10646,NIAS SELATAN
DPRD Kab/Kota,3679,NIAS SELATAN 5,6728,SUMATERA UTARA,10646,NIAS SELATAN
DPRD Kab/Kota,3680,NIAS SELATAN 6,6728,SUMATERA UTARA,10646,NIAS SELATAN
DPRD Kab/Kota,3299,PAKPAK BHARAT 1,6728,SUMATERA UTARA,11022,PAKPAK BHARAT
DPRD Kab/Kota,3300,PAKPAK BHARAT 2,6728,SUMATERA UTARA,11022,PAKPAK BHARAT
DPRD Kab/Kota,3050,HUMBANG HASUNDUTAN 1,6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN
DPRD Kab/Kota,3051,HUMBANG HASUNDUTAN 2,6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN
DPRD Kab/Kota,3052,HUMBANG HASUNDUTAN 3,6728,SUMATERA UTARA,11083,HUMBANG HASUNDUTAN
DPRD Kab/Kota,3322,SAMOSIR 1,6728,SUMATERA UTARA,11247,SAMOSIR
DPRD Kab/Kota,3323,SAMOSIR 2,6728,SUMATERA UTARA,11247,SAMOSIR
DPRD Kab/Kota,3324,SAMOSIR 3,6728,SUMATERA UTARA,11247,SAMOSIR
DPRD Kab/Kota,3325,SAMOSIR 4,6728,SUMATERA UTARA,11247,SAMOSIR
DPRD Kab/Kota,7028,SERDANG BEDAGAI 1,6728,SUMATERA UTARA,11374,SERDANG BEDAGAI
DPRD Kab/Kota,7029,SERDANG BEDAGAI 2,6728,SUMATERA UTARA,11374,SERDANG BEDAGAI
DPRD Kab/Kota,7030,SERDANG BEDAGAI 3,6728,SUMATERA UTARA,11374,SERDANG BEDAGAI
DPRD Kab/Kota,7031,SERDANG BEDAGAI 4,6728,SUMATERA UTARA,11374,SERDANG BEDAGAI
DPRD Kab/Kota,7032,SERDANG BEDAGAI 5,6728,SUMATERA UTARA,11374,SERDANG BEDAGAI
DPRD Kab/Kota,6998,BATU BARA 1,6728,SUMATERA UTARA,11635,BATU BARA
DPRD Kab/Kota,6999,BATU BARA 2,6728,SUMATERA UTARA,11635,BATU BARA
DPRD Kab/Kota,7000,BATU BARA 3,6728,SUMATERA UTARA,11635,BATU BARA
DPRD Kab/Kota,7001,BATU BARA 4,6728,SUMATERA UTARA,11635,BATU BARA
DPRD Kab/Kota,7002,BATU BARA 5,6728,SUMATERA UTARA,11635,BATU BARA
DPRD Kab/Kota,6012,KOTA MEDAN 1,6728,SUMATERA UTARA,11743,KOTA MEDAN
DPRD Kab/Kota,6013,KOTA MEDAN 2,6728,SUMATERA UTARA,11743,KOTA MEDAN
DPRD Kab/Kota,6014,KOTA MEDAN 3,6728,SUMATERA UTARA,11743,KOTA MEDAN
DPRD Kab/Kota,6015,KOTA MEDAN 4,6728,SUMATERA UTARA,11743,KOTA MEDAN
DPRD Kab/Kota,6016,KOTA MEDAN 5,6728,SUMATERA UTARA,11743,KOTA MEDAN
DPRD Kab/Kota,5600,KOTA PEMATANGSIANTAR 1,6728,SUMATERA UTARA,11916,KOTA PEMATANGSIANTAR
DPRD Kab/Kota,5601,KOTA PEMATANGSIANTAR 2,6728,SUMATERA UTARA,11916,KOTA PEMATANGSIANTAR
DPRD Kab/Kota,5602,KOTA PEMATANGSIANTAR 3,6728,SUMATERA UTARA,11916,KOTA PEMATANGSIANTAR
DPRD Kab/Kota,5295,KOTA SIBOLGA 1,6728,SUMATERA UTARA,11978,KOTA SIBOLGA
DPRD Kab/Kota,5296,KOTA SIBOLGA 2,6728,SUMATERA UTARA,11978,KOTA SIBOLGA
DPRD Kab/Kota,5301,KOTA TANJUNG BALAI 1,6728,SUMATERA UTARA,12000,KOTA TANJUNG BALAI
DPRD Kab/Kota,5302,KOTA TANJUNG BALAI 2,6728,SUMATERA UTARA,12000,KOTA TANJUNG BALAI
DPRD Kab/Kota,5303,KOTA TANJUNG BALAI 3,6728,SUMATERA UTARA,12000,KOTA TANJUNG BALAI
DPRD Kab/Kota,2990,KOTA BINJAI 1,6728,SUMATERA UTARA,12038,KOTA BINJAI
DPRD Kab/Kota,2991,KOTA BINJAI 2,6728,SUMATERA UTARA,12038,KOTA BINJAI
DPRD Kab/Kota,2992,KOTA BINJAI 3,6728,SUMATERA UTARA,12038,KOTA BINJAI
DPRD Kab/Kota,2993,KOTA BINJAI 4,6728,SUMATERA UTARA,12038,KOTA BINJAI
DPRD Kab/Kota,5603,KOTA TEBING TINGGI 1,6728,SUMATERA UTARA,12081,KOTA TEBING TINGGI
DPRD Kab/Kota,5604,KOTA TEBING TINGGI 2,6728,SUMATERA UTARA,12081,KOTA TEBING TINGGI
DPRD Kab/Kota,5605,KOTA TEBING TINGGI 3,6728,SUMATERA UTARA,12081,KOTA TEBING TINGGI
DPRD Kab/Kota,5317,KOTA PADANG SIDEMPUAN 1,6728,SUMATERA UTARA,12122,KOTA PADANG SIDIMPUAN
DPRD Kab/Kota,5318,KOTA PADANG SIDEMPUAN 2,6728,SUMATERA UTARA,12122,KOTA PADANG SIDIMPUAN
DPRD Kab/Kota,5319,KOTA PADANG SIDEMPUAN 3,6728,SUMATERA UTARA,12122,KOTA PADANG SIDIMPUAN
DPRD Kab/Kota,5606,PADANG LAWAS UTARA 1,6728,SUMATERA UTARA,12208,PADANG LAWAS UTARA
DPRD Kab/Kota,5607,PADANG LAWAS UTARA 2,6728,SUMATERA UTARA,12208,PADANG LAWAS UTARA
DPRD Kab/Kota,5608,PADANG LAWAS UTARA 3,6728,SUMATERA UTARA,12208,PADANG LAWAS UTARA
DPRD Kab/Kota,5609,PADANG LAWAS UTARA 4,6728,SUMATERA UTARA,12208,PADANG LAWAS UTARA
DPRD Kab/Kota,5610,PADANG LAWAS 1,6728,SUMATERA UTARA,12606,PADANG LAWAS
DPRD Kab/Kota,5611,PADANG LAWAS 2,6728,SUMATERA UTARA,12606,PADANG LAWAS
DPRD Kab/Kota,5612,PADANG LAWAS 3,6728,SUMATERA UTARA,12606,PADANG LAWAS
DPRD Kab/Kota,5613,PADANG LAWAS 4,6728,SUMATERA UTARA,12606,PADANG LAWAS
DPRD Kab/Kota,5614,PADANG LAWAS 5,6728,SUMATERA UTARA,12606,PADANG LAWAS
DPRD Kab/Kota,6683,PASAMAN 1,12920,SUMATERA BARAT,13509,PASAMAN
DPRD Kab/Kota,6684,PASAMAN 2,12920,SUMATERA BARAT,13509,PASAMAN
DPRD Kab/Kota,6685,PASAMAN 3,12920,SUMATERA BARAT,13509,PASAMAN
DPRD Kab/Kota,6686,PASAMAN 4,12920,SUMATERA BARAT,13509,PASAMAN
DPRD Kab/Kota,6687,PASAMAN 5,12920,SUMATERA BARAT,13509,PASAMAN
DPRD Kab/Kota,6328,PESISIR SELATAN 1,12920,SUMATERA BARAT,12921,PESISIR SELATAN
DPRD Kab/Kota,6329,PESISIR SELATAN 2,12920,SUMATERA BARAT,12921,PESISIR SELATAN
DPRD Kab/Kota,6330,PESISIR SELATAN 3,12920,SUMATERA BARAT,12921,PESISIR SELATAN
DPRD Kab/Kota,6331,PESISIR SELATAN 4,12920,SUMATERA BARAT,12921,PESISIR SELATAN
DPRD Kab/Kota,6332,PESISIR SELATAN 5,12920,SUMATERA BARAT,12921,PESISIR SELATAN
DPRD Kab/Kota,6356,SOLOK 1,12920,SUMATERA BARAT,13010,SOLOK
DPRD Kab/Kota,6357,SOLOK 2,12920,SUMATERA BARAT,13010,SOLOK
DPRD Kab/Kota,6358,SOLOK 3,12920,SUMATERA BARAT,13010,SOLOK
DPRD Kab/Kota,6359,SOLOK 4,12920,SUMATERA BARAT,13010,SOLOK
DPRD Kab/Kota,6385,SIJUNJUNG 1,12920,SUMATERA BARAT,13099,SIJUNJUNG
DPRD Kab/Kota,6386,SIJUNJUNG 2,12920,SUMATERA BARAT,13099,SIJUNJUNG
DPRD Kab/Kota,6387,SIJUNJUNG 3,12920,SUMATERA BARAT,13099,SIJUNJUNG
DPRD Kab/Kota,6688,TANAH DATAR 1,12920,SUMATERA BARAT,13163,TANAH DATAR
DPRD Kab/Kota,6689,TANAH DATAR 2,12920,SUMATERA BARAT,13163,TANAH DATAR
DPRD Kab/Kota,6690,TANAH DATAR 3,12920,SUMATERA BARAT,13163,TANAH DATAR
DPRD Kab/Kota,6691,TANAH DATAR 4,12920,SUMATERA BARAT,13163,TANAH DATAR
DPRD Kab/Kota,6679,PADANG PARIAMAN 1,12920,SUMATERA BARAT,13253,PADANG PARIAMAN
DPRD Kab/Kota,6680,PADANG PARIAMAN 2,12920,SUMATERA BARAT,13253,PADANG PARIAMAN
DPRD Kab/Kota,6681,PADANG PARIAMAN 3,12920,SUMATERA BARAT,13253,PADANG PARIAMAN
DPRD Kab/Kota,6682,PADANG PARIAMAN 4,12920,SUMATERA BARAT,13253,PADANG PARIAMAN
DPRD Kab/Kota,1594,AGAM 1,12920,SUMATERA BARAT,13317,AGAM
DPRD Kab/Kota,1595,AGAM 2,12920,SUMATERA BARAT,13317,AGAM
DPRD Kab/Kota,1596,AGAM 3,12920,SUMATERA BARAT,13317,AGAM
DPRD Kab/Kota,1597,AGAM 4,12920,SUMATERA BARAT,13317,AGAM
DPRD Kab/Kota,1598,AGAM 5,12920,SUMATERA BARAT,13317,AGAM
DPRD Kab/Kota,1599,AGAM 6,12920,SUMATERA BARAT,13317,AGAM
DPRD Kab/Kota,6433,LIMA PULUH KOTA 1,12920,SUMATERA BARAT,13416,LIMA PULUH KOTA
DPRD Kab/Kota,6434,LIMA PULUH KOTA 2,12920,SUMATERA BARAT,13416,LIMA PULUH KOTA
DPRD Kab/Kota,6435,LIMA PULUH KOTA 3,12920,SUMATERA BARAT,13416,LIMA PULUH KOTA
