dapil_id,nama_dapil,kode_kabkota,nama_kabkota,id_provinsi,nama_provinsi
3711,ROKAN HULU 4,15087,ROKAN HULU,14086,RIAU
5245,ROKAN HILIR 1,15254,ROKAN HILIR,14086,RIAU
5246,ROKAN HILIR 2,15254,ROKAN HILIR,14086,RIAU
5247,ROKAN HILIR 3,15254,ROKAN HILIR,14086,RIAU
5248,ROKAN HILIR 4,15254,ROKAN HILIR,14086,RIAU
5249,ROKAN HILIR 5,15254,ROKAN HILIR,14086,RIAU
2956,SIAK 1,15412,SIAK,14086,RIAU
2957,SIAK 2,15412,SIAK,14086,RIAU
2958,SIAK 3,15412,SIAK,14086,RIAU
2959,SIAK 4,15412,SIAK,14086,RIAU
5685,KUANTAN SINGINGI 1,15553,KUANTAN SINGINGI,14086,RIAU
5686,KUANTAN SINGINGI 2,15553,KUANTAN SINGINGI,14086,RIAU
5687,KUANTAN SINGINGI 3,15553,KUANTAN SINGINGI,14086,RIAU
5688,KUANTAN SINGINGI 4,15553,KUANTAN SINGINGI,14086,RIAU
2815,KOTA PEKANBARU 1,15775,KOTA PEKANBARU,14086,RIAU
2816,KOTA PEKANBARU 2,15775,KOTA PEKANBARU,14086,RIAU
2817,KOTA PEKANBARU 3,15775,KOTA PEKANBARU,14086,RIAU
2818,KOTA PEKANBARU 4,15775,KOTA PEKANBARU,14086,RIAU
2819,KOTA PEKANBARU 5,15775,KOTA PEKANBARU,14086,RIAU
2820,KOTA PEKANBARU 6,15775,KOTA PEKANBARU,14086,RIAU
2915,KOTA DUMAI 1,15846,KOTA DUMAI,14086,RIAU
2916,KOTA DUMAI 2,15846,KOTA DUMAI,14086,RIAU
2917,KOTA DUMAI 3,15846,KOTA DUMAI,14086,RIAU
2918,KOTA DUMAI 4,15846,KOTA DUMAI,14086,RIAU
2546,KOTA SUNGAI PENUH 1,15886,KOTA SUNGAI PENUH,15885,JAMBI
2547,KOTA SUNGAI PENUH 2,15886,KOTA SUNGAI PENUH,15885,JAMBI
2548,KOTA SUNGAI PENUH 3,15886,KOTA SUNGAI PENUH,15885,JAMBI
6696,KERINCI 1,15961,KERINCI,15885,JAMBI
6697,KERINCI 2,15961,KERINCI,15885,JAMBI
6698,KERINCI 3,15961,KERINCI,15885,JAMBI
6699,KERINCI 4,15961,KERINCI,15885,JAMBI
6700,KERINCI 5,15961,KERINCI,15885,JAMBI
2562,MERANGIN 1,16183,MERANGIN,15885,JAMBI
2563,MERANGIN 2,16183,MERANGIN,15885,JAMBI
2564,MERANGIN 3,16183,MERANGIN,15885,JAMBI
2565,MERANGIN 4,16183,MERANGIN,15885,JAMBI
2589,SAROLANGUN 1,16420,SAROLANGUN,15885,JAMBI
2590,SAROLANGUN 2,16420,SAROLANGUN,15885,JAMBI
2591,SAROLANGUN 3,16420,SAROLANGUN,15885,JAMBI
2592,SAROLANGUN 4,16420,SAROLANGUN,15885,JAMBI
2502,BATANGHARI 1,16576,BATANGHARI,15885,JAMBI
2503,BATANGHARI 2,16576,BATANGHARI,15885,JAMBI
2504,BATANGHARI 3,16576,BATANGHARI,15885,JAMBI
2505,BATANGHARI 4,16576,BATANGHARI,15885,JAMBI
2579,MUARO JAMBI 1,16699,MUARO JAMBI,15885,JAMBI
2580,MUARO JAMBI 2,16699,MUARO JAMBI,15885,JAMBI
2581,MUARO JAMBI 3,16699,MUARO JAMBI,15885,JAMBI
2582,MUARO JAMBI 4,16699,MUARO JAMBI,15885,JAMBI
2583,MUARO JAMBI 5,16699,MUARO JAMBI,15885,JAMBI
2598,TANJUNG JABUNG BARAT 1,16862,TANJUNG JABUNG BARAT,15885,JAMBI
2599,TANJUNG JABUNG BARAT 2,16862,TANJUNG JABUNG BARAT,15885,JAMBI
2600,TANJUNG JABUNG BARAT 3,16862,TANJUNG JABUNG BARAT,15885,JAMBI
2601,TANJUNG JABUNG BARAT 4,16862,TANJUNG JABUNG BARAT,15885,JAMBI
2602,TANJUNG JABUNG BARAT 5,16862,TANJUNG JABUNG BARAT,15885,JAMBI
2606,TANJUNG JABUNG TIMUR 1,16946,TANJUNG JABUNG TIMUR,15885,JAMBI
2607,TANJUNG JABUNG TIMUR 2,16946,TANJUNG JABUNG TIMUR,15885,JAMBI
2608,TANJUNG JABUNG TIMUR 3,16946,TANJUNG JABUNG TIMUR,15885,JAMBI
6692,BUNGO 1,17051,BUNGO,15885,JAMBI
6693,BUNGO 2,17051,BUNGO,15885,JAMBI
6694,BUNGO 3,17051,BUNGO,15885,JAMBI
6695,BUNGO 4,17051,BUNGO,15885,JAMBI
3462,TEBO 1,17215,TEBO,15885,JAMBI
3463,TEBO 2,17215,TEBO,15885,JAMBI
3464,TEBO 3,17215,TEBO,15885,JAMBI
3465,TEBO 4,17215,TEBO,15885,JAMBI
3443,KOTA JAMBI 1,17333,KOTA JAMBI,15885,JAMBI
3444,KOTA JAMBI 2,17333,KOTA JAMBI,15885,JAMBI
3445,KOTA JAMBI 3,17333,KOTA JAMBI,15885,JAMBI
3446,KOTA JAMBI 4,17333,KOTA JAMBI,15885,JAMBI
3447,KOTA JAMBI 5,17333,KOTA JAMBI,15885,JAMBI
5742,OGAN KOMERING ULU 1,17405,OGAN KOMERING ULU,17404,SUMATERA SELATAN
5743,OGAN KOMERING ULU 2,17405,OGAN KOMERING ULU,17404,SUMATERA SELATAN
5744,OGAN KOMERING ULU 3,17405,OGAN KOMERING ULU,17404,SUMATERA SELATAN
5745,OGAN KOMERING ULU 4,17405,OGAN KOMERING ULU,17404,SUMATERA SELATAN
2110,OGAN KOMERING ILIR 1,17570,OGAN KOMERING ILIR,17404,SUMATERA SELATAN
2111,OGAN KOMERING ILIR 2,17570,OGAN KOMERING ILIR,17404,SUMATERA SELATAN
2112,OGAN KOMERING ILIR 3,17570,OGAN KOMERING ILIR,17404,SUMATERA SELATAN
2113,OGAN KOMERING ILIR 4,17570,OGAN KOMERING ILIR,17404,SUMATERA SELATAN
2114,OGAN KOMERING ILIR 5,17570,OGAN KOMERING ILIR,17404,SUMATERA SELATAN
1822,MUARA ENIM 1,17895,MUARA ENIM,17404,SUMATERA SELATAN
1823,MUARA ENIM 2,17895,MUARA ENIM,17404,SUMATERA SELATAN
1824,MUARA ENIM 3,17895,MUARA ENIM,17404,SUMATERA SELATAN
1825,MUARA ENIM 4,17895,MUARA ENIM,17404,SUMATERA SELATAN
1795,LAHAT 1,18244,LAHAT,17404,SUMATERA SELATAN
1796,LAHAT 2,18244,LAHAT,17404,SUMATERA SELATAN
1797,LAHAT 3,18244,LAHAT,17404,SUMATERA SELATAN
1798,LAHAT 4,18244,LAHAT,17404,SUMATERA SELATAN
1799,LAHAT 5,18244,LAHAT,17404,SUMATERA SELATAN
5758,MUSI RAWAS 1,18643,MUSI RAWAS,17404,SUMATERA SELATAN
5759,MUSI RAWAS 2,18643,MUSI RAWAS,17404,SUMATERA SELATAN
5760,MUSI RAWAS 3,18643,MUSI RAWAS,17404,SUMATERA SELATAN
5761,MUSI RAWAS 4,18643,MUSI RAWAS,17404,SUMATERA SELATAN
5762,MUSI RAWAS 5,18643,MUSI RAWAS,17404,SUMATERA SELATAN
5763,MUSI RAWAS 6,18643,MUSI RAWAS,17404,SUMATERA SELATAN
1987,MUSI BANYUASIN 1,18942,MUSI BANYUASIN,17404,SUMATERA SELATAN
1988,MUSI BANYUASIN 2,18942,MUSI BANYUASIN,17404,SUMATERA SELATAN
1989,MUSI BANYUASIN 3,18942,MUSI BANYUASIN,17404,SUMATERA SELATAN
1990,MUSI BANYUASIN 4,18942,MUSI BANYUASIN,17404,SUMATERA SELATAN
5764,BANYUASIN 1,19172,BANYUASIN,17404,SUMATERA SELATAN
5765,BANYUASIN 2,19172,BANYUASIN,17404,SUMATERA SELATAN
5766,BANYUASIN 3,19172,BANYUASIN,17404,SUMATERA SELATAN
5767,BANYUASIN 4,19172,BANYUASIN,17404,SUMATERA SELATAN
5768,BANYUASIN 5,19172,BANYUASIN,17404,SUMATERA SELATAN
5769,BANYUASIN 6,19172,BANYUASIN,17404,SUMATERA SELATAN
5732,OGAN KOMERING ULU TIMUR 1,19492,OGAN KOMERING ULU TIMUR,17404,SUMATERA SELATAN
5733,OGAN KOMERING ULU TIMUR 2,19492,OGAN KOMERING ULU TIMUR,17404,SUMATERA SELATAN
5734,OGAN KOMERING ULU TIMUR 3,19492,OGAN KOMERING ULU TIMUR,17404,SUMATERA SELATAN
5735,OGAN KOMERING ULU TIMUR 4,19492,OGAN KOMERING ULU TIMUR,17404,SUMATERA SELATAN
5736,OGAN KOMERING ULU TIMUR 5,19492,OGAN KOMERING ULU TIMUR,17404,SUMATERA SELATAN
2032,OGAN KOMERING ULU SELATAN 1,19808,OGAN KOMERING ULU SELATAN,17404,SUMATERA SELATAN
2033,OGAN KOMERING ULU SELATAN 2,19808,OGAN KOMERING ULU SELATAN,17404,SUMATERA SELATAN
2034,OGAN KOMERING ULU SELATAN 3,19808,OGAN KOMERING ULU SELATAN,17404,SUMATERA SELATAN
2035,OGAN KOMERING ULU SELATAN 4,19808,OGAN KOMERING ULU SELATAN,17404,SUMATERA SELATAN
5721,OGAN ILIR 1,20087,OGAN ILIR,17404,SUMATERA SELATAN
5722,OGAN ILIR 2,20087,OGAN ILIR,17404,SUMATERA SELATAN
5723,OGAN ILIR 3,20087,OGAN ILIR,17404,SUMATERA SELATAN
5724,OGAN ILIR 4,20087,OGAN ILIR,17404,SUMATERA SELATAN
5725,OGAN ILIR 5,20087,OGAN ILIR,17404,SUMATERA SELATAN
1386,EMPAT LAWANG 1,20345,EMPAT LAWANG,17404,SUMATERA SELATAN
1387,EMPAT LAWANG 2,20345,EMPAT LAWANG,17404,SUMATERA SELATAN
1388,EMPAT LAWANG 3,20345,EMPAT LAWANG,17404,SUMATERA SELATAN
1389,EMPAT LAWANG 4,20345,EMPAT LAWANG,17404,SUMATERA SELATAN
5689,KOTA PALEMBANG 1,20512,KOTA PALEMBANG,17404,SUMATERA SELATAN
5690,KOTA PALEMBANG 2,20512,KOTA PALEMBANG,17404,SUMATERA SELATAN
5691,KOTA PALEMBANG 3,20512,KOTA PALEMBANG,17404,SUMATERA SELATAN
5692,KOTA PALEMBANG 4,20512,KOTA PALEMBANG,17404,SUMATERA SELATAN
5693,KOTA PALEMBANG 5,20512,KOTA PALEMBANG,17404,SUMATERA SELATAN
5694,KOTA PALEMBANG 6,20512,KOTA PALEMBANG,17404,SUMATERA SELATAN
5695,KOTA PAGAR ALAM 1,20636,KOTA PAGAR ALAM,17404,SUMATERA SELATAN
5696,KOTA PAGAR ALAM 2,20636,KOTA PAGAR ALAM,17404,SUMATERA SELATAN
5697,KOTA PAGAR ALAM 3,20636,KOTA PAGAR ALAM,17404,SUMATERA SELATAN
5698,KOTA LUBUKLINGGAU 1,20677,KOTA LUBUKLINGGAU,17404,SUMATERA SELATAN
5699,KOTA LUBUKLINGGAU 2,20677,KOTA LUBUKLINGGAU,17404,SUMATERA SELATAN
5700,KOTA LUBUKLINGGAU 3,20677,KOTA LUBUKLINGGAU,17404,SUMATERA SELATAN
5701,KOTA LUBUKLINGGAU 4,20677,KOTA LUBUKLINGGAU,17404,SUMATERA SELATAN
5708,KOTA PRABUMULIH 1,20758,KOTA PRABUMULIH,17404,SUMATERA SELATAN
5709,KOTA PRABUMULIH 2,20758,KOTA PRABUMULIH,17404,SUMATERA SELATAN
5710,KOTA PRABUMULIH 3,20758,KOTA PRABUMULIH,17404,SUMATERA SELATAN
2151,PENUKAL ABAB LEMATANG ILIR 1,928069,PENUKAL ABAB LEMATANG ILIR,17404,SUMATERA SELATAN
2152,PENUKAL ABAB LEMATANG ILIR 2,928069,PENUKAL ABAB LEMATANG ILIR,17404,SUMATERA SELATAN
2153,PENUKAL ABAB LEMATANG ILIR 3,928069,PENUKAL ABAB LEMATANG ILIR,17404,SUMATERA SELATAN
5717,MUSI RAWAS UTARA 1,928070,MUSI RAWAS UTARA,17404,SUMATERA SELATAN
5718,MUSI RAWAS UTARA 2,928070,MUSI RAWAS UTARA,17404,SUMATERA SELATAN
5719,MUSI RAWAS UTARA 3,928070,MUSI RAWAS UTARA,17404,SUMATERA SELATAN
5720,MUSI RAWAS UTARA 4,928070,MUSI RAWAS UTARA,17404,SUMATERA SELATAN
5855,LEBONG 1,22052,LEBONG,20802,BENGKULU
5856,LEBONG 2,22052,LEBONG,20802,BENGKULU
5857,LEBONG 3,22052,LEBONG,20802,BENGKULU
6652,KAUR 1,21492,KAUR,20802,BENGKULU
6653,KAUR 2,21492,KAUR,20802,BENGKULU
6654,KAUR 3,21492,KAUR,20802,BENGKULU
5877,BENGKULU TENGAH 1,20803,BENGKULU TENGAH,20802,BENGKULU
5878,BENGKULU TENGAH 2,20803,BENGKULU TENGAH,20802,BENGKULU
5879,BENGKULU TENGAH 3,20803,BENGKULU TENGAH,20802,BENGKULU
5880,BENGKULU TENGAH 4,20803,BENGKULU TENGAH,20802,BENGKULU
2480,BENGKULU SELATAN 1,20923,BENGKULU SELATAN,20802,BENGKULU
2481,BENGKULU SELATAN 2,20923,BENGKULU SELATAN,20802,BENGKULU
2482,BENGKULU SELATAN 3,20923,BENGKULU SELATAN,20802,BENGKULU
5873,REJANG LEBONG 1,21093,REJANG LEBONG,20802,BENGKULU
5874,REJANG LEBONG 2,21093,REJANG LEBONG,20802,BENGKULU
5875,REJANG LEBONG 3,21093,REJANG LEBONG,20802,BENGKULU
5876,REJANG LEBONG 4,21093,REJANG LEBONG,20802,BENGKULU
5886,BENGKULU UTARA 1,21265,BENGKULU UTARA,20802,BENGKULU
5887,BENGKULU UTARA 2,21265,BENGKULU UTARA,20802,BENGKULU
5888,BENGKULU UTARA 3,21265,BENGKULU UTARA,20802,BENGKULU
5889,BENGKULU UTARA 4,21265,BENGKULU UTARA,20802,BENGKULU
5858,SELUMA 1,21702,SELUMA,20802,BENGKULU
5859,SELUMA 2,21702,SELUMA,20802,BENGKULU
5860,SELUMA 3,21702,SELUMA,20802,BENGKULU
5861,SELUMA 4,21702,SELUMA,20802,BENGKULU
2492,MUKOMUKO 1,21885,MUKOMUKO,20802,BENGKULU
2493,MUKOMUKO 2,21885,MUKOMUKO,20802,BENGKULU
2494,MUKOMUKO 3,21885,MUKOMUKO,20802,BENGKULU
5851,KEPAHIANG 1,22135,KEPAHIANG,20802,BENGKULU
5852,KEPAHIANG 2,22135,KEPAHIANG,20802,BENGKULU
5853,KEPAHIANG 3,22135,KEPAHIANG,20802,BENGKULU
5854,KEPAHIANG 4,22135,KEPAHIANG,20802,BENGKULU
5847,KOTA BENGKULU 1,22252,KOTA BENGKULU,20802,BENGKULU
5848,KOTA BENGKULU 2,22252,KOTA BENGKULU,20802,BENGKULU
5849,KOTA BENGKULU 3,22252,KOTA BENGKULU,20802,BENGKULU
5850,KOTA BENGKULU 4,22252,KOTA BENGKULU,20802,BENGKULU
6589,PRINGSEWU 1,22329,PRINGSEWU,22328,LAMPUNG
6590,PRINGSEWU 2,22329,PRINGSEWU,22328,LAMPUNG
6591,PRINGSEWU 3,22329,PRINGSEWU,22328,LAMPUNG
6592,PRINGSEWU 4,22329,PRINGSEWU,22328,LAMPUNG
6593,PRINGSEWU 5,22329,PRINGSEWU,22328,LAMPUNG
3238,MESUJI 1,22439,MESUJI,22328,LAMPUNG
3239,MESUJI 2,22439,MESUJI,22328,LAMPUNG
3240,MESUJI 3,22439,MESUJI,22328,LAMPUNG
3241,MESUJI 4,22439,MESUJI,22328,LAMPUNG
3242,MESUJI 5,22439,MESUJI,22328,LAMPUNG
6574,TULANG BAWANG BARAT 1,22522,TULANG BAWANG BARAT,22328,LAMPUNG
6575,TULANG BAWANG BARAT 2,22522,TULANG BAWANG BARAT,22328,LAMPUNG
6576,TULANG BAWANG BARAT 3,22522,TULANG BAWANG BARAT,22328,LAMPUNG
6577,TULANG BAWANG BARAT 4,22522,TULANG BAWANG BARAT,22328,LAMPUNG
6598,LAMPUNG SELATAN 1,22605,LAMPUNG SELATAN,22328,LAMPUNG
6599,LAMPUNG SELATAN 2,22605,LAMPUNG SELATAN,22328,LAMPUNG
6600,LAMPUNG SELATAN 3,22605,LAMPUNG SELATAN,22328,LAMPUNG
6601,LAMPUNG SELATAN 4,22605,LAMPUNG SELATAN,22328,LAMPUNG
6602,LAMPUNG SELATAN 5,22605,LAMPUNG SELATAN,22328,LAMPUNG
6603,LAMPUNG SELATAN 6,22605,LAMPUNG SELATAN,22328,LAMPUNG
6604,LAMPUNG SELATAN 7,22605,LAMPUNG SELATAN,22328,LAMPUNG
6614,LAMPUNG TENGAH 1,22875,LAMPUNG TENGAH,22328,LAMPUNG
6615,LAMPUNG TENGAH 2,22875,LAMPUNG TENGAH,22328,LAMPUNG
6616,LAMPUNG TENGAH 3,22875,LAMPUNG TENGAH,22328,LAMPUNG
6617,LAMPUNG TENGAH 4,22875,LAMPUNG TENGAH,22328,LAMPUNG
6618,LAMPUNG TENGAH 5,22875,LAMPUNG TENGAH,22328,LAMPUNG
6578,LAMPUNG UTARA 1,23189,LAMPUNG UTARA,22328,LAMPUNG
6579,LAMPUNG UTARA 2,23189,LAMPUNG UTARA,22328,LAMPUNG
6580,LAMPUNG UTARA 3,23189,LAMPUNG UTARA,22328,LAMPUNG
6581,LAMPUNG UTARA 4,23189,LAMPUNG UTARA,22328,LAMPUNG
3229,LAMPUNG BARAT 1,23460,LAMPUNG BARAT,22328,LAMPUNG
3230,LAMPUNG BARAT 2,23460,LAMPUNG BARAT,22328,LAMPUNG
3231,LAMPUNG BARAT 3,23460,LAMPUNG BARAT,22328,LAMPUNG
3232,LAMPUNG BARAT 4,23460,LAMPUNG BARAT,22328,LAMPUNG
3233,LAMPUNG BARAT 5,23460,LAMPUNG BARAT,22328,LAMPUNG
3187,TULANG BAWANG 1,23737,TULANG BAWANG,22328,LAMPUNG
3188,TULANG BAWANG 2,23737,TULANG BAWANG,22328,LAMPUNG
3189,TULANG BAWANG 3,23737,TULANG BAWANG,22328,LAMPUNG
3190,TULANG BAWANG 4,23737,TULANG BAWANG,22328,LAMPUNG
3191,TULANG BAWANG 5,23737,TULANG BAWANG,22328,LAMPUNG
3192,TULANG BAWANG 6,23737,TULANG BAWANG,22328,LAMPUNG
3193,TULANG BAWANG 7,23737,TULANG BAWANG,22328,LAMPUNG
1434,TANGGAMUS 1,23903,TANGGAMUS,22328,LAMPUNG
1435,TANGGAMUS 2,23903,TANGGAMUS,22328,LAMPUNG
1436,TANGGAMUS 3,23903,TANGGAMUS,22328,LAMPUNG
1437,TANGGAMUS 4,23903,TANGGAMUS,22328,LAMPUNG
1438,TANGGAMUS 5,23903,TANGGAMUS,22328,LAMPUNG
1439,TANGGAMUS 6,23903,TANGGAMUS,22328,LAMPUNG
6556,LAMPUNG TIMUR 1,24202,LAMPUNG TIMUR,22328,LAMPUNG
6557,LAMPUNG TIMUR 2,24202,LAMPUNG TIMUR,22328,LAMPUNG
6558,LAMPUNG TIMUR 3,24202,LAMPUNG TIMUR,22328,LAMPUNG
6559,LAMPUNG TIMUR 4,24202,LAMPUNG TIMUR,22328,LAMPUNG
6560,LAMPUNG TIMUR 5,24202,LAMPUNG TIMUR,22328,LAMPUNG
6561,LAMPUNG TIMUR 6,24202,LAMPUNG TIMUR,22328,LAMPUNG
6562,LAMPUNG TIMUR 7,24202,LAMPUNG TIMUR,22328,LAMPUNG
1340,WAY KANAN 1,24484,WAY KANAN,22328,LAMPUNG
1341,WAY KANAN 2,24484,WAY KANAN,22328,LAMPUNG
1342,WAY KANAN 3,24484,WAY KANAN,22328,LAMPUNG
1343,WAY KANAN 4,24484,WAY KANAN,22328,LAMPUNG
1344,WAY KANAN 5,24484,WAY KANAN,22328,LAMPUNG
6521,KOTA BANDAR LAMPUNG 1,24709,KOTA BANDAR LAMPUNG,22328,LAMPUNG
6522,KOTA BANDAR LAMPUNG 2,24709,KOTA BANDAR LAMPUNG,22328,LAMPUNG
6523,KOTA BANDAR LAMPUNG 3,24709,KOTA BANDAR LAMPUNG,22328,LAMPUNG
6524,KOTA BANDAR LAMPUNG 4,24709,KOTA BANDAR LAMPUNG,22328,LAMPUNG
6525,KOTA BANDAR LAMPUNG 5,24709,KOTA BANDAR LAMPUNG,22328,LAMPUNG
6526,KOTA BANDAR LAMPUNG 6,24709,KOTA BANDAR LAMPUNG,22328,LAMPUNG
1559,KOTA METRO 1,24822,KOTA METRO,22328,LAMPUNG
1560,KOTA METRO 2,24822,KOTA METRO,22328,LAMPUNG
1561,KOTA METRO 3,24822,KOTA METRO,22328,LAMPUNG
1562,KOTA METRO 4,24822,KOTA METRO,22328,LAMPUNG
6533,PESAWARAN 1,24850,PESAWARAN,22328,LAMPUNG
6534,PESAWARAN 2,24850,PESAWARAN,22328,LAMPUNG
6535,PESAWARAN 3,24850,PESAWARAN,22328,LAMPUNG
6536,PESAWARAN 4,24850,PESAWARAN,22328,LAMPUNG
6537,PESAWARAN 5,24850,PESAWARAN,22328,LAMPUNG
3234,PESISIR BARAT 1,928071,PESISIR BARAT,22328,LAMPUNG
3235,PESISIR BARAT 2,928071,PESISIR BARAT,22328,LAMPUNG
3236,PESISIR BARAT 3,928071,PESISIR BARAT,22328,LAMPUNG
3237,PESISIR BARAT 4,928071,PESISIR BARAT,22328,LAMPUNG
3417,KOTA TANJUNGPINANG 1,25406,KOTA TANJUNGPINANG,25405,KEPULAUAN RIAU
3418,KOTA TANJUNGPINANG 2,25406,KOTA TANJUNGPINANG,25405,KEPULAUAN RIAU
3419,KOTA TANJUNGPINANG 3,25406,KOTA TANJUNGPINANG,25405,KEPULAUAN RIAU
6488,KEPULAUAN ANAMBAS 1,25429,KEPULAUAN ANAMBAS,25405,KEPULAUAN RIAU
6489,KEPULAUAN ANAMBAS 2,25429,KEPULAUAN ANAMBAS,25405,KEPULAUAN RIAU
6490,KEPULAUAN ANAMBAS 3,25429,KEPULAUAN ANAMBAS,25405,KEPULAUAN RIAU
3466,BINTAN 1,25471,BINTAN,25405,KEPULAUAN RIAU
3467,BINTAN 2,25471,BINTAN,25405,KEPULAUAN RIAU
3468,BINTAN 3,25471,BINTAN,25405,KEPULAUAN RIAU
3469,BINTAN 4,25471,BINTAN,25405,KEPULAUAN RIAU
2250,KARIMUN 1,25533,KARIMUN,25405,KEPULAUAN RIAU
2251,KARIMUN 2,25533,KARIMUN,25405,KEPULAUAN RIAU
2252,KARIMUN 3,25533,KARIMUN,25405,KEPULAUAN RIAU
2253,KARIMUN 4,25533,KARIMUN,25405,KEPULAUAN RIAU
2264,NATUNA 1,25597,NATUNA,25405,KEPULAUAN RIAU
2265,NATUNA 2,25597,NATUNA,25405,KEPULAUAN RIAU
2266,NATUNA 3,25597,NATUNA,25405,KEPULAUAN RIAU
6430,LINGGA 1,25683,LINGGA,25405,KEPULAUAN RIAU
6431,LINGGA 2,25683,LINGGA,25405,KEPULAUAN RIAU
6432,LINGGA 3,25683,LINGGA,25405,KEPULAUAN RIAU
3424,KOTA BATAM 1,25746,KOTA BATAM,25405,KEPULAUAN RIAU
3425,KOTA BATAM 2,25746,KOTA BATAM,25405,KEPULAUAN RIAU
3426,KOTA BATAM 3,25746,KOTA BATAM,25405,KEPULAUAN RIAU
3427,KOTA BATAM 4,25746,KOTA BATAM,25405,KEPULAUAN RIAU
3428,KOTA BATAM 5,25746,KOTA BATAM,25405,KEPULAUAN RIAU
3429,KOTA BATAM 6,25746,KOTA BATAM,25405,KEPULAUAN RIAU
4848,BOGOR 1,26142,BOGOR,26141,JAWA BARAT
4849,BOGOR 2,26142,BOGOR,26141,JAWA BARAT
4850,BOGOR 3,26142,BOGOR,26141,JAWA BARAT
4851,BOGOR 4,26142,BOGOR,26141,JAWA BARAT
4852,BOGOR 5,26142,BOGOR,26141,JAWA BARAT
4853,BOGOR 6,26142,BOGOR,26141,JAWA BARAT
6625,SUKABUMI 1,26611,SUKABUMI,26141,JAWA BARAT
6626,SUKABUMI 2,26611,SUKABUMI,26141,JAWA BARAT
6627,SUKABUMI 3,26611,SUKABUMI,26141,JAWA BARAT
6628,SUKABUMI 4,26611,SUKABUMI,26141,JAWA BARAT
6629,SUKABUMI 5,26611,SUKABUMI,26141,JAWA BARAT
6630,SUKABUMI 6,26611,SUKABUMI,26141,JAWA BARAT
4781,CIANJUR 1,27026,CIANJUR,26141,JAWA BARAT
4782,CIANJUR 2,27026,CIANJUR,26141,JAWA BARAT
4783,CIANJUR 3,27026,CIANJUR,26141,JAWA BARAT
4784,CIANJUR 4,27026,CIANJUR,26141,JAWA BARAT
4785,CIANJUR 5,27026,CIANJUR,26141,JAWA BARAT
3620,BANDUNG 1,27407,BANDUNG,26141,JAWA BARAT
3621,BANDUNG 2,27407,BANDUNG,26141,JAWA BARAT
3622,BANDUNG 3,27407,BANDUNG,26141,JAWA BARAT
3623,BANDUNG 4,27407,BANDUNG,26141,JAWA BARAT
3624,BANDUNG 5,27407,BANDUNG,26141,JAWA BARAT
3625,BANDUNG 6,27407,BANDUNG,26141,JAWA BARAT
3626,BANDUNG 7,27407,BANDUNG,26141,JAWA BARAT
6063,GARUT 1,27714,GARUT,26141,JAWA BARAT
6064,GARUT 2,27714,GARUT,26141,JAWA BARAT
6065,GARUT 3,27714,GARUT,26141,JAWA BARAT
6066,GARUT 4,27714,GARUT,26141,JAWA BARAT
6067,GARUT 5,27714,GARUT,26141,JAWA BARAT
4876,TASIKMALAYA 1,28182,TASIKMALAYA,26141,JAWA BARAT
4877,TASIKMALAYA 2,28182,TASIKMALAYA,26141,JAWA BARAT
4878,TASIKMALAYA 3,28182,TASIKMALAYA,26141,JAWA BARAT
4879,TASIKMALAYA 4,28182,TASIKMALAYA,26141,JAWA BARAT
4880,TASIKMALAYA 5,28182,TASIKMALAYA,26141,JAWA BARAT
4881,TASIKMALAYA 6,28182,TASIKMALAYA,26141,JAWA BARAT
4882,TASIKMALAYA 7,28182,TASIKMALAYA,26141,JAWA BARAT
6619,CIAMIS 1,28573,CIAMIS,26141,JAWA BARAT
6620,CIAMIS 2,28573,CIAMIS,26141,JAWA BARAT
6621,CIAMIS 3,28573,CIAMIS,26141,JAWA BARAT
6622,CIAMIS 4,28573,CIAMIS,26141,JAWA BARAT
6623,CIAMIS 5,28573,CIAMIS,26141,JAWA BARAT
6624,CIAMIS 6,28573,CIAMIS,26141,JAWA BARAT
4903,KUNINGAN 1,28960,KUNINGAN,26141,JAWA BARAT
4904,KUNINGAN 2,28960,KUNINGAN,26141,JAWA BARAT
4905,KUNINGAN 3,28960,KUNINGAN,26141,JAWA BARAT
4906,KUNINGAN 4,28960,KUNINGAN,26141,JAWA BARAT
4907,KUNINGAN 5,28960,KUNINGAN,26141,JAWA BARAT
6030,CIREBON 1,29369,CIREBON,26141,JAWA BARAT
6031,CIREBON 2,29369,CIREBON,26141,JAWA BARAT
6032,CIREBON 3,29369,CIREBON,26141,JAWA BARAT
6033,CIREBON 4,29369,CIREBON,26141,JAWA BARAT
6034,CIREBON 5,29369,CIREBON,26141,JAWA BARAT
6035,CIREBON 6,29369,CIREBON,26141,JAWA BARAT
6036,CIREBON 7,29369,CIREBON,26141,JAWA BARAT
5209,MAJALENGKA 1,29834,MAJALENGKA,26141,JAWA BARAT
5210,MAJALENGKA 2,29834,MAJALENGKA,26141,JAWA BARAT
5211,MAJALENGKA 3,29834,MAJALENGKA,26141,JAWA BARAT
5212,MAJALENGKA 4,29834,MAJALENGKA,26141,JAWA BARAT
5213,MAJALENGKA 5,29834,MAJALENGKA,26141,JAWA BARAT
5220,SUMEDANG 1,30197,SUMEDANG,26141,JAWA BARAT
5221,SUMEDANG 2,30197,SUMEDANG,26141,JAWA BARAT
5222,SUMEDANG 3,30197,SUMEDANG,26141,JAWA BARAT
5223,SUMEDANG 4,30197,SUMEDANG,26141,JAWA BARAT
