domainName,idKab,idParent,idPro,idWilayah,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah,json_dcs_dprd_kabkota
lomboktimurkab,54260,54020,54020,54260,5203,520300,5203000000,52,LOMBOK TIMUR,NUSA TENGGARA BARAT,LOMBOK TIMUR,2,"[{""id"":3103,""nama"":""LOMBOK TIMUR 1"",""parent"":971,""tingkat"":2,""jumlahPenduduk"":252936,""alokasiKursi"":9,""sisaPenduduk"":20754,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":54260,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:31:00 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:31:00 PM"",""totalAlokasiKursi"":10,""idVersi"":822,""noDapil"":1,""statusCoterminous"":true},{""id"":3104,""nama"":""LOMBOK TIMUR 2"",""parent"":976,""tingkat"":2,""jumlahPenduduk"":309995,""alokasiKursi"":12,""sisaPenduduk"":419,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":54260,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:31:00 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:31:00 PM"",""totalAlokasiKursi"":12,""idVersi"":822,""noDapil"":2,""statusCoterminous"":true},{""id"":3105,""nama"":""LOMBOK TIMUR 3"",""parent"":961,""tingkat"":2,""jumlahPenduduk"":192091,""alokasiKursi"":7,""sisaPenduduk"":11505,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":54260,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:31:00 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:31:00 PM"",""totalAlokasiKursi"":8,""idVersi"":822,""noDapil"":3,""statusCoterminous"":true},{""id"":3106,""nama"":""LOMBOK TIMUR 4"",""parent"":970,""tingkat"":2,""jumlahPenduduk"":265813,""alokasiKursi"":10,""sisaPenduduk"":7833,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":54260,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:31:00 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:31:00 PM"",""totalAlokasiKursi"":10,""idVersi"":822,""noDapil"":4,""statusCoterminous"":true},{""id"":3107,""nama"":""LOMBOK TIMUR 5"",""parent"":972,""tingkat"":2,""jumlahPenduduk"":269072,""alokasiKursi"":10,""sisaPenduduk"":11092,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":54260,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:31:00 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:31:00 PM"",""totalAlokasiKursi"":10,""idVersi"":822,""noDapil"":5,""statusCoterminous"":true}]"
sumbawakab,54400,54020,54020,54400,5204,520400,5204000000,52,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA,2,"[{""id"":6025,""nama"":""SUMBAWA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":100988,""alokasiKursi"":8,""sisaPenduduk"":10460,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":54400,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:39:08 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:39:08 PM"",""totalAlokasiKursi"":9,""idVersi"":1446,""noDapil"":1,""statusCoterminous"":false},{""id"":6026,""nama"":""SUMBAWA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":112378,""alokasiKursi"":9,""sisaPenduduk"":10534,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":54400,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:39:08 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:39:08 PM"",""totalAlokasiKursi"":10,""idVersi"":1446,""noDapil"":2,""statusCoterminous"":false},{""id"":6027,""nama"":""SUMBAWA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":106633,""alokasiKursi"":9,""sisaPenduduk"":4789,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":54400,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:39:08 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:39:08 PM"",""totalAlokasiKursi"":9,""idVersi"":1446,""noDapil"":3,""statusCoterminous"":false},{""id"":6028,""nama"":""SUMBAWA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":118129,""alokasiKursi"":10,""sisaPenduduk"":4969,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":54400,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:39:08 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:39:08 PM"",""totalAlokasiKursi"":11,""idVersi"":1446,""noDapil"":4,""statusCoterminous"":false},{""id"":6029,""nama"":""SUMBAWA 5"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":71106,""alokasiKursi"":6,""sisaPenduduk"":3210,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":54400,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:39:08 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:39:08 PM"",""totalAlokasiKursi"":6,""idVersi"":1446,""noDapil"":5,""statusCoterminous"":false}]"
dompukab,54590,54020,54020,54590,5205,520500,5205000000,52,DOMPU,NUSA TENGGARA BARAT,DOMPU,2,"[{""id"":3144,""nama"":""DOMPU 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":79094,""alokasiKursi"":11,""sisaPenduduk"":345,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":54590,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:43:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:43:05 PM"",""totalAlokasiKursi"":11,""idVersi"":831,""noDapil"":1,""statusCoterminous"":false},{""id"":3145,""nama"":""DOMPU 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":50909,""alokasiKursi"":7,""sisaPenduduk"":796,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":54590,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:43:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:43:05 PM"",""totalAlokasiKursi"":7,""idVersi"":831,""noDapil"":2,""statusCoterminous"":false},{""id"":3146,""nama"":""DOMPU 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":39150,""alokasiKursi"":5,""sisaPenduduk"":3355,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":54590,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:43:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:43:05 PM"",""totalAlokasiKursi"":6,""idVersi"":831,""noDapil"":3,""statusCoterminous"":false},{""id"":3147,""nama"":""DOMPU 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":45642,""alokasiKursi"":6,""sisaPenduduk"":2688,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":54590,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:43:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:43:05 PM"",""totalAlokasiKursi"":6,""idVersi"":831,""noDapil"":4,""statusCoterminous"":false}]"
bimakab,54666,54020,54020,54666,5206,520600,5206000000,52,BIMA,NUSA TENGGARA BARAT,BIMA,2,"[{""id"":6042,""nama"":""BIMA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":96621,""alokasiKursi"":8,""sisaPenduduk"":3349,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":54666,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:47:19 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:47:19 PM"",""totalAlokasiKursi"":8,""idVersi"":1449,""noDapil"":1,""statusCoterminous"":false},{""id"":6043,""nama"":""BIMA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":82943,""alokasiKursi"":7,""sisaPenduduk"":1330,""peringkatPenduduk"":6,""alokasiSisaKursi"":0,""idWilayah"":54666,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:47:19 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:47:19 PM"",""totalAlokasiKursi"":7,""idVersi"":1449,""noDapil"":2,""statusCoterminous"":false},{""id"":6044,""nama"":""BIMA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":63759,""alokasiKursi"":5,""sisaPenduduk"":5464,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":54666,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:47:19 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:47:19 PM"",""totalAlokasiKursi"":6,""idVersi"":1449,""noDapil"":3,""statusCoterminous"":false},{""id"":6045,""nama"":""BIMA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":56882,""alokasiKursi"":4,""sisaPenduduk"":10246,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":54666,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:47:19 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:47:19 PM"",""totalAlokasiKursi"":5,""idVersi"":1449,""noDapil"":4,""statusCoterminous"":false},{""id"":6046,""nama"":""BIMA 5"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":108189,""alokasiKursi"":9,""sisaPenduduk"":3258,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":54666,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:47:19 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:47:19 PM"",""totalAlokasiKursi"":9,""idVersi"":1449,""noDapil"":5,""statusCoterminous"":false},{""id"":6047,""nama"":""BIMA 6"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":116283,""alokasiKursi"":9,""sisaPenduduk"":11352,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":54666,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:47:19 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:47:19 PM"",""totalAlokasiKursi"":10,""idVersi"":1449,""noDapil"":6,""statusCoterminous"":false}]"
sumbawabaratkab,54853,54020,54020,54853,5207,520700,5207000000,52,SUMBAWA BARAT,NUSA TENGGARA BARAT,SUMBAWA BARAT,2,"[{""id"":3128,""nama"":""SUMBAWA BARAT 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":52124,""alokasiKursi"":9,""sisaPenduduk"":3515,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":54853,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:34:36 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:34:36 PM"",""totalAlokasiKursi"":10,""idVersi"":827,""noDapil"":1,""statusCoterminous"":false},{""id"":3129,""nama"":""SUMBAWA BARAT 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":51992,""alokasiKursi"":9,""sisaPenduduk"":3383,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":54853,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:34:36 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:34:36 PM"",""totalAlokasiKursi"":9,""idVersi"":827,""noDapil"":2,""statusCoterminous"":false},{""id"":3130,""nama"":""SUMBAWA BARAT 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":30915,""alokasiKursi"":5,""sisaPenduduk"":3910,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":54853,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:34:36 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:34:36 PM"",""totalAlokasiKursi"":6,""idVersi"":827,""noDapil"":3,""statusCoterminous"":false}]"
mataramkota,54925,54020,54020,54925,5271,527100,5271000000,52,KOTA MATARAM,NUSA TENGGARA BARAT,KOTA MATARAM,2,"[{""id"":4254,""nama"":""KOTA MATARAM 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":76934,""alokasiKursi"":7,""sisaPenduduk"":3525,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":54925,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:43:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:43:23 PM"",""totalAlokasiKursi"":7,""idVersi"":1087,""noDapil"":1,""statusCoterminous"":false},{""id"":4255,""nama"":""KOTA MATARAM 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":54082,""alokasiKursi"":5,""sisaPenduduk"":1647,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":54925,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:43:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:43:23 PM"",""totalAlokasiKursi"":5,""idVersi"":1087,""noDapil"":2,""statusCoterminous"":false},{""id"":4256,""nama"":""KOTA MATARAM 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":86512,""alokasiKursi"":8,""sisaPenduduk"":2616,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":54925,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:43:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:43:23 PM"",""totalAlokasiKursi"":8,""idVersi"":1087,""noDapil"":3,""statusCoterminous"":false},{""id"":4257,""nama"":""KOTA MATARAM 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":67944,""alokasiKursi"":6,""sisaPenduduk"":5022,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":54925,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:43:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:43:23 PM"",""totalAlokasiKursi"":7,""idVersi"":1087,""noDapil"":4,""statusCoterminous"":false},{""id"":4258,""nama"":""KOTA MATARAM 5"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":69553,""alokasiKursi"":6,""sisaPenduduk"":6631,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":54925,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:43:24 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:43:24 PM"",""totalAlokasiKursi"":7,""idVersi"":1087,""noDapil"":5,""statusCoterminous"":false},{""id"":4259,""nama"":""KOTA MATARAM 6"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":64481,""alokasiKursi"":6,""sisaPenduduk"":1559,""peringkatPenduduk"":6,""alokasiSisaKursi"":0,""idWilayah"":54925,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:43:24 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:43:24 PM"",""totalAlokasiKursi"":6,""idVersi"":1087,""noDapil"":6,""statusCoterminous"":false}]"
bimakota,54982,54020,54020,54982,5272,527200,5272000000,52,KOTA BIMA,NUSA TENGGARA BARAT,KOTA BIMA,2,"[{""id"":6053,""nama"":""KOTA BIMA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":53248,""alokasiKursi"":9,""sisaPenduduk"":2389,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":54982,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:49:17 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:49:17 PM"",""totalAlokasiKursi"":10,""idVersi"":1451,""noDapil"":1,""statusCoterminous"":false},{""id"":6054,""nama"":""KOTA BIMA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":58609,""alokasiKursi"":10,""sisaPenduduk"":2099,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":54982,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:49:17 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:49:17 PM"",""totalAlokasiKursi"":10,""idVersi"":1451,""noDapil"":2,""statusCoterminous"":false},{""id"":6055,""nama"":""KOTA BIMA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":29437,""alokasiKursi"":5,""sisaPenduduk"":1182,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":54982,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:49:17 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:49:17 PM"",""totalAlokasiKursi"":5,""idVersi"":1451,""noDapil"":3,""statusCoterminous"":false}]"
lombokutarakab,55026,54020,54020,55026,5208,520800,5208000000,52,LOMBOK UTARA,NUSA TENGGARA BARAT,LOMBOK UTARA,2,"[{""id"":3062,""nama"":""LOMBOK UTARA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":89106,""alokasiKursi"":11,""sisaPenduduk"":3427,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":55026,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:24:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:24:40 PM"",""totalAlokasiKursi"":11,""idVersi"":814,""noDapil"":1,""statusCoterminous"":false},{""id"":3063,""nama"":""LOMBOK UTARA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":93847,""alokasiKursi"":12,""sisaPenduduk"":379,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":55026,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:24:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:24:40 PM"",""totalAlokasiKursi"":12,""idVersi"":814,""noDapil"":2,""statusCoterminous"":false},{""id"":3064,""nama"":""LOMBOK UTARA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":50738,""alokasiKursi"":6,""sisaPenduduk"":4004,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":55026,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 3:24:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:24:40 PM"",""totalAlokasiKursi"":7,""idVersi"":814,""noDapil"":3,""statusCoterminous"":false}]"
kupangkab,55066,55065,55065,55066,5301,530100,5301000000,53,KUPANG,NUSA TENGGARA TIMUR,KUPANG,2,"[{""id"":1440,""nama"":""KUPANG 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":115308,""alokasiKursi"":11,""sisaPenduduk"":4670,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":55066,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:51:53 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:51:53 AM"",""totalAlokasiKursi"":12,""idVersi"":438,""noDapil"":1,""statusCoterminous"":false},{""id"":1441,""nama"":""KUPANG 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":107700,""alokasiKursi"":10,""sisaPenduduk"":7120,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":55066,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:51:53 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:51:53 AM"",""totalAlokasiKursi"":11,""idVersi"":438,""noDapil"":2,""statusCoterminous"":false},{""id"":1442,""nama"":""KUPANG 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":64247,""alokasiKursi"":6,""sisaPenduduk"":3899,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":55066,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:51:53 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:51:53 AM"",""totalAlokasiKursi"":6,""idVersi"":438,""noDapil"":3,""statusCoterminous"":false},{""id"":1443,""nama"":""KUPANG 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":115065,""alokasiKursi"":11,""sisaPenduduk"":4427,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":55066,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 2:51:53 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:51:53 AM"",""totalAlokasiKursi"":11,""idVersi"":438,""noDapil"":4,""statusCoterminous"":false}]"
ttskab,55347,55065,55065,55347,5302,530200,5302000000,53,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2,"[{""id"":6108,""nama"":""TIMOR TENGAH SELATAN 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":94850,""alokasiKursi"":8,""sisaPenduduk"":2082,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":55347,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 1:58:38 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 1:58:38 PM"",""totalAlokasiKursi"":8,""idVersi"":1466,""noDapil"":1,""statusCoterminous"":false},{""id"":6109,""nama"":""TIMOR TENGAH SELATAN 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":77154,""alokasiKursi"":6,""sisaPenduduk"":7578,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":55347,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 1:58:38 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 1:58:38 PM"",""totalAlokasiKursi"":7,""idVersi"":1466,""noDapil"":2,""statusCoterminous"":false},{""id"":6110,""nama"":""TIMOR TENGAH SELATAN 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":93060,""alokasiKursi"":8,""sisaPenduduk"":292,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":55347,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 1:58:38 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 1:58:38 PM"",""totalAlokasiKursi"":8,""idVersi"":1466,""noDapil"":3,""statusCoterminous"":false},{""id"":6111,""nama"":""TIMOR TENGAH SELATAN 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":104080,""alokasiKursi"":8,""sisaPenduduk"":11312,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":55347,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 1:58:38 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 1:58:38 PM"",""totalAlokasiKursi"":9,""idVersi"":1466,""noDapil"":4,""statusCoterminous"":false},{""id"":6112,""nama"":""TIMOR TENGAH SELATAN 5"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":94713,""alokasiKursi"":8,""sisaPenduduk"":1945,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":55347,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 1:58:38 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 1:58:38 PM"",""totalAlokasiKursi"":8,""idVersi"":1466,""noDapil"":5,""statusCoterminous"":false}]"
ttukab,55620,55065,55065,55620,5303,530300,5303000000,53,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,2,"[{""id"":6117,""nama"":""TIMOR TENGAH UTARA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":96226,""alokasiKursi"":10,""sisaPenduduk"":8516,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":55620,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 2:02:11 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 2:02:11 PM"",""totalAlokasiKursi"":11,""idVersi"":1468,""noDapil"":1,""statusCoterminous"":false},{""id"":6118,""nama"":""TIMOR TENGAH UTARA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":57194,""alokasiKursi"":6,""sisaPenduduk"":4568,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":55620,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 2:02:11 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 2:02:11 PM"",""totalAlokasiKursi"":7,""idVersi"":1468,""noDapil"":2,""statusCoterminous"":false},{""id"":6119,""nama"":""TIMOR TENGAH UTARA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":55541,""alokasiKursi"":6,""sisaPenduduk"":2915,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":55620,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 2:02:11 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 2:02:11 PM"",""totalAlokasiKursi"":6,""idVersi"":1468,""noDapil"":3,""statusCoterminous"":false},{""id"":6120,""nama"":""TIMOR TENGAH UTARA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":54188,""alokasiKursi"":6,""sisaPenduduk"":1562,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":55620,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 2:02:11 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 2:02:11 PM"",""totalAlokasiKursi"":6,""idVersi"":1468,""noDapil"":4,""statusCoterminous"":false}]"
