domainName,idKab,idParent,idPro,idWilayah,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah,json_dcs_dprd_kabkota
muratarakab,928070,17404,17404,928070,1613,161300,1613000000,16,MUSI RAWAS UTARA,SUMATERA SELATAN,MUSI RAWAS UTARA,2,"[{""id"":5717,""nama"":""MUSI RAWAS UTARA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":55194,""alokasiKursi"":7,""sisaPenduduk"":2365,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":928070,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 11:32:38 PM"",""updatedBy"":""vici"",""updatedAt"":""Dec 31, 2017 11:32:38 PM"",""totalAlokasiKursi"":7,""idVersi"":1379,""noDapil"":1,""statusCoterminous"":false},{""id"":5718,""nama"":""MUSI RAWAS UTARA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":30758,""alokasiKursi"":4,""sisaPenduduk"":570,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":928070,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 11:32:38 PM"",""updatedBy"":""vici"",""updatedAt"":""Dec 31, 2017 11:32:38 PM"",""totalAlokasiKursi"":4,""idVersi"":1379,""noDapil"":2,""statusCoterminous"":false},{""id"":5719,""nama"":""MUSI RAWAS UTARA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":45781,""alokasiKursi"":6,""sisaPenduduk"":499,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":928070,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 11:32:38 PM"",""updatedBy"":""vici"",""updatedAt"":""Dec 31, 2017 11:32:38 PM"",""totalAlokasiKursi"":6,""idVersi"":1379,""noDapil"":3,""statusCoterminous"":false},{""id"":5720,""nama"":""MUSI RAWAS UTARA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":56947,""alokasiKursi"":7,""sisaPenduduk"":4118,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":928070,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 11:32:38 PM"",""updatedBy"":""vici"",""updatedAt"":""Dec 31, 2017 11:32:38 PM"",""totalAlokasiKursi"":8,""idVersi"":1379,""noDapil"":4,""statusCoterminous"":false}]"
lebongkab,22052,20802,20802,22052,1707,170700,1707000000,17,LEBONG,BENGKULU,LEBONG,2,"[{""id"":5855,""nama"":""LEBONG 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":52809,""alokasiKursi"":11,""sisaPenduduk"":2792,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":22052,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:44:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:44:23 PM"",""totalAlokasiKursi"":12,""idVersi"":1405,""noDapil"":1,""statusCoterminous"":false},{""id"":5856,""nama"":""LEBONG 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":33550,""alokasiKursi"":7,""sisaPenduduk"":1721,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":22052,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:44:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:44:23 PM"",""totalAlokasiKursi"":7,""idVersi"":1405,""noDapil"":2,""statusCoterminous"":false},{""id"":5857,""nama"":""LEBONG 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":27318,""alokasiKursi"":6,""sisaPenduduk"":36,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":22052,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:44:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:44:23 PM"",""totalAlokasiKursi"":6,""idVersi"":1405,""noDapil"":3,""statusCoterminous"":false}]"
kaurkab,21492,20802,20802,21492,1704,170400,1704000000,17,KAUR,BENGKULU,KAUR,2,"[{""id"":6652,""nama"":""KAUR 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":48089,""alokasiKursi"":9,""sisaPenduduk"":2819,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":21492,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:41:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:41:40 PM"",""totalAlokasiKursi"":10,""idVersi"":1585,""noDapil"":1,""statusCoterminous"":false},{""id"":6653,""nama"":""KAUR 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":30431,""alokasiKursi"":6,""sisaPenduduk"":251,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":21492,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:41:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:41:40 PM"",""totalAlokasiKursi"":6,""idVersi"":1585,""noDapil"":2,""statusCoterminous"":false},{""id"":6654,""nama"":""KAUR 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":47248,""alokasiKursi"":9,""sisaPenduduk"":1978,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":21492,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:41:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:41:40 PM"",""totalAlokasiKursi"":9,""idVersi"":1585,""noDapil"":3,""statusCoterminous"":false}]"
bengkulutengahkab,20803,20802,20802,20803,1709,170900,1709000000,17,BENGKULU TENGAH,BENGKULU,BENGKULU TENGAH,2,"[{""id"":5877,""nama"":""BENGKULU TENGAH 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":27143,""alokasiKursi"":6,""sisaPenduduk"":1013,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":20803,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:26:30 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:26:30 PM"",""totalAlokasiKursi"":6,""idVersi"":1411,""noDapil"":1,""statusCoterminous"":false},{""id"":5878,""nama"":""BENGKULU TENGAH 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":36391,""alokasiKursi"":8,""sisaPenduduk"":1551,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":20803,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:26:30 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:26:30 PM"",""totalAlokasiKursi"":8,""idVersi"":1411,""noDapil"":2,""statusCoterminous"":false},{""id"":5879,""nama"":""BENGKULU TENGAH 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":20385,""alokasiKursi"":4,""sisaPenduduk"":2965,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":20803,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:26:30 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:26:30 PM"",""totalAlokasiKursi"":5,""idVersi"":1411,""noDapil"":3,""statusCoterminous"":false},{""id"":5880,""nama"":""BENGKULU TENGAH 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":24970,""alokasiKursi"":5,""sisaPenduduk"":3195,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":20803,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:26:30 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:26:30 PM"",""totalAlokasiKursi"":6,""idVersi"":1411,""noDapil"":4,""statusCoterminous"":false}]"
bengkuluselatankab,20923,20802,20802,20923,1701,170100,1701000000,17,BENGKULU SELATAN,BENGKULU,BENGKULU SELATAN,2,"[{""id"":2480,""nama"":""BENGKULU SELATAN 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":65586,""alokasiKursi"":9,""sisaPenduduk"":6465,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":20923,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 4:22:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:22:23 PM"",""totalAlokasiKursi"":10,""idVersi"":682,""noDapil"":1,""statusCoterminous"":false},{""id"":2481,""nama"":""BENGKULU SELATAN 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":42288,""alokasiKursi"":6,""sisaPenduduk"":2874,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":20923,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 4:22:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:22:23 PM"",""totalAlokasiKursi"":6,""idVersi"":682,""noDapil"":2,""statusCoterminous"":false},{""id"":2482,""nama"":""BENGKULU SELATAN 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":56363,""alokasiKursi"":8,""sisaPenduduk"":3811,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":20923,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 4:22:23 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:22:23 PM"",""totalAlokasiKursi"":9,""idVersi"":682,""noDapil"":3,""statusCoterminous"":false}]"
rejanglebongkab,21093,20802,20802,21093,1702,170200,1702000000,17,REJANG LEBONG,BENGKULU,REJANG LEBONG,2,"[{""id"":5873,""nama"":""REJANG LEBONG 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":72247,""alokasiKursi"":7,""sisaPenduduk"":7931,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":21093,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:32:57 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:32:57 PM"",""totalAlokasiKursi"":8,""idVersi"":1410,""noDapil"":1,""statusCoterminous"":false},{""id"":5874,""nama"":""REJANG LEBONG 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":57570,""alokasiKursi"":6,""sisaPenduduk"":2442,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":21093,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:32:57 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:32:57 PM"",""totalAlokasiKursi"":6,""idVersi"":1410,""noDapil"":2,""statusCoterminous"":false},{""id"":5875,""nama"":""REJANG LEBONG 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":61757,""alokasiKursi"":6,""sisaPenduduk"":6629,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":21093,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:32:57 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:32:57 PM"",""totalAlokasiKursi"":7,""idVersi"":1410,""noDapil"":3,""statusCoterminous"":false},{""id"":5876,""nama"":""REJANG LEBONG 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":84066,""alokasiKursi"":9,""sisaPenduduk"":1374,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":21093,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:32:57 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:32:57 PM"",""totalAlokasiKursi"":9,""idVersi"":1410,""noDapil"":4,""statusCoterminous"":false}]"
bengkuluutarakab,21265,20802,20802,21265,1703,170300,1703000000,17,BENGKULU UTARA,BENGKULU,BENGKULU UTARA,2,"[{""id"":5886,""nama"":""BENGKULU UTARA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":76865,""alokasiKursi"":8,""sisaPenduduk"":2409,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":21265,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:15:59 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:15:59 PM"",""totalAlokasiKursi"":8,""idVersi"":1413,""noDapil"":1,""statusCoterminous"":false},{""id"":5887,""nama"":""BENGKULU UTARA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":49751,""alokasiKursi"":5,""sisaPenduduk"":3216,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":21265,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:15:59 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:15:59 PM"",""totalAlokasiKursi"":5,""idVersi"":1413,""noDapil"":2,""statusCoterminous"":false},{""id"":5888,""nama"":""BENGKULU UTARA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":52968,""alokasiKursi"":5,""sisaPenduduk"":6433,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":21265,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:15:59 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:15:59 PM"",""totalAlokasiKursi"":6,""idVersi"":1413,""noDapil"":3,""statusCoterminous"":false},{""id"":5889,""nama"":""BENGKULU UTARA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":99639,""alokasiKursi"":10,""sisaPenduduk"":6569,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":21265,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:15:59 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:15:59 PM"",""totalAlokasiKursi"":11,""idVersi"":1413,""noDapil"":4,""statusCoterminous"":false}]"
selumakab,21702,20802,20802,21702,1705,170500,1705000000,17,SELUMA,BENGKULU,SELUMA,2,"[{""id"":5858,""nama"":""SELUMA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":52894,""alokasiKursi"":7,""sisaPenduduk"":4461,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":21702,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:51:25 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:51:25 PM"",""totalAlokasiKursi"":7,""idVersi"":1406,""noDapil"":1,""statusCoterminous"":false},{""id"":5859,""nama"":""SELUMA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":46466,""alokasiKursi"":6,""sisaPenduduk"":4952,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":21702,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:51:25 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:51:25 PM"",""totalAlokasiKursi"":7,""idVersi"":1406,""noDapil"":2,""statusCoterminous"":false},{""id"":5860,""nama"":""SELUMA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":41241,""alokasiKursi"":5,""sisaPenduduk"":6646,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":21702,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:51:25 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:51:25 PM"",""totalAlokasiKursi"":6,""idVersi"":1406,""noDapil"":3,""statusCoterminous"":false},{""id"":5861,""nama"":""SELUMA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":66986,""alokasiKursi"":9,""sisaPenduduk"":4715,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":21702,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 3:51:25 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 3:51:25 PM"",""totalAlokasiKursi"":10,""idVersi"":1406,""noDapil"":4,""statusCoterminous"":false}]"
mukomukokab,21885,20802,20802,21885,1706,170600,1706000000,17,MUKOMUKO,BENGKULU,MUKOMUKO,2,"[{""id"":2492,""nama"":""MUKOMUKO 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":61551,""alokasiKursi"":8,""sisaPenduduk"":5639,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":21885,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 4:30:49 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:30:49 PM"",""totalAlokasiKursi"":9,""idVersi"":685,""noDapil"":1,""statusCoterminous"":false},{""id"":2493,""nama"":""MUKOMUKO 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":57355,""alokasiKursi"":8,""sisaPenduduk"":1443,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":21885,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 4:30:49 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:30:49 PM"",""totalAlokasiKursi"":8,""idVersi"":685,""noDapil"":2,""statusCoterminous"":false},{""id"":2494,""nama"":""MUKOMUKO 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":55836,""alokasiKursi"":7,""sisaPenduduk"":6913,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":21885,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 4:30:50 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:30:50 PM"",""totalAlokasiKursi"":8,""idVersi"":685,""noDapil"":3,""statusCoterminous"":false}]"
kepahiangkab,22135,20802,20802,22135,1708,170800,1708000000,17,KEPAHIANG,BENGKULU,KEPAHIANG,2,"[{""id"":5851,""nama"":""KEPAHIANG 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":49948,""alokasiKursi"":8,""sisaPenduduk"":2692,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":22135,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:48:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:48:05 PM"",""totalAlokasiKursi"":8,""idVersi"":1404,""noDapil"":1,""statusCoterminous"":false},{""id"":5852,""nama"":""KEPAHIANG 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":32471,""alokasiKursi"":5,""sisaPenduduk"":2936,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":22135,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:48:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:48:05 PM"",""totalAlokasiKursi"":6,""idVersi"":1404,""noDapil"":2,""statusCoterminous"":false},{""id"":5853,""nama"":""KEPAHIANG 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":30773,""alokasiKursi"":5,""sisaPenduduk"":1238,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":22135,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:48:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:48:05 PM"",""totalAlokasiKursi"":5,""idVersi"":1404,""noDapil"":3,""statusCoterminous"":false},{""id"":5854,""nama"":""KEPAHIANG 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":34485,""alokasiKursi"":5,""sisaPenduduk"":4950,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":22135,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:48:05 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:48:05 PM"",""totalAlokasiKursi"":6,""idVersi"":1404,""noDapil"":4,""statusCoterminous"":false}]"
bengkulukota,22252,20802,20802,22252,1771,177100,1771000000,17,KOTA BENGKULU,BENGKULU,KOTA BENGKULU,2,"[{""id"":5847,""nama"":""KOTA BENGKULU 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":94479,""alokasiKursi"":9,""sisaPenduduk"":726,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":22252,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:50:03 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:50:03 PM"",""totalAlokasiKursi"":9,""idVersi"":1403,""noDapil"":1,""statusCoterminous"":false},{""id"":5848,""nama"":""KOTA BENGKULU 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":106112,""alokasiKursi"":10,""sisaPenduduk"":1942,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":22252,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:50:03 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:50:03 PM"",""totalAlokasiKursi"":10,""idVersi"":1403,""noDapil"":2,""statusCoterminous"":false},{""id"":5849,""nama"":""KOTA BENGKULU 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":85273,""alokasiKursi"":8,""sisaPenduduk"":1937,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":22252,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:50:03 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:50:03 PM"",""totalAlokasiKursi"":8,""idVersi"":1403,""noDapil"":3,""statusCoterminous"":false},{""id"":5850,""nama"":""KOTA BENGKULU 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":78740,""alokasiKursi"":7,""sisaPenduduk"":5821,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":22252,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:50:03 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 4:50:03 PM"",""totalAlokasiKursi"":8,""idVersi"":1403,""noDapil"":4,""statusCoterminous"":false}]"
pringsewukab,22329,22328,22328,22329,1810,181000,1810000000,18,PRINGSEWU,LAMPUNG,PRINGSEWU,2,"[{""id"":6589,""nama"":""PRINGSEWU 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":82940,""alokasiKursi"":7,""sisaPenduduk"":9237,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":22329,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 3:19:15 AM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 3:19:15 AM"",""totalAlokasiKursi"":8,""idVersi"":1573,""noDapil"":1,""statusCoterminous"":false},{""id"":6590,""nama"":""PRINGSEWU 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":91862,""alokasiKursi"":8,""sisaPenduduk"":7630,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":22329,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 3:19:15 AM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 3:19:15 AM"",""totalAlokasiKursi"":9,""idVersi"":1573,""noDapil"":2,""statusCoterminous"":false},{""id"":6591,""nama"":""PRINGSEWU 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":78119,""alokasiKursi"":7,""sisaPenduduk"":4416,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":22329,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 3:19:15 AM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 3:19:15 AM"",""totalAlokasiKursi"":7,""idVersi"":1573,""noDapil"":3,""statusCoterminous"":false},{""id"":6592,""nama"":""PRINGSEWU 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":76219,""alokasiKursi"":7,""sisaPenduduk"":2516,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":22329,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 3:19:15 AM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 3:19:15 AM"",""totalAlokasiKursi"":7,""idVersi"":1573,""noDapil"":4,""statusCoterminous"":false},{""id"":6593,""nama"":""PRINGSEWU 5"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":92040,""alokasiKursi"":8,""sisaPenduduk"":7808,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":22329,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 3:19:15 AM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 3:19:15 AM"",""totalAlokasiKursi"":9,""idVersi"":1573,""noDapil"":5,""statusCoterminous"":false}]"
mesujikab,22439,22328,22328,22439,1811,181100,1811000000,18,MESUJI,LAMPUNG,MESUJI,2,"[{""id"":3238,""nama"":""MESUJI 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":91382,""alokasiKursi"":10,""sisaPenduduk"":1152,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":22439,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 5:44:39 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 5:44:39 PM"",""totalAlokasiKursi"":10,""idVersi"":850,""noDapil"":1,""statusCoterminous"":false},{""id"":3239,""nama"":""MESUJI 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":42718,""alokasiKursi"":4,""sisaPenduduk"":6626,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":22439,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 5:44:39 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 5:44:39 PM"",""totalAlokasiKursi"":5,""idVersi"":850,""noDapil"":2,""statusCoterminous"":false},{""id"":3240,""nama"":""MESUJI 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":62468,""alokasiKursi"":6,""sisaPenduduk"":8330,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":22439,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 5:44:39 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 5:44:39 PM"",""totalAlokasiKursi"":7,""idVersi"":850,""noDapil"":3,""statusCoterminous"":false},{""id"":3241,""nama"":""MESUJI 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":56785,""alokasiKursi"":6,""sisaPenduduk"":2647,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":22439,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 5:44:39 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 5:44:39 PM"",""totalAlokasiKursi"":6,""idVersi"":850,""noDapil"":4,""statusCoterminous"":false},{""id"":3242,""nama"":""MESUJI 5"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":62460,""alokasiKursi"":6,""sisaPenduduk"":8322,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":22439,""createdBy"":""nita"",""createdAt"":""Dec 31, 2017 5:44:39 PM"",""updatedBy"":""nita"",""updatedAt"":""Dec 31, 2017 5:44:39 PM"",""totalAlokasiKursi"":7,""idVersi"":850,""noDapil"":5,""statusCoterminous"":false}]"
