domainName,idKab,idKec,idParent,idPro,idWilayah,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaKec,namaPro,namaWilayah,tingkatWilayah
,2,3,2,1,3,1101,110101,1101010000,11,ACEH SELATAN,BAKONGAN,ACEH,BAKONGAN,3
,2,9,2,1,9,1101,110102,1101020000,11,ACEH SELATAN,KLUET UTARA,ACEH,KLUET UTARA,3
,2,29,2,1,29,1101,110103,1101030000,11,ACEH SELATAN,KLUET SELATAN,ACEH,KLUET SELATAN,3
,2,47,2,1,47,1101,110104,1101040000,11,ACEH SELATAN,LABUHAN HAJI,ACEH,LABUHAN HAJI,3
,2,64,2,1,64,1101,110105,1101050000,11,ACEH SELATAN,MEUKEK,ACEH,MEUKEK,3
,2,87,2,1,87,1101,110106,1101060000,11,ACEH SELATAN,SAMADUA,ACEH,SAMADUA,3
,2,116,2,1,116,1101,110107,1101070000,11,ACEH SELATAN,SAWANG,ACEH,SAWANG,3
,2,132,2,1,132,1101,110108,1101080000,11,ACEH SELATAN,TAPAKTUAN,ACEH,TAPAKTUAN,3
,2,148,2,1,148,1101,110109,1101090000,11,ACEH SELATAN,TRUMON,ACEH,TRUMON,3
,2,161,2,1,161,1101,110110,1101100000,11,ACEH SELATAN,PASIE RAJA,ACEH,PASIE RAJA,3
,2,182,2,1,182,1101,110115,1101150000,11,ACEH SELATAN,BAKONGAN TIMUR,ACEH,BAKONGAN TIMUR,3
,2,190,2,1,190,1101,110113,1101130000,11,ACEH SELATAN,KLUET TENGAH,ACEH,KLUET TENGAH,3
,2,204,2,1,204,1101,110114,1101140000,11,ACEH SELATAN,KLUET TIMUR,ACEH,KLUET TIMUR,3
,2,212,2,1,212,1101,110116,1101160000,11,ACEH SELATAN,TRUMON TIMUR,ACEH,TRUMON TIMUR,3
,2,222,2,1,222,1101,110112,1101120000,11,ACEH SELATAN,LABUHAN HAJI BARAT,ACEH,LABUHAN HAJI BARAT,3
,2,236,2,1,236,1101,110111,1101110000,11,ACEH SELATAN,LABUHAN HAJI TIMUR,ACEH,LABUHAN HAJI TIMUR,3
,2,248,2,1,248,1101,110117,1101170000,11,ACEH SELATAN,KOTA BAHAGIA,ACEH,KOTA BAHAGIA,3
,2,259,2,1,259,1101,110118,1101180000,11,ACEH SELATAN,TRUMON TENGAH,ACEH,TRUMON TENGAH,3
,269,270,269,1,270,1102,110201,1102010000,11,ACEH TENGGARA,LAWE ALAS,ACEH,LAWE ALAS,3
,269,299,269,1,299,1102,110202,1102020000,11,ACEH TENGGARA,LAWE SIGALA-GALA,ACEH,LAWE SIGALA-GALA,3
,269,335,269,1,335,1102,110203,1102030000,11,ACEH TENGGARA,BAMBEL,ACEH,BAMBEL,3
,269,369,269,1,369,1102,110204,1102040000,11,ACEH TENGGARA,BABUSSALAM,ACEH,BABUSSALAM,3
,269,397,269,1,397,1102,110205,1102050000,11,ACEH TENGGARA,BADAR,ACEH,BADAR,3
,269,416,269,1,416,1102,110206,1102060000,11,ACEH TENGGARA,BABUL MAKMUR,ACEH,BABUL MAKMUR,3
,269,438,269,1,438,1102,110207,1102070000,11,ACEH TENGGARA,DARUL HASANAH,ACEH,DARUL HASANAH,3
,269,467,269,1,467,1102,110208,1102080000,11,ACEH TENGGARA,LAWE BULAN,ACEH,LAWE BULAN,3
,269,492,269,1,492,1102,110209,1102090000,11,ACEH TENGGARA,BUKIT TUSAM,ACEH,BUKIT TUSAM,3
,269,516,269,1,516,1102,110210,1102100000,11,ACEH TENGGARA,SEMADAM,ACEH,SEMADAM,3
,269,536,269,1,536,1102,110211,1102110000,11,ACEH TENGGARA,BABUL RAHMAH,ACEH,BABUL RAHMAH,3
,269,564,269,1,564,1102,110212,1102120000,11,ACEH TENGGARA,KETAMBE,ACEH,KETAMBE,3
,269,590,269,1,590,1102,110213,1102130000,11,ACEH TENGGARA,DELENG POKHKISEN,ACEH,DELENG POKHKISEN,3
,269,613,269,1,613,1102,110214,1102140000,11,ACEH TENGGARA,LAWE SUMUR,ACEH,LAWE SUMUR,3
,269,632,269,1,632,1102,110215,1102150000,11,ACEH TENGGARA,TANOH ALAS,ACEH,TANOH ALAS,3
,269,647,269,1,647,1102,110216,1102160000,11,ACEH TENGGARA,LEUSER,ACEH,LEUSER,3
,671,672,671,1,672,1103,110301,1103010000,11,ACEH TIMUR,DARUL AMAN,ACEH,DARUL AMAN,3
,671,718,671,1,718,1103,110302,1103020000,11,ACEH TIMUR,JULOK,ACEH,JULOK,3
,671,756,671,1,756,1103,110303,1103030000,11,ACEH TIMUR,IDI RAYEUK,ACEH,IDI RAYEUK,3
,671,792,671,1,792,1103,110304,1103040000,11,ACEH TIMUR,BIREM BAYEUN,ACEH,BIREM BAYEUN,3
,671,820,671,1,820,1103,110305,1103050000,11,ACEH TIMUR,SERBAJADI,ACEH,SERBAJADI,3
,671,838,671,1,838,1103,110306,1103060000,11,ACEH TIMUR,NURUSSALAM,ACEH,NURUSSALAM,3
,671,870,671,1,870,1103,110307,1103070000,11,ACEH TIMUR,PEUREULAK,ACEH,PEUREULAK,3
,671,909,671,1,909,1103,110308,1103080000,11,ACEH TIMUR,RANTAU SELAMAT,ACEH,RANTAU SELAMAT,3
,671,924,671,1,924,1103,110309,1103090000,11,ACEH TIMUR,SIMPANG ULIM,ACEH,SIMPANG ULIM,3
,671,948,671,1,948,1103,110310,1103100000,11,ACEH TIMUR,RANTAU PEUREULAK,ACEH,RANTAU PEUREULAK,3
,671,972,671,1,972,1103,110311,1103110000,11,ACEH TIMUR,PANTE BIDARI,ACEH,PANTE BIDARI,3
,671,996,671,1,996,1103,110312,1103120000,11,ACEH TIMUR,MADAT,ACEH,MADAT,3
,671,1023,671,1,1023,1103,110313,1103130000,11,ACEH TIMUR,INDRA MAKMU,ACEH,INDRA MAKMU,3
,671,1037,671,1,1037,1103,110314,1103140000,11,ACEH TIMUR,IDI TUNONG,ACEH,IDI TUNONG,3
,671,1063,671,1,1063,1103,110315,1103150000,11,ACEH TIMUR,BANDA ALAM,ACEH,BANDA ALAM,3
,671,1080,671,1,1080,1103,110316,1103160000,11,ACEH TIMUR,PEUDAWA,ACEH,PEUDAWA,3
,671,1098,671,1,1098,1103,110317,1103170000,11,ACEH TIMUR,PEUREULAK TIMUR,ACEH,PEUREULAK TIMUR,3
,671,1119,671,1,1119,1103,110318,1103180000,11,ACEH TIMUR,PEUREULAK BARAT,ACEH,PEUREULAK BARAT,3
,671,1135,671,1,1135,1103,110319,1103190000,11,ACEH TIMUR,SUNGAI RAYA,ACEH,SUNGAI RAYA,3
,671,1149,671,1,1149,1103,110320,1103200000,11,ACEH TIMUR,SIMPANG JERNIH,ACEH,SIMPANG JERNIH,3
,671,1158,671,1,1158,1103,110321,1103210000,11,ACEH TIMUR,DARUL IHSAN,ACEH,DARUL IHSAN,3
,671,1175,671,1,1175,1103,110322,1103220000,11,ACEH TIMUR,DARUL FALAH,ACEH,DARUL FALAH,3
,671,1187,671,1,1187,1103,110323,1103230000,11,ACEH TIMUR,IDI TIMUR,ACEH,IDI TIMUR,3
,671,1201,671,1,1201,1103,110324,1103240000,11,ACEH TIMUR,PEUNARON,ACEH,PEUNARON,3
,1207,1208,1207,1,1208,1104,110401,1104010000,11,ACEH TENGAH,LINGE,ACEH,LINGE,3
,1207,1233,1207,1,1233,1104,110402,1104020000,11,ACEH TENGAH,SILIH NARA,ACEH,SILIH NARA,3
,1207,1267,1207,1,1267,1104,110403,1104030000,11,ACEH TENGAH,BEBESEN,ACEH,BEBESEN,3
,1207,1295,1207,1,1295,1104,110420,1104200000,11,ACEH TENGAH,BIES,ACEH,BIES,3
,1207,1307,1207,1,1307,1104,110421,1104210000,11,ACEH TENGAH,RUSIP ANTARA,ACEH,RUSIP ANTARA,3
,1207,1322,1207,1,1322,1104,110418,1104180000,11,ACEH TENGAH,ATU LINTANG,ACEH,ATU LINTANG,3
,1207,1332,1207,1,1332,1104,110407,1104070000,11,ACEH TENGAH,PEGASING,ACEH,PEGASING,3
,1207,1362,1207,1,1362,1104,110408,1104080000,11,ACEH TENGAH,BINTANG,ACEH,BINTANG,3
,1207,1386,1207,1,1386,1104,110419,1104190000,11,ACEH TENGAH,JAGONG JEGET,ACEH,JAGONG JEGET,3
,1207,1394,1207,1,1394,1104,110410,1104100000,11,ACEH TENGAH,KETOL,ACEH,KETOL,3
,1207,1420,1207,1,1420,1104,110411,1104110000,11,ACEH TENGAH,KEBAYAKAN,ACEH,KEBAYAKAN,3
,1207,1440,1207,1,1440,1104,110412,1104120000,11,ACEH TENGAH,KUTE PANANG,ACEH,KUTE PANANG,3
,1207,1459,1207,1,1459,1104,110413,1104130000,11,ACEH TENGAH,CELALA,ACEH,CELALA,3
,1207,1476,1207,1,1476,1104,110417,1104170000,11,ACEH TENGAH,LAUT TAWAR,ACEH,LAUT TAWAR,3
,1492,1493,1492,1,1493,1105,110501,1105010000,11,ACEH BARAT,JOHAN PAHWALAN,ACEH,JOHAN PAHWALAN,3
,1492,1515,1492,1,1515,1105,110502,1105020000,11,ACEH BARAT,KAWAY XVI,ACEH,KAWAY XVI,3
,1492,1559,1492,1,1559,1105,110503,1105030000,11,ACEH BARAT,SUNGAI MAS,ACEH,SUNGAI MAS,3
,1492,1577,1492,1,1577,1105,110504,1105040000,11,ACEH BARAT,WOYLA,ACEH,WOYLA,3
,1492,1621,1492,1,1621,1105,110505,1105050000,11,ACEH BARAT,SAMATIGA,ACEH,SAMATIGA,3
,1492,1654,1492,1,1654,1105,110506,1105060000,11,ACEH BARAT,BUBON,ACEH,BUBON,3
,1492,1672,1492,1,1672,1105,110507,1105070000,11,ACEH BARAT,ARONGAN LAMBALEK,ACEH,ARONGAN LAMBALEK,3
,1492,1700,1492,1,1700,1105,110508,1105080000,11,ACEH BARAT,PANTE CEUREUMEN,ACEH,PANTE CEUREUMEN,3
,1492,1726,1492,1,1726,1105,110509,1105090000,11,ACEH BARAT,MEUREUBO,ACEH,MEUREUBO,3
,1492,1753,1492,1,1753,1105,110510,1105100000,11,ACEH BARAT,WOYLA BARAT,ACEH,WOYLA BARAT,3
,1492,1778,1492,1,1778,1105,110511,1105110000,11,ACEH BARAT,WOYLA TIMUR,ACEH,WOYLA TIMUR,3
,1492,1804,1492,1,1804,1105,110512,1105120000,11,ACEH BARAT,PANTON REU,ACEH,PANTON REU,3
,1824,2233,1824,1,2233,1106,110612,1106120000,11,ACEH BESAR,DARUSSALAM,ACEH,DARUSSALAM,3
,1824,1825,1824,1,1825,1106,110601,1106010000,11,ACEH BESAR,LHOONG,ACEH,LHOONG,3
,1824,1854,1824,1,1854,1106,110602,1106020000,11,ACEH BESAR,LHOKNGA,ACEH,LHOKNGA,3
,1824,1883,1824,1,1883,1106,110603,1106030000,11,ACEH BESAR,INDRAPURI,ACEH,INDRAPURI,3
,1824,1936,1824,1,1936,1106,110604,1106040000,11,ACEH BESAR,SEULIMEUM,ACEH,SEULIMEUM,3
,1824,1984,1824,1,1984,1106,110605,1106050000,11,ACEH BESAR,MONTASIK,ACEH,MONTASIK,3
,1824,2024,1824,1,2024,1106,110606,1106060000,11,ACEH BESAR,SUKAMAKMUR,ACEH,SUKAMAKMUR,3
,1824,2060,1824,1,2060,1106,110607,1106070000,11,ACEH BESAR,DARUL IMARAH,ACEH,DARUL IMARAH,3
,1824,2093,1824,1,2093,1106,110608,1106080000,11,ACEH BESAR,PEUKAN BADA,ACEH,PEUKAN BADA,3
,1824,2120,1824,1,2120,1106,110609,1106090000,11,ACEH BESAR,MESJID RAYA,ACEH,MESJID RAYA,3
,1824,2134,1824,1,2134,1106,110610,1106100000,11,ACEH BESAR,INGIN JAYA,ACEH,INGIN JAYA,3
,1824,2185,1824,1,2185,1106,110611,1106110000,11,ACEH BESAR,KUTA BARO,ACEH,KUTA BARO,3
,1824,2263,1824,1,2263,1106,110613,1106130000,11,ACEH BESAR,PULO ACEH,ACEH,PULO ACEH,3
,1824,2281,1824,1,2281,1106,110614,1106140000,11,ACEH BESAR,LEMBAH SEULAWAH,ACEH,LEMBAH SEULAWAH,3
,1824,2294,1824,1,2294,1106,110615,1106150000,11,ACEH BESAR,KOTA JANTHO,ACEH,KOTA JANTHO,3
,1824,2308,1824,1,2308,1106,110616,1106160000,11,ACEH BESAR,KOTA COT GLIE,ACEH,KOTA COT GLIE,3
,1824,2341,1824,1,2341,1106,110617,1106170000,11,ACEH BESAR,KUTA MALAKA,ACEH,KUTA MALAKA,3
,1824,2357,1824,1,2357,1106,110618,1106180000,11,ACEH BESAR,SIMPANG TIGA,ACEH,SIMPANG TIGA,3
,1824,2376,1824,1,2376,1106,110619,1106190000,11,ACEH BESAR,DARUL KAMAL,ACEH,DARUL KAMAL,3
,1824,2391,1824,1,2391,1106,110620,1106200000,11,ACEH BESAR,BAITUSSALAM,ACEH,BAITUSSALAM,3
,1824,2405,1824,1,2405,1106,110621,1106210000,11,ACEH BESAR,KRUENG BARONA JAYA,ACEH,KRUENG BARONA JAYA,3
,1824,2418,1824,1,2418,1106,110622,1106220000,11,ACEH BESAR,LEUPUNG,ACEH,LEUPUNG,3
,1824,2425,1824,1,2425,1106,110623,1106230000,11,ACEH BESAR,BLANG BINTANG,ACEH,BLANG BINTANG,3
,2452,3164,2452,1,3164,1107,110727,1107270000,11,PIDIE,MANE,ACEH,MANE,3
,2452,3169,2452,1,3169,1107,110729,1107290000,11,PIDIE,GLUMPANG BARO,ACEH,GLUMPANG BARO,3
,2452,2453,2452,1,2453,1107,110703,1107030000,11,PIDIE,BATEE,ACEH,BATEE,3
,2452,2482,2452,1,2482,1107,110704,1107040000,11,PIDIE,DELIMA,ACEH,DELIMA,3
,2452,2527,2452,1,2527,1107,110705,1107050000,11,PIDIE,GEUMPANG,ACEH,GEUMPANG,3
,2452,2533,2452,1,2533,1107,110706,1107060000,11,PIDIE,GEULUMPANG TIGA,ACEH,GEULUMPANG TIGA,3
,2452,2568,2452,1,2568,1107,110707,1107070000,11,PIDIE,INDRA JAYA,ACEH,INDRA JAYA,3
,2452,2618,2452,1,2618,1107,110708,1107080000,11,PIDIE,KEMBANG TANJONG,ACEH,KEMBANG TANJONG,3
,2452,2664,2452,1,2664,1107,110709,1107090000,11,PIDIE,KOTA SIGLI,ACEH,KOTA SIGLI,3
,2452,2680,2452,1,2680,1107,110711,1107110000,11,PIDIE,MILA,ACEH,MILA,3
,2452,2701,2452,1,2701,1107,110712,1107120000,11,PIDIE,MUARA TIGA,ACEH,MUARA TIGA,3
,2452,2720,2452,1,2720,1107,110713,1107130000,11,PIDIE,MUTIARA,ACEH,MUTIARA,3
,2452,2750,2452,1,2750,1107,110714,1107140000,11,PIDIE,PADANG TIJI,ACEH,PADANG TIJI,3
,2452,2815,2452,1,2815,1107,110715,1107150000,11,PIDIE,PEUKAN BARO,ACEH,PEUKAN BARO,3
,2452,2864,2452,1,2864,1107,110716,1107160000,11,PIDIE,PIDIE,ACEH,PIDIE,3
,2452,2929,2452,1,2929,1107,110717,1107170000,11,PIDIE,SAKTI,ACEH,SAKTI,3
,2452,2979,2452,1,2979,1107,110718,1107180000,11,PIDIE,SIMPANG TIGA,ACEH,SIMPANG TIGA,3
,2452,3032,2452,1,3032,1107,110719,1107190000,11,PIDIE,TANGSE,ACEH,TANGSE,3
,2452,3061,2452,1,3061,1107,110721,1107210000,11,PIDIE,TIRO/TRUSEB,ACEH,TIRO/TRUSEB,3
,2452,3081,2452,1,3081,1107,110722,1107220000,11,PIDIE,KEUMALA,ACEH,KEUMALA,3
,2452,3099,2452,1,3099,1107,110724,1107240000,11,PIDIE,MUTIARA TIMUR,ACEH,MUTIARA TIMUR,3
,2452,3148,2452,1,3148,1107,110725,1107250000,11,PIDIE,GRONG-GRONG,ACEH,GRONG-GRONG,3
,2452,3191,2452,1,3191,1107,110731,1107310000,11,PIDIE,TITEUE,ACEH,TITEUE,3
,3205,3397,3205,1,3397,1108,110805,1108050000,11,ACEH UTARA,MATANGKULI,ACEH,MATANGKULI,3
,3205,3206,3205,1,3206,1108,110801,1108010000,11,ACEH UTARA,BAKTIYA,ACEH,BAKTIYA,3
,3205,3264,3205,1,3264,1108,110802,1108020000,11,ACEH UTARA,DEWANTARA,ACEH,DEWANTARA,3
,3205,3280,3205,1,3280,1108,110803,1108030000,11,ACEH UTARA,KUTA MAKMUR,ACEH,KUTA MAKMUR,3
,3205,3320,3205,1,3320,1108,110804,1108040000,11,ACEH UTARA,LHOKSUKON,ACEH,LHOKSUKON,3
,3205,3447,3205,1,3447,1108,110806,1108060000,11,ACEH UTARA,MUARA BATU,ACEH,MUARA BATU,3
,3205,3472,3205,1,3472,1108,110807,1108070000,11,ACEH UTARA,MEURAH MULIA,ACEH,MEURAH MULIA,3
,3205,3523,3205,1,3523,1108,110808,1108080000,11,ACEH UTARA,SAMUDERA,ACEH,SAMUDERA,3
,3205,3564,3205,1,3564,1108,110809,1108090000,11,ACEH UTARA,SEUNUDDON,ACEH,SEUNUDDON,3
,3205,3598,3205,1,3598,1108,110810,1108100000,11,ACEH UTARA,SYAMTALIRA ARON,ACEH,SYAMTALIRA ARON,3
,3205,3633,3205,1,3633,1108,110811,1108110000,11,ACEH UTARA,SYAMTALIRA BAYU,ACEH,SYAMTALIRA BAYU,3
,3205,3672,3205,1,3672,1108,110812,1108120000,11,ACEH UTARA,TANAH LUAS,ACEH,TANAH LUAS,3
,3205,3730,3205,1,3730,1108,110813,1108130000,11,ACEH UTARA,TANAH PASIR,ACEH,TANAH PASIR,3
,3205,3749,3205,1,3749,1108,110814,1108140000,11,ACEH UTARA,T. JAMBO AYE,ACEH,T. JAMBO AYE,3
,3205,3797,3205,1,3797,1108,110815,1108150000,11,ACEH UTARA,SAWANG,ACEH,SAWANG,3
,3205,3837,3205,1,3837,1108,110816,1108160000,11,ACEH UTARA,NISAM,ACEH,NISAM,3
,3205,3867,3205,1,3867,1108,110817,1108170000,11,ACEH UTARA,COT GIREK,ACEH,COT GIREK,3
,3205,3892,3205,1,3892,1108,110818,1108180000,11,ACEH UTARA,LANGKAHAN,ACEH,LANGKAHAN,3
,3205,3916,3205,1,3916,1108,110819,1108190000,11,ACEH UTARA,BAKTIYA BARAT,ACEH,BAKTIYA BARAT,3
,3205,3943,3205,1,3943,1108,110820,1108200000,11,ACEH UTARA,PAYA BAKONG,ACEH,PAYA BAKONG,3
,3205,3983,3205,1,3983,1108,110821,1108210000,11,ACEH UTARA,NIBONG,ACEH,NIBONG,3
,3205,4004,3205,1,4004,1108,110822,1108220000,11,ACEH UTARA,SIMPANG KRAMAT,ACEH,SIMPANG KRAMAT,3
,3205,4021,3205,1,4021,1108,110823,1108230000,11,ACEH UTARA,LAPANG,ACEH,LAPANG,3
,3205,4033,3205,1,4033,1108,110824,1108240000,11,ACEH UTARA,PIRAK TIMUR,ACEH,PIRAK TIMUR,3
,3205,4057,3205,1,4057,1108,110825,1108250000,11,ACEH UTARA,GEUREDONG PASE,ACEH,GEUREDONG PASE,3
,3205,4069,3205,1,4069,1108,110826,1108260000,11,ACEH UTARA,BANDA BARO,ACEH,BANDA BARO,3
,3205,4079,3205,1,4079,1108,110827,1108270000,11,ACEH UTARA,NISAM ANTARA,ACEH,NISAM ANTARA,3
,4086,4087,4086,1,4087,1109,110901,1109010000,11,SIMEULUE,SIMEULUE TENGAH,ACEH,SIMEULUE TENGAH,3
,4086,4112,4086,1,4112,1109,110902,1109020000,11,SIMEULUE,SALANG,ACEH,SALANG,3
,4086,4129,4086,1,4129,1109,110903,1109030000,11,SIMEULUE,TEUPAH BARAT,ACEH,TEUPAH BARAT,3
,4086,4148,4086,1,4148,1109,110904,1109040000,11,SIMEULUE,SIMEULUE TIMUR,ACEH,SIMEULUE TIMUR,3
,4086,4178,4086,1,4178,1109,110905,1109050000,11,SIMEULUE,TELUK DALAM,ACEH,TELUK DALAM,3
,4086,4189,4086,1,4189,1109,110906,1109060000,11,SIMEULUE,SIMEULUE BARAT,ACEH,SIMEULUE BARAT,3
,4086,4204,4086,1,4204,1109,110907,1109070000,11,SIMEULUE,TEUPAH SELATAN,ACEH,TEUPAH SELATAN,3
,4086,4224,4086,1,4224,1109,110908,1109080000,11,SIMEULUE,ALAPAN,ACEH,ALAPAN,3
,4086,83455,4086,1,83455,1109,110909,1109090000,11,SIMEULUE,TEUPAH TENGAH,ACEH,TEUPAH TENGAH,3
,4086,83456,4086,1,83456,1109,110910,1109100000,11,SIMEULUE,SIMEULUE CUT,ACEH,SIMEULUE CUT,3
,4233,4234,4233,1,4234,1110,111001,1110010000,11,ACEH SINGKIL,PULAU BANYAK,ACEH,PULAU BANYAK,3
,4233,4242,4233,1,4242,1110,111002,1110020000,11,ACEH SINGKIL,SIMPANG KANAN,ACEH,SIMPANG KANAN,3
,4233,4268,4233,1,4268,1110,111004,1110040000,11,ACEH SINGKIL,SINGKIL,ACEH,SINGKIL,3
,4233,4285,4233,1,4285,1110,111006,1110060000,11,ACEH SINGKIL,GUNUNG MERIAH,ACEH,GUNUNG MERIAH,3
,4233,4311,4233,1,4311,1110,111009,1110090000,11,ACEH SINGKIL,KOTA BAHARU,ACEH,KOTA BAHARU,3
,4233,4321,4233,1,4321,1110,111010,1110100000,11,ACEH SINGKIL,SINGKIL UTARA,ACEH,SINGKIL UTARA,3
,4233,4329,4233,1,4329,1110,111011,1110110000,11,ACEH SINGKIL,DANAU PARIS,ACEH,DANAU PARIS,3
,4233,4336,4233,1,4336,1110,111012,1110120000,11,ACEH SINGKIL,SURO MAKMUR,ACEH,SURO MAKMUR,3
,4233,4348,4233,1,4348,1110,111013,1110130000,11,ACEH SINGKIL,SINGKOHOR,ACEH,SINGKOHOR,3
,4233,4355,4233,1,4355,1110,111014,1110140000,11,ACEH SINGKIL,KUALA BARU,ACEH,KUALA BARU,3
,4233,4360,4233,1,4360,1110,111016,1110160000,11,ACEH SINGKIL,PULAU BANYAK BARAT,ACEH,PULAU BANYAK BARAT,3
,4362,4363,4362,1,4363,1111,111101,1111010000,11,BIREUEN,SAMALANGA,ACEH,SAMALANGA,3
,4362,4410,4362,1,4410,1111,111102,1111020000,11,BIREUEN,JEUNIEB,ACEH,JEUNIEB,3
,4362,4454,4362,1,4454,1111,111103,1111030000,11,BIREUEN,PEUDADA,ACEH,PEUDADA,3
,4362,4507,4362,1,4507,1111,111104,1111040000,11,BIREUEN,JEUMPA,ACEH,JEUMPA,3
,4362,4550,4362,1,4550,1111,111105,1111050000,11,BIREUEN,PEUSANGAN,ACEH,PEUSANGAN,3
,4362,4620,4362,1,4620,1111,111106,1111060000,11,BIREUEN,MAKMUR,ACEH,MAKMUR,3
,4362,4648,4362,1,4648,1111,111107,1111070000,11,BIREUEN,GANDAPURA,ACEH,GANDAPURA,3
,4362,4689,4362,1,4689,1111,111108,1111080000,11,BIREUEN,PANDRAH,ACEH,PANDRAH,3
,4362,4709,4362,1,4709,1111,111109,1111090000,11,BIREUEN,JULI,ACEH,JULI,3
,4362,4746,4362,1,4746,1111,111110,1111100000,11,BIREUEN,JANGKA,ACEH,JANGKA,3
,4362,4793,4362,1,4793,1111,111111,1111110000,11,BIREUEN,SIMPANG MAMPLAM,ACEH,SIMPANG MAMPLAM,3
,4362,4835,4362,1,4835,1111,111112,1111120000,11,BIREUEN,PEULIMBANG,ACEH,PEULIMBANG,3
,4362,4858,4362,1,4858,1111,111113,1111130000,11,BIREUEN,KOTA JUANG,ACEH,KOTA JUANG,3
,4362,4882,4362,1,4882,1111,111114,1111140000,11,BIREUEN,KUALA,ACEH,KUALA,3
,4362,4903,4362,1,4903,1111,111115,1111150000,11,BIREUEN,PEUSANGAN SIBLAH KRUENG,ACEH,PEUSANGAN SIBLAH KRUENG,3
,4362,4925,4362,1,4925,1111,111116,1111160000,11,BIREUEN,PEUSANGAN SELATAN,ACEH,PEUSANGAN SELATAN,3
,4362,4947,4362,1,4947,1111,111117,1111170000,11,BIREUEN,KUTA BLANG,ACEH,KUTA BLANG,3
,4989,4990,4989,1,4990,1112,111201,1112010000,11,ACEH BARAT DAYA,BLANG PIDIE,ACEH,BLANG PIDIE,3
,4989,5011,4989,1,5011,1112,111202,1112020000,11,ACEH BARAT DAYA,TANGAN-TANGAN,ACEH,TANGAN-TANGAN,3
,4989,5027,4989,1,5027,1112,111203,1112030000,11,ACEH BARAT DAYA,MANGGENG,ACEH,MANGGENG,3
,4989,5045,4989,1,5045,1112,111204,1112040000,11,ACEH BARAT DAYA,SUSOH,ACEH,SUSOH,3
,4989,5074,4989,1,5074,1112,111205,1112050000,11,ACEH BARAT DAYA,KUALA BATEE,ACEH,KUALA BATEE,3
,4989,5093,4989,1,5093,1112,111206,1112060000,11,ACEH BARAT DAYA,BABAH ROT,ACEH,BABAH ROT,3
,4989,5104,4989,1,5104,1112,111209,1112090000,11,ACEH BARAT DAYA,LEMBAH SABIL,ACEH,LEMBAH SABIL,3
,4989,5118,4989,1,5118,1112,111207,1112070000,11,ACEH BARAT DAYA,SETIA,ACEH,SETIA,3
,4989,5127,4989,1,5127,1112,111208,1112080000,11,ACEH BARAT DAYA,JEUMPA,ACEH,JEUMPA,3
,5138,5139,5138,1,5139,1113,111302,1113020000,11,GAYO LUES,KUTAPANJANG,ACEH,KUTAPANJANG,3
,5138,5152,5138,1,5152,1113,111301,1113010000,11,GAYO LUES,BLANGKEJEREN,ACEH,BLANGKEJEREN,3
,5138,5173,5138,1,5173,1113,111303,1113030000,11,GAYO LUES,RIKIT GAIB,ACEH,RIKIT GAIB,3
,5138,5187,5138,1,5187,1113,111304,1113040000,11,GAYO LUES,TERANGUN,ACEH,TERANGUN,3
,5138,5211,5138,1,5211,1113,111305,1113050000,11,GAYO LUES,PINING,ACEH,PINING,3
,5138,5221,5138,1,5221,1113,111308,1113080000,11,GAYO LUES,DABUN GELANG,ACEH,DABUN GELANG,3
,5138,5231,5138,1,5231,1113,111306,1113060000,11,GAYO LUES,BLANGPEGAYON,ACEH,BLANGPEGAYON,3
,5138,5244,5138,1,5244,1113,111307,1113070000,11,GAYO LUES,PUTERI BETUNG,ACEH,PUTERI BETUNG,3
,5138,5254,5138,1,5254,1113,111309,1113090000,11,GAYO LUES,BLANGJERANGO,ACEH,BLANGJERANGO,3
,5138,5265,5138,1,5265,1113,111311,1113110000,11,GAYO LUES,PANTAN CUACA,ACEH,PANTAN CUACA,3
,5138,5275,5138,1,5275,1113,111310,1113100000,11,GAYO LUES,TERIPE JAYA,ACEH,TERIPE JAYA,3
,5286,5287,5286,1,5287,1114,111401,1114010000,11,ACEH JAYA,TEUNOM,ACEH,TEUNOM,3
,5286,5324,5286,1,5324,1114,111402,1114020000,11,ACEH JAYA,KRUENG SABEE,ACEH,KRUENG SABEE,3
,5286,5342,5286,1,5342,1114,111403,1114030000,11,ACEH JAYA,SETIA BAKTI,ACEH,SETIA BAKTI,3
,5286,5356,5286,1,5356,1114,111404,1114040000,11,ACEH JAYA,SAMPOINIET,ACEH,SAMPOINIET,3
,5286,5394,5286,1,5394,1114,111405,1114050000,11,ACEH JAYA,JAYA,ACEH,JAYA,3
,5286,5443,5286,1,5443,1114,111406,1114060000,11,ACEH JAYA,PANGA,ACEH,PANGA,3
,5286,83451,5286,1,83451,1114,111407,1114070000,11,ACEH JAYA,INDRA JAYA,ACEH,INDRA JAYA,3
,5286,83452,5286,1,83452,1114,111408,1114080000,11,ACEH JAYA,DARUL HIKMAH,ACEH,DARUL HIKMAH,3
,5286,83453,5286,1,83453,1114,111409,1114090000,11,ACEH JAYA,PASIE RAYA,ACEH,PASIE RAYA,3
,5463,5464,5463,1,5464,1115,111501,1115010000,11,NAGAN RAYA,KUALA,ACEH,KUALA,3
,5463,5482,5463,1,5482,1115,111502,1115020000,11,NAGAN RAYA,SEUNAGAN,ACEH,SEUNAGAN,3
